PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom
P-32659,ROAST|Lemon Roasted Potato,22.68,Kg,PREP,22680.0,g
P-28758,ROAST|turkey|rolled,8.0,Kg,MISC.,8000.0,g
P-26436,ROASTED|ButternutSquash,1.7,Kg,ZDONT USE OK - PREP,1700.0,g
P-44811,ROASTED|Carrot|Prep,4.5,Kg,,4500.0,g
P-58863,ROASTED|Cauliflower Steak,950.0,g,,950.0,g
P-36648,ROASTED|Cinnamon Apple,2.0,Kg,PREP,2000.0,g
P-44633,ROASTED|Corn|,1.8,Kg,,1800.0,g
P-53995,ROASTED|Mushroom|Crimini,3.75,Kg,,3750.0,g
P-50424,ROASTED|Mushrooms,3.5,Kg,,3500.0,g
P-53996,ROASTED|Onion,4.5,Kg,,4500.0,g
P-35691,ROASTED|Pecans|Candied,2.0,Kg,PREP,2000.0,g
P-53994,ROASTED|Peppers,4.5,Kg,,4500.0,g
P-26435,ROASTED|Poblanos,6.0,lb,ZDONT USE OK - PREP,2721.5519999999997,g
P-25893,ROASTED|Potato,21.0,Kg,PREP,21000.0,g
P-50289,ROASTED|Pumpkin seed,100.0,g,,100.0,g
P-50801,ROASTED|Pumpkin Seeds,2.9,Kg,PREP,2900.0,g
P-49759,ROASTED|Squash & Tofu,2.5,Kg,,2500.0,g
P-58355,ROASTED|Squash Cubes,1.6,Kg,,1600.0,g
P-26382,ROASTED|Sweet Potato Hash,1.7,Kg,PREP,1700.0,g
P-36878,ROASTED|Sweet potato sage|,9.6,Kg,,9600.0,g
P-26200,ROASTED|Yam,3.0,lb,ZDONT USE OK - PREP,1360.7759999999998,g
P-53993,ROASTED|Zucchini,4.5,Kg,,4500.0,g
P-47364,ROLL|Cabbage braised filling|,4.75,Kg,PREP,4750.0,g
P-47368,ROLL|Cabbage roll|Sauce,0.75,L,,750.0,ml
P-47366,ROLL|Savoy|Steamed wrap,12.0,each,,600.0,g
P-12421,RUB|Dry rib rub|SL,105.0,g,PREP,105.0,g
P-8202,RUB|Pulled Pork,400.0,g,PREP,400.0,g
P-55107,RUB|Taco|Rub,100.0,g,,100.0,g
P-26164,RUB|UBC House,6.75,Kg,PREP,6750.0,g
P-57290,SALAD BAR|MIX|MASTER,5.0,Kg,,5000.0,g
P-44647,SALAD|Arugula & Vinaigrette,1.0,Kg,,1000.0,g
P-9838,SALAD|Asian Slaw,4.75,Kg,,4750.0,g
P-50543,SALAD|Balsamic Basil Tomato,0.5,Kg,,500.0,g
P-52948,SALAD|Beets and raddishes|BBC,2.0,Kg,,2000.0,g
P-35880,SALAD|Carrot & Beet Slaw,2.268,Kg,PREP,2268.0,g
P-26069,SALAD|Citrus Scented Arugula,15.0,g,,15.0,g
P-55818,SALAD|Coleslaw,2.5,Kg,,2500.0,g
P-32800,SALAD|Curried Chickpea ,22.0,Kg,PREP,22000.0,g
P-49591,SALAD|Fennel|Shaved,1.25,Kg,,1250.0,g
P-55056,SALAD|Iceberg|Side,1.0,Kg,,1000.0,g
P-38875,SALAD|Kale Slaw,0.06,Kg,,60.0,g
P-47512,SALAD|Potato salad|,1.25,Kg,,1250.0,g
P-49593,SALAD|Scallop Greens|POPUP,100.0,g,,100.0,g
P-44760,SALAD|Seaweed|Ponzu ,3.0,Kg,PREP,3000.0,g
P-50964,SALAD|Signature Greens|FLX,150.0,g,,150.0,g
P-36125,SALAD|Slaw asian|GYZ,2.8,Kg,PREP,2800.0,g
P-65878,SALAD|Spinach & Vinaigrette,1.0,Kg,,1000.0,g
P-53448,SALAD|UBC Fresh|FALL,170.0,g,,170.0,g
P-45055,SALAD|Wakame Seaweed,1.0,Kg,,1000.0,g
P-8811,SALAD|Wrap Ceasar Mix,16.0,Kg,,16000.0,g
P-69235,Salmon|Shoyu,7.65,Kg,PREP,7650.0,g
P-35875,SALSA||Tomatillo Verde|dontUse,4.0,L,PREP,4000.0,ml
P-53614,SALSA|Corn Salsa,3.3,Kg,,3300.0,g
P-59921,SALSA|Mango Pineapple,2.0,Kg,,2000.0,g
P-50720,SALSA|Mango Salsa|CAL,3.0,Kg,,3000.0,g
P-41140,SALSA|Pico de Gallo|dont use,14.0,Kg,PREP,14000.0,g
P-26062,SALSA|Pico de Gallo|PV,30.0,Kg,PREP,30000.0,g
P-26140,SALSA|Roasted Tomatillo,1.474,Kg,PREP,1474.0,g
P-41548,SALSA|Salsa Roja,30.0,L,PREP,30000.0,ml
P-35338,SALSA|Verde,550.0,g,PREP,550.0,g
P-50723,SAND|Panini|Chicken Bri,1.0,srvg,PREP,650.0,g
P-50641,SAND|Panini|grilled Farm,1.0,un,PREP,650.0,g
P-50646,SAND|Panini|SP,1.0,un,,1.0,un
P-70710,SAND|Pesto Mayo,4.5,L,PREP,4500.0,ml
P-28369,Sandwich|Bread,10.0,ea,ZDONT USE OK - PREP,350.0,g
P-28372,Sandwich|Cheeses,1.0,slice,ZDONT USE OK - PREP,14.0,g
P-43860,Sandwich|Falafel,1.5,oz,,42.524249999999995,g
P-43857,Sandwich|Ham,1.5,oz,,42.524249999999995,g
P-28371,Sandwich|Sauces,40.0,g,ZDONT USE OK - PREP,40.0,g
P-28373,Sandwich|Vegetables,1.0,un,ZDONT USE OK - PREP,185.0,g
P-18874,Sauce-Babaganoush,1.0,L,,1000.0,ml
P-34291,Sauce-Blueberry Salsa,50.0,ml,,50.0,ml
P-56495,SAUCE|adobo Tofu veg|SP,1.0,Kg,PREP,1000.0,g
P-55423,SAUCE|Adobo|SP,1.0,Kg,PREP,1000.0,g
P-53126,SAUCE|Aged Cheddar Cheese,5.0,L,PREP,5000.0,ml
P-8196,SAUCE|Alfredo.,19.0,L,PREP,19000.0,ml
P-36863,SAUCE|Apple Salsa Fermented,1.0,L,,1000.0,ml
P-50613,SAUCE|Apple Sauce|SL,1.0,Kg,,1000.0,g
P-50772,SAUCE|Arugula Pesto|SL,0.769,L,PREP,769.0,ml
P-7136,SAUCE|Avocado Crema,2.0,L,PREP,2000.0,ml
P-36566,SAUCE|Avocado Spinach,48.0,L,PREP,48000.0,ml
P-53336,SAUCE|Banana hot sauce,8.5,L,PREP,8500.0,ml
P-8166,SAUCE|Basil Tomato|23,13.0,L,PREP,13000.0,ml
P-44751,SAUCE|BBQ|Hoisin Sauce,1.0,L,PREP,1000.0,ml
P-50464,SAUCE|Bechamel2021,4.0,L,PREP,4000.0,ml
P-56853,SAUCE|Benny Pesto|FNH,200.0,g,,200.0,g
P-55454,SAUCE|Beyond Tomato sauce|Flex,40.0,L,PREP,40000.0,ml
P-54204,SAUCE|Bibimbap Sauce,0.075,L,PREP,75.0,ml
P-55573,SAUCE|Blue cheese|Pasta,30.0,L,PREP,30000.0,ml
P-55574,SAUCE|Blue cheese|SPEC,100.0,CT,PREP,100.0,CT
P-7385,SAUCE|Brown Sauce,36.0,L,PREP,36000.0,ml
P-50696,SAUCE|Burger|Special sauce,12.0,L,PREP,12000.0,ml
P-8180,SAUCE|Butter Chicken|AAD,22.0,L,,22000.0,ml
P-34311,SAUCE|Caramel|GRL,7.0,L,PREP,7000.0,ml
P-40848,SAUCE|Cheese,11.0,L,PREP,11000.0,ml
P-55267,SAUCE|Chicken gravy|POP,5.0,L,,5000.0,ml
P-44630,SAUCE|Chili Chilean Pebre,1.0,L,PREP,1000.0,ml
P-65941,SAUCE|chili miso,1.5,L,,1500.0,ml
P-55100,SAUCE|Chimichurri spicy|SL,1.2,L,,1200.0,ml
P-9519,SAUCE|Chimichurri|SL,4.0,L,PREP,4000.0,ml
P-12112,SAUCE|Chipotle BBQ,11.0,L,PREP,11000.0,ml
P-26067,SAUCE|Chipotle Cherry BBQ,13.0,L,PREP,13000.0,ml
P-32244,SAUCE|Chipotle Mayo|GRL,1.0,L,PREP,1000.0,ml
P-30796,SAUCE|Citrus Mayo,5.75,L,PREP,5750.0,ml
P-62108,SAUCE|coconut lime leaf|SL,0.7,L,,700.0,ml
P-56855,SAUCE|Creamy Brussel Sprout,0.5,L,PREP,500.0,ml
P-55419,SAUCE|Curry Red,20.0,L,PREP,20000.0,ml
P-12435,SAUCE|Demi Glace,4.0,L,PREP,4000.0,ml
P-43918,SAUCE|Dobanjiang ,4.0,L,PREP,4000.0,ml
P-53439,SAUCE|Garlic Mayo|POP,4.0,L,ZDONT USE OK - PREP,4000.0,ml
P-56455,SAUCE|Grainy Mustard Mayo,5.0,L,,5000.0,ml
P-50771,SAUCE|Gravy Vegetale|SL,2.0,L,,2000.0,ml
P-56301,SAUCE|Gravy|Chicken,20.0,L,,20000.0,ml
P-8193,SAUCE|Green Peppercorn,8.0,L,,8000.0,ml
P-35898,SAUCE|green tobasco|Creme,7.5,L,PREP,7500.0,ml
P-7336,SAUCE|Gremolata|SL,1380.0,g,,1380.0,g
P-7932,SAUCE|Hoisin,1000.0,ml,PREP,1000.0,ml
P-34892,SAUCE|Hollandaise|GRL,4.0,L,PREP,4000.0,ml
P-36640,SAUCE|Honey Mustard,1.0,L,PREP,1000.0,ml
P-48494,SAUCE|Hot sauce|cilantro,0.93,L,,930.0,ml
P-33438,SAUCE|Hummus,15.0,L,PREP,15000.0,ml
P-56777,SAUCE|Hummus|Basil,1.7,Kg,PREP,1700.0,g
P-28994,SAUCE|Hummus|OK,2.0,Kg,PREP,2000.0,g
P-70988,SAUCE|Manchurian sauce,0.016,L,,16.0,ml
P-47354,SAUCE|Maple glaze,4.0,L,PREP,4000.0,ml
P-36092,SAUCE|Mayo|Gorganzola,7.5,L,PREP,7500.0,ml
P-40583,SAUCE|Mayo|Kaffir Lime,1.0,L,PREP,1000.0,ml
P-47148,SAUCE|Mayo|Olive soy truffle,1.75,L,PREP,1750.0,ml
P-64699,SAUCE|mayo|Pickle ,1.0,L,PREP,1000.0,ml
P-35271,SAUCE|Mayo|Roasted Garlic,4.0,Kg,PREP,4000.0,g
P-7565,SAUCE|Mayo|Sambal Lime,4.2,L,PREP,4200.0,ml
P-6989,SAUCE|Meat sauce|pasta,65.0,L,PREP,65000.0,ml
P-50536,SAUCE|Mojo|Cubano,2.5,L,,2500.0,ml
P-47347,SAUCE|New potato salad|FLX,2.0,L,PREP,2000.0,ml
P-44528,SAUCE|Pasta Bar,180.0,ml,,180.0,ml
P-35251,SAUCE|Pesto|Arugula,0.769,L,PREP,769.0,ml
P-47706,SAUCE|Pesto|Parsley Almond,1.0,Kg,,1000.0,g
P-50621,SAUCE|Pineapple African|SL,1000.0,g,,1000.0,g
P-53744,SAUCE|Pomodoro|Pizza,21.0,Kg,,21000.0,g
P-43674,SAUCE|Ponzu,0.25,L,PREP,250.0,ml
P-57070,SAUCE|Pozole sauce|CAL,0.5,L,,500.0,ml
P-8164,SAUCE|Primavera|23,16.0,L,,16000.0,ml
P-51922,SAUCE|Puttanesca,25.0,L,PREP,25000.0,ml
P-46613,SAUCE|Ranch,5.0,L,PREP,5000.0,ml
P-68106,SAUCE|raspberry compote|GRL,5.0,Kg,PREP,5000.0,g
P-41575,SAUCE|Red CurryDONTUSE,30.0,L,PREP,30000.0,ml
P-42365,SAUCE|Remoulade|,600.0,ml,,600.0,ml
P-53238,SAUCE|Roasted Pineapple,6.0,L,,6000.0,ml
P-44897,SAUCE|Roasted Tomato Shallot,2.25,L,,2250.0,ml
P-19292,SAUCE|Rouille|JB,1.0,L,PREP,1000.0,ml
P-41547,SAUCE|Salsa Verde,30.0,L,PREP,30000.0,ml
P-44781,Sauce|Salsa Verde|SL,0.35,L,PREP,350.0,ml
P-44820,SAUCE|Salsa|Corn + pico,1.25,Kg,PREP,1250.0,g
P-41053,SAUCE|Sambal Soy ,2.8,L,PREP,2800.0,ml
P-36623,SAUCE|Sesame Ginger Soy|GYZ,1.0,L,PREP,1000.0,ml
P-56687,SAUCE|Shakshuka|VEG,1.7,Kg,PREP,1700.0,g
P-26076,SAUCE|Signature 3 Cheese ,5.025,L,FOOD - GROCERY,5025.0,ml
P-50953,SAUCE|Smoke honey Soy,850.0,ml,,850.0,ml
P-47349,SAUCE|Sour cream,35.0,g,,35.0,g
P-56069,SAUCE|Soy & Gochjan|For belly,2.0,L,,2000.0,ml
P-40595,SAUCE|Soy Ginger Dip,1.0,L,,1000.0,ml
P-62383,SAUCE|Spicy BBQ,1.25,L,,1250.0,ml
P-69872,SAUCE|Spicy Honey sauce|FNH,5.0,L,,5000.0,ml
P-62234,SAUCE|Spicy thai basil|SL,100.0,ml,,100.0,ml
P-7706,SAUCE|Strawberry Fruit|BBC,8.0,Kg,PREP,8000.0,g
P-47684,SAUCE|Sweet Chili|GRL,0.075,L,,75.0,ml
P-8296,SAUCE|Sweet Sour,15.0,L,PREP,15000.0,ml
P-55460,SAUCE|Sweet sour chicken|SPEC,15.0,L,,15000.0,ml
P-50952,SAUCE|Sweet soy,500.0,ml,,500.0,ml
P-33555,SAUCE|Tartar|GRL,5.0,L,PREP,5000.0,ml
P-26086,SAUCE|Teriyaki,17.0,L,PREP,17000.0,ml
P-50907,SAUCE|Thai Vegan Sauce|SL,175.0,ml,,175.0,ml
P-26226,SAUCE|Tomato,4.0,L,PREP,4000.0,ml
P-50938,SAUCE|Tomato Basil Sauce|SL,2.0,L,,2000.0,ml
P-49584,SAUCE|Tomato Meatball|FLX,10.0,L,,10000.0,ml
P-6888,SAUCE|Tomato Sauce Base,44.0,L,PREP,44000.0,ml
P-47074,SAUCE|Tomato|San marzano,2.0,L,,2000.0,ml
P-35848,SAUCE|Tzatziki Sauce,3.0,L,PREP,3000.0,ml
P-50939,SAUCE|Vegan Mush Gravy|SL,4.5,L,,4500.0,ml
P-44905,SAUCE|Vegan Nacho Cheese|SP,1600.0,ml,,1600.0,ml
P-36076,SAUCE|Vindaloo ,10.0,L,PREP,10000.0,ml
P-62434,SAUCES|chicken strips|ratio,1.0,srvg,,40.0,g
P-56540,SAUTE|Korean Spinach,0.35,Kg,,350.0,g
P-50689,SAUTE|Zucchini,100.0,g,,100.0,g
P-26205,SAUTEED|Mushroom,1.124,Kg,PREP,1124.0,g
P-54203,SAUTEED|Shitake Mushroom,1.124,Kg,PREP,1124.0,g
P-26898,SB - Roasted Carrots,15.0,lb,,6803.88,g
P-38127,SCONE ASST CK,1.0,ea,PRODUCTION FOOD,1.0,ea
P-35733,SEASONING|Sesame & Nori,150.0,g,PREP,150.0,g
P-50850,SEASONING|Sunomono,660.0,ml,PREP,660.0,ml
P-50881,SEASONING|Sushi,0.1,L,PREP,100.0,ml
P-54344,SESAME SEEDS|Toasted,3.0,L,,3000.0,ml
P-51242,SHAVED|Fennel|YIELD,4.0,Kg,,4000.0,g
P-51243,SHAVED|Parm reggiano,1.0,Kg,,1000.0,g
P-46864,SHRED|Iceberg Lettuce,600.0,g,,600.0,g
P-34293,"SHREDDED|1/8"" Cabbage",44.0,lb,,19958.048,g
P-9714,SHREDDED|Carrot Jumbo,0.9,Kg,,900.0,g
P-26633,SHREDDED|Lettuce|Iceberg,3.402,Kg,PREP,3402.0,g
P-14067,Side Bar-Congee Any Meat Yeild,4.0,L,,4000.0,ml
P-8429,Side Bar-Congee Beef,8.5,Kg,,8500.0,g
P-8430,Side Bar-Congee Chicken,8.25,Kg,PREP,8250.0,g
P-8800,Side Bar-Congee Meat Ham BR,8.0,Kg,,8000.0,g
P-8795,Side Bar-Congee Pork,8.0,Kg,,8000.0,g
P-6977,SIDE BAR|Rice White,11.25,Kg,PREP,11250.0,g
P-56136,SIDE|Franks|Sauce,35.0,ml,,35.0,ml
P-54556,SIDE|Garlic Flatbread,24.0,slice,,1690.0,g
P-49636,SIDE|Papadum Cone|FF,12.0,ea,,1440.0,g
P-57631,SKEWER|Greek Chicken ,1.0,each,,53.0,g
P-38108,SL-Carrots Rst,4.5,Kg,,4500.0,g
P-36663,SL-Dressing Tomato Vinaigrette,1.0,L,,1000.0,ml
P-66321,SL|Stuffed pepper TMRW ,300.0,g,,300.0,g
P-66320,SL|TMRW rice filling,10.0,Kg,,10000.0,g
P-42425,SLICE|Cucumber|1/8,470.0,g,PREP,470.0,g
P-34298,"SLICED|1/8"" Green Cabbage",18.0,Kg,PREP,18000.0,g
P-45403,"SLICED|1/8""Red Cabbage",18.0,Kg,PREP,18000.0,g
P-51510,SLICED|Avocado|1/4ea,4.0,PTN,,160.0,g
P-44506,SLICED|Avocado|Quarter,4.0,each,,160.0,g
P-50619,SLICED|Celery,7.5,Kg,,7500.0,g
P-70031,SLICED|galric in oil,1.0,Kg,,1000.0,g
P-18318,SLICED|Green Onion,160.0,g,,160.0,g
P-39057,SLICED|Green Onion v1,150.0,g,PREP,150.0,g
P-35272,SLICED|Iceburg,425.0,g,PREP,425.0,g
P-44475,SLICED|Jalepeno|1/8th,214.0,g,FOOD - GROCERY,214.0,g
P-58359,SLICED|Mushroom Foodservice,10.0,lb,,4535.92,g
P-34123,"SLICED|Onion 1/8""",11.01,Kg,PREP,11010.0,g
P-50547,SLICED|Onion Red,23.0,lb,,10432.616,g
P-35258,SLICED|Red onion,11.01,Kg,PREP,11010.0,g
P-57370,SLICED|Shallots,1.0,Kg,,1000.0,g
P-50488,SLICED|Smoked Meat,3.96,Kg,,3960.0,g
P-9779,SLICED|Tomato,768.0,slice,,11250.0,g
P-13389,SLOW COOKED|Beef Brisket|PV,3.0,Kg,PREP,3000.0,g
P-47541,SLURRY|Corn starch,1.75,L,,1750.0,ml
P-50495,SLURRY|Cornstarch,2.0,L,,2000.0,ml
P-50784,SMASHED|Avocado,2.5,L,,2500.0,ml
P-44913,SMASHED|Chunky Avocado,1.6,Kg,PREP,1600.0,g
P-56682,SMOKED|Chorizo,1.5,Kg,,1500.0,g
P-47776,SMOOTHIE|Apple Cinnamon,4.0,ea,,4.0,ea
P-47859,SMOOTHIE|Hardware,1.0,ea,,1.0,ea
P-49572,SMOOTHIE|Shamrock,1.0,ea,,1.0,ea
P-36662,Sorghum-Pilaf,7.0,Kg,,7000.0,g
P-8012,Soup 7 Grain Rice Vegetable,20.0,L,,20000.0,ml
P-8125,Soup Barley Veg,30.0,L,,30000.0,ml
P-8029,Soup Basmati Rice Chik Pe,20.0,L,,20000.0,ml
P-7432,Soup Beef Chili,30.0,L,,30000.0,ml
P-7404,"Soup Butter Bean,Squash",20.0,L,,20000.0,ml
P-8085,Soup Chicken Creole Gumbo,30.0,L,,30000.0,ml
P-7406,Soup Chicken Noodle,30.0,L,,30000.0,ml
P-7540,Soup Chicken Vegetable,30.0,L,,30000.0,ml
P-8015,Soup Cream Of BC W Mushro,30.0,L,,30000.0,ml
P-7419,Soup Cream Of Broccoli,30.0,L,,30000.0,ml
P-7531,Soup Cream of Cauli ,30.0,L,,30000.0,ml
P-7555,Soup Cream of Turkey Veg,30.0,L,,30000.0,ml
P-8014,Soup Hummus Swiss Chard,20.0,L,,20000.0,ml
P-7966,Soup Indian Lentil W Chick Pea,25.0,L,,25000.0,ml
P-7463,Soup Local Veg ,30.0,L,,30000.0,ml
P-8123,Soup Onion ,20.0,L,,20000.0,ml
P-7418,Soup Roasted Potato,20.0,L,,20000.0,ml
P-7414,Soup Split Pea,30.0,L,,30000.0,ml
P-8048,Soup Tomato Vegetable Rice,30.0,L,,30000.0,ml
P-41998,SOUP|Black bean,2.0,L,PREP,2000.0,ml
P-44638,SOUP|Chowder clam,40.0,L,PREP,40000.0,ml
P-56685,SOUP|Chowder|Corn|,40.0,L,PREP,40000.0,ml
P-7423,SOUP|Corn Chowder,30.0,L,,30000.0,ml
P-53252,SOUP|FennelBouillabaisse|MR,35.0,L,,35000.0,ml
P-54045,SOUP|Miso and Dashi|BASE,1.0,L,,1000.0,ml
P-53775,SOUP|Pumpkin|BASE,2.0,L,,2000.0,ml
P-35268,SOUP|Tortilla Soup Base|CAL,3.0,L,PREP,3000.0,ml
P-44505,SOUP|Tortillia chicken|CAL,60.0,L,PREP,60000.0,ml
P-64103,SOUP|Tortillia|Plant based|CAL,65.0,L,PREP,65000.0,ml
P-49613,SOUSVIDE|Kuterra||FLX,1.0,Kg,PREP,1000.0,g
P-53334,SP|apple pie,6.0,each,,6.0,each
P-64757,SP|Tepanade for fish|SL,1.6,Kg,,1600.0,g
P-32809,SPICE|Chickpea,1.0,Kg,ZDONT USE OK - PREP,1000.0,g
P-57630,SPICE|Mediterraen,500.0,g,,500.0,g
P-41572,SPICEMIX|Ancho Rice,1.0,Kg,PREP,1000.0,g
P-44082,SPICEMIX|Chaat Masala,0.86,Kg,FEAST,860.0,g
P-64417,SS|POP|BBQ|CHICK,25.0,Kg,PREP,25000.0,g
P-54752,SS|POP|Black|Beans,1.8,Kg,,1800.0,g
P-54753,SS|POP|Chicken,40.0,Kg,,40000.0,g
P-54791,SS|POP|Chiles|Rellenos,2.0,Kg,,2000.0,g
P-53583,SS|POP|kofta,280.0,g,,280.0,g
P-53585,SS|POP|kofta|sauce,250.0,ml,,250.0,ml
P-53586,SS|POP|Mor|Sauce,500.0,g,,500.0,g
P-53587,SS|POP|Mor|Veg,237.0,ml,,237.0,ml
P-54639,SS|POP|Polenta,1.0,Kg,,1000.0,g
P-53742,SS|POP|Tempeh|Tostadas,1.0,each,,105.02,g
P-64379,SS|POP|VEG|GUMBO,10.0,L,,10000.0,ml
P-54820,SS|POP|VEG|PAELLA,3.25,Kg,,3250.0,g
P-64383,SS|POP|VEGAN|RICE|BEANS,2.5,Kg,,2500.0,g
P-61959,STEAMED|Bao buns,24.0,each,,1200.0,g
P-44331,STEAMED|Broccoli,3.85,Kg,,3850.0,g
P-61953,STEAMED|Gai-lan,4.5,Kg,,4500.0,g
P-33911,STEAMED|Green Beans Batch,3.5,Kg,PREP,3500.0,g
P-26021,STEAMED|Quinoa,3.3,Kg,PREP,3300.0,g
P-26090,STEAMED|Rice|Brown,4.5,Kg,PREP,4500.0,g
P-40972,STEAMED|Spicy Soy Salmon,9.7,Kg,PREP,9700.0,g
P-50377,STEW|Beef Caldereta,3.0,Kg,FOOD - GROCERY,3000.0,g
P-49037,STEW|Beef Stew|one pot,12.95,Kg,PREP,12950.0,g
P-49970,STEW|Pot Pie Beef|SP,72.0,CT,PREP,17040.0,g
P-44904,STEW|Ratatouille|PREP ,25.0,L,,25000.0,ml
P-57207,STEW|Squash Stew|One pot,12.95,Kg,PREP,12950.0,g
P-32673,STOCK|Beef from conc,32.0,L,ZDONT USE OK - PREP,32000.0,ml
P-12427,STOCK|Brown Veal Stock,20.0,L,PREP,20000.0,ml
P-12502,STOCK|Chicken|Demi,20.0,L,PREP,20000.0,ml
P-35318,STOCK|dashi|GZA,14.0,L,PREP,14000.0,ml
P-68981,STOCK|dashi|no bonito|GZA,14.0,L,PREP,14000.0,ml
P-57225,STOCK|ham Bones,20.0,L,,20000.0,ml
P-32661,STOCK|Veg from Conc.,31.1,L,ZDONT USE OK - PREP,31100.0,ml
P-50601,STOCK|Vegetable,20.0,L,PREP,20000.0,ml
P-50600,STOCK|Vegetable Asian,20.0,L,,20000.0,ml
P-58370,STUFFING|Mushroom ,7.4,Kg,,7400.0,g
P-39022,Supercrunch Salad,5.0,PTN,,5.0,PTN
P-64391,SweetSauce|popRS,7.0,L,,7000.0,ml
P-59561,SZ|chicken shawrama,10.0,Kg,,10000.0,g
P-59565,SZ|taboullah,6.25,Kg,,6250.0,g
P-60813,TART|Spinach Feta,1.0,ea,,244.99999999999997,g
P-58353,TOASTED|Coconut Ribbon,1.0,Kg,,1000.0,g
P-26497,TOASTED|Walnuts,950.0,g,PREP,950.0,g
P-50389,TOFU|Shoyu,7.5,Kg,PREP,7500.0,g
P-44689,TOPPING|Avocado Egg,2.0,ea,,2.0,ea
P-55555,TP - PREP Ginger Puree,5.0,L,PREP,5000.0,ml
P-19209,TP - PROCESS CELERY,15.4,Kg,,15400.0,g
P-20249,TP - PROCESS ZUCCHINI,10.8,Kg,,10800.0,g
P-64395,TurkishGyroMeat|popRS,20.0,Kg,,20000.0,g
P-64394,TzatzikiSauce|popRS,4.2,L,PREP,4200.0,ml
P-46751,VEG|Mac & Cheese,5.0,Kg,PREP,5000.0,g
P-43737,VEG|Soft Boiled Egg,20.0,each,FOOD - GROCERY,1000.0,g
P-44332,VEG|Steamed Cauliflower,4.85,Kg,,4850.0,g
P-45046,Vinaigrette-Watercress Basil P,4.0,L,,4000.0,ml
P-56951,VINAIGRETTE|Grainy Dijon,1.0,L,,1000.0,ml
P-7341,Water,9.0,Kg,PREP,9000.0,g
P-49530,WATER|Apple Cinnamon,14.0,L,,14000.0,ml
P-49529,WATER|Blackberry Sage,14.0,L,,14000.0,ml
P-49540,WATER|Cardamom Ginger Cinnamon,14.0,L,,14000.0,ml
P-49520,"WATER|Cucumber, Lemon, Mint",14.0,L,,14000.0,ml
P-49544,WATER|Grapefruit & Rosemary,14.0,L,,14000.0,ml
P-49543,"WATER|Honeydew, Cucumber, Mint",14.0,L,,14000.0,ml
P-49526,WATER|Orange Cilantro Grapefru,14.0,L,,14000.0,ml
P-49542,WATER|Orange Star Anise,14.0,L,,14000.0,ml
P-49524,WATER|Strawberry Jalapeno,14.0,L,,14000.0,ml
P-46079,Watermelon Yield,3.0,Kg,,3000.0,g
P-13457,WES-Reduced Balsmic ,8.0,fl oz,,236.588,ml
P-12434,WES-Vanilla Demi Glace,1.0,L,PREP,1000.0,ml
P-62279,WHIPPED|Coconut Cream|bananana,3.1,L,PREP,3100.0,ml
P-32739,WHIPPED|CoconutCream,3.1,L,PREP,3100.0,ml
P-50888,WILTED|Chard|SL,1.0,Kg,,1000.0,g
P-51230,WINGS|Sauce Mix,1.0,srvg,,1.0,srvg
P-48635,wonton soup,1.0,each,,450.0,g
P-47509,WRAP | Nori | SP ,2.0,each,,4.0,g
P-55079,WRAP|Spring roll,1.0,CT,,53.0,g
P-51224,YAKITORI|Sides mix,1.0,each,,180.0,g
P-44694,Yam Mash-Maple Rosemary,9.0,Kg,,9000.0,g
P-42530,YEILD|Baby carrot|FARM,200.0,g,,200.0,g
P-57214,YIELD| Chorizo Meat (uncased),5.0,Kg,,5000.0,g
P-51535,YIELD|70%Jalapeno|Processed,700.0,g,,700.0,g
P-26557,YIELD|Asparagus,0.7,lb,,317.51439999999997,g
P-54657,YIELD|Avocado,120.0,g,,120.0,g
P-49552,YIELD|Bacon Portion|2 slices,20.0,g,,20.0,g
P-46076,YIELD|Bacon|COOKED,1.75,Kg,PREP,1750.0,g
P-51523,YIELD|Bak Choy,21.8,Kg,,21800.0,g
P-33869,YIELD|Banana Pepper|Drained,1.64,Kg,MISC.,1640.0,g
P-50636,YIELD|Banana|Peeled,650.0,g,,650.0,g
P-9851,YIELD|Beets,7.484,Kg,,7484.0,g
P-50786,YIELD|Bocconcini,2.21,Kg,,2210.0,g
P-51992,YIELD|Bread|Sourdough cheeky,16.0,slice,,720.0,g
P-50946,YIELD|Broccoli stem,35.0,g,,35.0,g
P-50716,YIELD|Brussel sprout|Raw,0.8,Kg,,800.0,g
P-22247,YIELD|Capers Drained,1020.0,g,,1020.0,g
P-9713,YIELD|Carrot Jumbo|Processed,19.3,Kg,,19300.0,g
P-19208,YIELD|Carrots Raw,8.2,Kg,,8200.0,g
P-20248,YIELD|Cauliflower,9.0,Kg,,9000.0,g
P-9720,YIELD|Cauliflower|Florets,11.0,Kg,,11000.0,g
P-12954,YIELD|Celery,750.0,g,,750.0,g
P-50966,YIELD|Cherry Tomato Cut,1.0,Kg,,1000.0,g
P-44797,YIELD|Chicken Breast|Cooked,0.9,Kg,PREP,900.0,g
P-45255,YIELD|Chicken Strips,70.0,piece,,4550.0,g
P-64675,YIELD|Chicken Thigh|diced,1.4,Kg,PREP,1400.0,g
P-48606,YIELD|Chicken Thigh|Stirfry,1.4,Kg,PREP,1400.0,g
P-44675,YIELD|Chicken Wings,18.0,Kg,PREP,18000.0,g
P-35894,YIELD|Chicken|Cumin & Lime,4.0,Kg,PREP,4000.0,g
