ProdId,Description,SalesGroup
R-44757,GRL|Sandwich|Bacon muffin|AAD,GV - GRILL BREAKFAST
R-55975,GRL|Sandwich|BBQ Pull Pork|SP,SPECIALS
R-70679,GRL|Sandwich|breakfast BLT|AAD,BRUNCH
R-50303,GRL|Sandwich|Cubano|FT,GV GRILL FEATURE
R-69630,GRL|Sandwich|Ham Muffin|AAD,GV - GRILL BREAKFAST
R-56074,GRL|Sandwich|Korean Pork Belly,GV GRILL FEATURE
R-47758,GRL|Sandwich|sausageMuffin|AAD,GV - GRILL BREAKFAST
R-56493,GRL|Sandwich|Tuna Melt|AAD,OK - GRILL KITCHEN FEATURES
R-50078,GRL|SandwichPancake Egg Chz|Sp,SPECIALS
R-44892,GRL|Sauce|Vegan Ketchup,GV GRILL DAY
R-64985,GRL|Short Rib Dip,GV GRILL FEATURE
R-44731,GRL|Side|Bacon (1),GV - GRILL BREAKFAST
R-28986,GRL|Side|Bacon (2),GV - GRILL BREAKFAST
R-62011,GRL|Side|breakfast meats|RATIO,GV - GRILL BREAKFAST
R-44770,GRL|Side|Chicken Strips,GV GRILL DAY
R-44773,GRL|Side|Fries|Beer Battered,GV GRILL DAY
R-62248,GRL|Side|Ham,GV - GRILL BREAKFAST
R-61822,GRL|Side|hashbrowns|,GV - GRILL BREAKFAST
R-45233,GRL|Side|Potato Fries,GV GRILL DAY
R-44738,GRL|Side|Tomato,GV - GRILL BREAKFAST
R-62426,GRL|Side|Tomato/spinach|RATIO,GV - GRILL BREAKFAST
R-44734,GRL|Side|Turkey Sausage (2),GV - GRILL BREAKFAST
R-62249,GRL|Side|wilted Bfast spinach,GV - GRILL BREAKFAST
R-44774,GRL|Side|Yam Fries|AAD,GV GRILL DAY
R-48742,GRL|SliderBrisket BBQ|SP,SPECIALS
R-71076,GRL|Sloppy Joe|AAD,GV GRILL DAY
R-70821,GRL|Spicy Crispy Tofu|AAD,GV GRILL DAY
R-70696,GRL|Three Cheese Scramble|AAD,GV - GRILL BREAKFAST
R-69609,GRL|TMRW Burger|Cajun|AAD,GV GRILL FEATURE
R-67345,GRL|TMRW muffin|AAD,GV - GRILL BREAKFAST
R-69629,GRL|TMRW|Buffalo Burger|AAD,SPECIALS
R-49382,GRL|Turkey Breakfast Cone|Sp,SPECIALS
R-69678,GRL|Vegan French Toast|AAD,GV GRILL BRUNCH
R-58404,GRL|Vegan hash 225g,SPECIALS
R-56052,GRL|Vegetable tempura|SP,SPECIALS
R-70293,GRL|Vegetarian Scramble|AAD,GV - GRILL BREAKFAST
R-42127,GRL|Veggie Chili Dog|SP,GV GRILL FEATURE
R-55703,GRL|Veggie Patty|sub ,GV GRILL DAY
R-70015,"GRL|Wrap|just egg, rice+beans",GV - GRILL BREAKFAST
R-56715,GRL|Wrap|Vanier Rice and beans,GV - GRILL BREAKFAST
R-69679,GRL|ZooStick|AAD,GV GRILL DAY
R-31284,GRLlVeggie Quesadilla,SPECIALS
R-49939,GRLTortellini Alfredo|SP,SPECIALS
R-50363,GZA|Bowl|Acorn Squash|AAD,GV GYAZA
R-50359,GZA|Bowl|BC Tuna ,GV GYAZA
R-49761,GZA|Bowl|Bibimbap Tofu|AAD,GV GYAZA
R-68822,GZA|Bowl|Corn togarashi|AAD,GV GYAZA
R-64725,GZA|Bowl|Crispy Cauli Bowl|AAD,GV GYAZA
R-50362,GZA|Bowl|Karaage Chicken|AAD,GV GYAZA
R-54342,GZA|Bowl|Kitsilano Tofu|AAD,GV GYAZA
R-64695,GZA|Bowl|Mushroom salmon bowl,GV GYAZA
R-55153,GZA|bowl|Plant forward,GV GYAZA
R-50360,GZA|Bowl|Salmon shiso ponzu,GV GYAZA
R-65512,GZA|Bowl|Spicy albacore Tuna,GV GYAZA
R-50361,GZA|Bowl|Spicy Beef|AAD,GV GYAZA
R-71000,GZA|Bowl|Spicy Chicken|AAD,GV GYAZA
R-70668,GZA|Bowl|spicy gigner broccoli,GV GYAZA
R-50013,GZA|Combo|Bibimbap Miso|SP,SPECIALS
R-51248,GZA|Combo|Miso+Cone|BEEF,GV GYAZA
R-50364,GZA|Combo|Miso+Cone|SAL,GV GYAZA
R-51247,GZA|Combo|Miso+Cone|TUN,GV GYAZA
R-51249,GZA|Dashi+Dumps|AAD,GV GYAZA
R-49912,GZA|Miso for cone|SP,SPECIALS
R-68982,GZA|ramen broth|Udon,SPECIALS
R-44328,GZA|Salad|Seaweed,GV GYAZA
R-50532,GZA|Salad|Sunomono,GV GYAZA
R-50508,GZA|Soup|Miso|AAD,GV GYAZA
R-40778,GZA|sushi cone|beef,GV GYAZA
R-40779,GZA|Sushi cone|chicken,GV GYAZA
R-40776,GZA|Sushi Cone|Salmon,GV GYAZA
R-40777,GZA|Sushi Cone|Tuna,GV GYAZA
R-62276,GZA|Sushi|Cucumber maki roll,GV GYAZA
R-54299,GZA|Tofu Wakame Cone|G&G,GV GYAZA
R-54846,HC|Benny |Pulled Pork|AAD,SPECIALS
R-49444,HC|Chicken and Waffle|FNH,SPECIALS
R-44379,HC|Chicken Pot Pie(1) AAD,GV FLEX GLOBAL BOWL
R-56827,HC|Chickpea Vindaloo|AAD,FT OASIS/CHAAT
R-69996,HC|Korean Chicken Bowl|AAD|POP,SPECIALS
R-69877,HC|Pesto bacon benny|FNH,GV GRILL FEATURE
R-55572,HC|Rotini Primavera|AAD,SPECIALS
R-46081,HCMG-Breakfast Yorkies ,GV - GRILL BREAKFAST
R-46073,HCMG-Pancakes-Apple Oat,GV - GRILL BREAKFAST
R-51256,HMCMNG|Beyond breakfast|SP,GV - FLEX BC
R-13431,MILK - CARTON - 473 ml,BEVERAGE
R-57283,MIX|Salad Bar|draft,FOOD
R-45639,OWTP Beverage,SPECIALS
R-45636,OWTP Chicken Breast-Lemon Herb,SPECIALS
R-45641,OWTP Potato Salad,SPECIALS
R-45643,OWTP Rice Noodle Salad,SPECIALS
R-45984,"OWTP The Picnic, per person",SPECIALS
R-45637,OWTP Tofu-Lemon Herb,SPECIALS
R-45640,OWTP Watermelon-Fresh Sliced,SPECIALS
R-54903,PASTA|Baked Chorizo Penne|AAD,SPECIALS
R-55575,PASTA|Blue Cheese Penne|Sp,SPECIALS
R-55270,PASTA|Chicken Pasta|SP,SPECIALS
R-55375,PASTA|Chicken Sweet Sour|Sp,SPECIALS
R-54788,PASTA|Mac n Cheese Deluxe|Sp,SPECIALS
R-56028,PASTA|Mac n Cheese|Pork|Sp,SPECIALS
R-55275,PASTA|Mac n Cheese|Sausage|Sp,SPECIALS
R-49748,PASTA|Penne and Meatballs|GLB,SPECIALS
R-55374,PASTA|Penne Meat Sauce|Sp,SPECIALS
R-53358,POP|Add Cod bouille|MR,SPECIALS
R-54920,POP|Balsamic Mushrooms|TEN,SPECIALS
R-65784,POP|Beet Burger|JB,MEAT
R-53420,POP|Cauliflower Dog|,SPECIALS
R-53417,POP|Cauliflower fries|TEN,SPECIALS
R-54919,POP|Chicken Ballotine|TEN,SPECIALS
R-54921,POP|Coconut Basmati|TEN,SPECIALS
R-54609,POP|Coq Au Vin|Ed,SPECIALS
R-64012,POP|Cornbread|Ed,FOOD - ENTREES
R-54918,POP|Eggplant Parmesan|TEN,SPECIALS
R-53356,POP|Fennel Bouillabaisse|MR,SPECIALS
R-65782,POP|fifty burger|JB,MEAT
R-53249,POP|Flatbread|RoastedApple|MR,SPECIALS
R-64213,Pop|Garlic Mashed|Ed,SPECIALS
R-53359,POP|Garlic toast|MR,SPECIALS
R-65879,POP|Gather Salad|,MEAT
R-64013,POP|Green Rice Side|Ed,FOOD - ENTREES
R-55259,POP|Honey glaze carrot|TEN,SPECIALS
R-53418,POP|Meat lover dog|TEN,SPECIALS
R-47070,POP|Po-boy oyster sliders,SPECIALS
R-65783,POP|Prawn Burger|JB,MEAT
R-53978,POP|Sauce Add|MR,SPECIALS
R-54917,POP|Seafood crepe|TEN,SPECIALS
R-64024,POP|Smky Black Bean Ragout|PLT,SPECIALS
R-64098,POP|Smoked Brisket|Plate,SPECIALS
R-64099,POP|Smoked Brisket|Ptn,SPECIALS
R-66136,POP|Smoked Chicken Thigh|Ed,SPECIALS
R-66888,POP|Smoked Tofu|Ed,SPECIALS
R-54607,POP|Spicy Potato Curry|Ed,SPECIALS
R-59583,POP|SZ|Chicken Shwarma ,SPECIALS
R-65781,POP|TMRW TRFL burger|JB,MEAT
R-46860,POP|Vegetable Terrine,SPECIALS
R-66293,POP|Vegg Empanada|Ed,SPECIALS
R-70972,POPUP|stephs chicken ,SPECIALS
R-63545,PROMO - 2 FOR $5 - AHA 500ml /,BEVERAGE
R-57292,SALAD BAR|MIX|large|32oz,FOOD
R-57291,SALAD BAR|MIX|medium|16oz,FOOD
R-57296,SALAD BAR|MIX|Small|9oz,FOOD
R-57289,SALAD BAR|MIX|Topper,FOOD
R-45838,SAND|Add Bacon,GV-SANDWICH
R-44678,SAND|Add Cheese,GV-SANDWICH
R-44683,SAND|Add Extra Sauce,GV-SANDWICH
R-44679,SAND|Add Falafel ,GV-SANDWICH
R-44684,SAND|Add Guacamole,GV-SANDWICH
R-44680,SAND|Add Ham,GV-SANDWICH
R-56125,SAND|Add Proscuitto,GV-SANDWICH
R-44681,SAND|Add Roast Beef,GV-SANDWICH
R-44682,SAND|Add Turkey,GV-SANDWICH
R-70778,SAND|BagelHawiianPizza|AAD,GV GRILL DAY
R-48752,SAND|Chicken Ceasar |Wrap,GV-SANDWICH
R-43886,SAND|Falafel Full Build,GV-SANDWICH
R-43880,SAND|Ham Full Build,GV-SANDWICH
R-70711,Sand|Pesto Provolone Tom|AAD,GV-SANDWICH
R-70776,SAND|PizzaSupreme Bagel|AAD,GV GRILL DAY
R-43885,SAND|Roast Beef Full Build,GV-SANDWICH
R-43884,SAND|Turkey Full Build,GV-SANDWICH
R-28374,SAND|Vegetable Full Build,GV-SANDWICH
R-14201,SB|Cereal Hot|Oatmeal,GV - GRAB & GO
R-13846,SB|EGGS SCRAMBLED 1scoop,GV - GRILL BREAKFAST
R-45099,SIDE|Bean Mixed Ragout,GV - SIDES
R-60459,SIDE|Caesar salad|FLX,GV - FLEX BC
R-64673,side|chickpeagreeksalad|popRS,GV - FLEX BC
R-19690,SIDE|Cous Cous,GV - SIDES
R-38033,SIDE|Fruit Cup|9oz,GV - SIDES
R-38028,SIDE|Fruit Topper|4oz,GV - SIDES
R-38159,SIDE|Large Bowl|32oz,GV - SIDES
R-64674,side|moroccancouscous|popRS,SPECIALS
R-31123,SIDE|Pita|Half,GV - SIDES
R-32331,SIDE|Pita|Whole,GV - SIDES
R-38160,SIDE|Small Bowl|16oz,GV - SIDES
R-46327,SIDE|Small Plate|6 inch,GV - SIDES
R-38014,SIDE|Soup|16oz,GV - SOUP
R-38026,SIDE|Soup|8oz,GV - SOUP
R-14068,SIDE|Soup|Congee|Meat,GV - SOUP
R-14102,SIDE|SoupCongee|Plain,GV - SOUP
R-57380,SL|Add|Pesto beans + Chard,FOOD
R-57257,SL|Bacon Pork Loin|AAD|100g,GV SIMPLY LOCAL
R-62300,SL|Bacon Pork Loin|plate,GV SIMPLY LOCAL
R-65945,SL|bbq salmon|100g,GV SIMPLY LOCAL
R-53405,SL|Beef Back Rib,GV SIMPLY LOCAL
R-53404,SL|Beef Back Rib Plate,GV SIMPLY LOCAL
R-62718,SL|Beef Brisket|+1,GV SIMPLY LOCAL
R-62716,SL|Beef Brisket|+2,GV SIMPLY LOCAL
R-62054,SL|Beef Brisket|+3,GV SIMPLY LOCAL
R-62053,SL|Beef Brisket|+4,GV SIMPLY LOCAL
R-49123,SL|Beef Brisket|AAD|SL,GV SIMPLY LOCAL
R-62202,SL|Beef Brisket|Plate,GV SIMPLY LOCAL
R-62078,SL|Beef flat roast| +1,GV SIMPLY LOCAL
R-62077,SL|Beef flat roast| +2,GV SIMPLY LOCAL
R-62076,SL|Beef flat roast| +3,GV SIMPLY LOCAL
R-48878,SL|Beef flat roast| +4,GV SIMPLY LOCAL
R-62209,SL|Beef flat roast| 125g,GV SIMPLY LOCAL
R-62210,SL|Beef flat roast|Plate,GV SIMPLY LOCAL
R-50319,SL|Beef Rib|Entre,SPECIALS
R-48880,SL|Beef Roast Plate|Sample,GV SIMPLY LOCAL
R-64861,SL|Beef Short Rib|Plate,GV - FLEX BC
R-65673,SL|Big Veg Beet roast|320g,GV SIMPLY LOCAL
R-62170,SL|Big Veg Eggplant|+1,GV SIMPLY LOCAL
R-62169,SL|Big Veg Eggplant|+2,GV SIMPLY LOCAL
R-62168,SL|Big Veg Eggplant|+3,GV SIMPLY LOCAL
R-45101,SL|Big Veg Eggplant|320g,GV SIMPLY LOCAL
R-62229,SL|Big Veg Eggplant|plate,GV SIMPLY LOCAL
R-65678,SL|Big Veg roast beets|Plate,GV SIMPLY LOCAL
R-66197,SL|Big Veg zucchini|+1,GV SIMPLY LOCAL
R-66196,SL|Big Veg zucchini|+2,GV SIMPLY LOCAL
R-66195,SL|Big Veg Zucchini|320g,GV SIMPLY LOCAL
R-66582,SL|big Veg Zucchini|Plate,GV SIMPLY LOCAL
R-62196,SL|Big Veg|brussel sprouts,GV SIMPLY LOCAL
R-62711,SL|Big veg|brussel|+1,GV SIMPLY LOCAL
R-62710,SL|Big veg|brussel|+2,GV SIMPLY LOCAL
R-53492,SL|Big veg|BrusselRoasted,GV SIMPLY LOCAL
R-62046,SL|Big veg|BrusselRoasted +1,GV SIMPLY LOCAL
R-62045,SL|Big veg|BrusselRoasted +2,GV SIMPLY LOCAL
R-62044,SL|Big veg|BrusselRoasted +3,SPECIALS
R-62195,SL|Big veg|Brussels|Plate,GV SIMPLY LOCAL
R-62065,SL|Big Veg|Cauli Roasted| +1,GV SIMPLY LOCAL
R-62066,SL|Big Veg|Cauli Roasted| +2,GV SIMPLY LOCAL
R-62064,SL|Big Veg|Cauli Roasted| +3,GV SIMPLY LOCAL
R-37781,SL|Big Veg|Caulif Roast|320g,GV SIMPLY LOCAL
R-62205,SL|Big Veg|Caulif Roast|Plate,GV SIMPLY LOCAL
R-36859,SL|Bruss Sprout Lemon Thyme|SL,GV SIMPLY LOCAL
R-46325,SL|Chicken Breast,GV SIMPLY LOCAL
R-46326,SL|Chicken Breast plate,GV SIMPLY LOCAL
R-44799,SL|Chicken Breast|Lemon Thyme,GV SIMPLY LOCAL
R-44816,SL|Chicken Breast|Plate Day 3,GV SIMPLY LOCAL
R-44910,SL|Chicken Breast|Plate Day 7,GV SIMPLY LOCAL
R-62298,SL|Chicken Brst|Tom basil dont,GV SIMPLY LOCAL
R-62122,SL|Chicken cacciatore|+1,GV SIMPLY LOCAL
R-62121,SL|Chicken cacciatore|+2,GV SIMPLY LOCAL
R-62120,SL|Chicken cacciatore|+3,GV SIMPLY LOCAL
R-62119,SL|Chicken cacciatore|+4,GV SIMPLY LOCAL
R-57253,SL|Chicken cacciatore|AAD|140g,GV SIMPLY LOCAL
R-62217,SL|Chicken cacciatore|Plate,GV SIMPLY LOCAL
R-46993,SL|Chicken Drum|Plate Sample,GV SIMPLY LOCAL
R-16959,SL|Chicken Drumstick (2),GV SIMPLY LOCAL
R-70985,SL|chicken manchuian|AAD|140g,GV SIMPLY LOCAL
R-47110,SL|Chicken Thigh (2) ,GV SIMPLY LOCAL
R-51174,SL|Chicken Thigh Plate|Sample,GV SIMPLY LOCAL
R-62071,SL|Chicken Thigh|+1,GV SIMPLY LOCAL
R-62070,SL|Chicken Thigh|+2,GV SIMPLY LOCAL
R-62069,SL|Chicken Thigh|+3,GV SIMPLY LOCAL
R-62068,SL|Chicken Thigh|+4,GV SIMPLY LOCAL
R-62207,SL|Chicken Thigh|Plate,GV SIMPLY LOCAL
R-62175,SL|chimichuri thigh|+1,GV SIMPLY LOCAL
R-62174,SL|chimichuri thigh|+2,GV SIMPLY LOCAL
R-62173,SL|chimichuri thigh|+3,GV SIMPLY LOCAL
R-62172,SL|chimichuri thigh|+4,GV SIMPLY LOCAL
R-57250,SL|chimichuri thigh|160g,GV SIMPLY LOCAL
R-62230,SL|chimichuri thigh|Plate,GV SIMPLY LOCAL
R-62227,SL|Chix breast tom/basil| 150g,GV SIMPLY LOCAL
R-62164,SL|Chix breast tom/basil|+1,GV SIMPLY LOCAL
R-62163,SL|Chix breast tom/basil|+2,GV SIMPLY LOCAL
R-62161,SL|Chix breast tom/basil|+3,GV SIMPLY LOCAL
R-62228,SL|Chix breast tom/basil|Plate,GV SIMPLY LOCAL
R-57259,SL|Creole chicken,GV SIMPLY LOCAL
R-62090,SL|Ctrs thym chkn breast|+1,GV SIMPLY LOCAL
R-62089,SL|Ctrs thym chkn breast|+2,GV SIMPLY LOCAL
R-62088,SL|Ctrs thym chkn breast|+3,GV SIMPLY LOCAL
R-57256,SL|Ctrs thym chkn breast|150g,GV SIMPLY LOCAL
R-62212,SL|Ctrs thym chkn breast|Plate,GV SIMPLY LOCAL
R-62158,SL|Ginger pork loin|+1,GV SIMPLY LOCAL
R-62157,SL|Ginger pork loin|+2,GV SIMPLY LOCAL
R-62156,SL|Ginger pork loin|+3,GV SIMPLY LOCAL
R-62155,SL|Ginger pork loin|+4,GV SIMPLY LOCAL
R-62159,SL|Ginger pork loin|125g,GV SIMPLY LOCAL
R-62226,SL|Ginger pork loin|Plate,GV SIMPLY LOCAL
R-57389,SL|Grilled herb tofu,GV SIMPLY LOCAL
R-57390,SL|Grilled tofu +1,GV SIMPLY LOCAL
R-57391,SL|Grilled tofu +2,GV SIMPLY LOCAL
R-64788,SL|halibut|DRAFT,GV SIMPLY LOCAL
R-64790,SL|Halibut|Feature|+1,GV SIMPLY LOCAL
R-64789,SL|Halibut|Feature|+2,GV SIMPLY LOCAL
R-62438,SL|Halibut|Feature|100g,GV SIMPLY LOCAL
R-64773,SL|Halibut|Feature|PLATE,GV SIMPLY LOCAL
R-62115,SL|Herb'd Pork Loin|+1,GV SIMPLY LOCAL
R-62114,SL|Herb'd Pork Loin|+2,GV SIMPLY LOCAL
R-62113,SL|Herb'd Pork Loin|+4,GV SIMPLY LOCAL
R-37708,SL|Herb'd Pork Loin||125g,GV SIMPLY LOCAL
R-62215,SL|Herb'd Pork Loin|Plate,GV SIMPLY LOCAL
R-62063,SL|Herbed chicken breast| +1do,GV SIMPLY LOCAL
R-62062,SL|Herbed chicken breast| +2do,GV SIMPLY LOCAL
R-62061,SL|Herbed chicken breast| +3,GV SIMPLY LOCAL
R-62727,SL|Herbed chicken breast|+1,GV SIMPLY LOCAL
R-62724,SL|Herbed chicken breast|+2,GV SIMPLY LOCAL
R-44903,SL|Herbed chicken breast|150g,GV SIMPLY LOCAL
R-62204,SL|Herbed chicken breast|Plate,GV SIMPLY LOCAL
R-70977,SL|Jerk Chicken Plate|POP,GV SIMPLY LOCAL
R-70976,SL|Jerk Eggplant Plate|POP,GV SIMPLY LOCAL
R-57261,SL|Lamb leg roast,GV SIMPLY LOCAL
R-51176,SL|Lamb Roast Plate|Sample,GV SIMPLY LOCAL
R-53080,SL|Lamb Roast|ala carte,GV SIMPLY LOCAL
R-57065,SL|Lemon chicken plate|,GV SIMPLY LOCAL
R-51173,SL|maple bals Pork Loin|+ 3,GV SIMPLY LOCAL
R-62057,SL|maple bals Pork Loin|+ 4,GV SIMPLY LOCAL
R-62722,SL|maple bals Pork Loin|+1,GV SIMPLY LOCAL
R-62721,SL|maple bals Pork Loin|+2,GV SIMPLY LOCAL
R-62060,SL|maple bals Pork Loin||125g,GV SIMPLY LOCAL
R-62203,SL|maple bals Pork Loin|Plate,GV SIMPLY LOCAL
R-62125,SL|Maple salmon|+1,GV SIMPLY LOCAL
R-62126,SL|Maple salmon|+2,GV SIMPLY LOCAL
R-62124,SL|Maple salmon|+3,GV SIMPLY LOCAL
R-45376,SL|Maple salmon|AAD,GV SIMPLY LOCAL
R-62218,SL|Maple salmon|Plate,GV SIMPLY LOCAL
R-62142,SL|Olive dressed Chicken|+1,GV SIMPLY LOCAL
R-62141,SL|Olive dressed Chicken|+2,GV SIMPLY LOCAL
R-58436,SL|Olive dressed Chicken|160g,GV SIMPLY LOCAL
R-62222,SL|Olive dressed Chicken|Plate,GV SIMPLY LOCAL
R-62140,SL|Olive Stuff Chicken Breas,GV SIMPLY LOCAL
R-62132,SL|Peppercorn Pork Chop|+1,GV SIMPLY LOCAL
R-62134,SL|Peppercorn Pork Chop|+2,GV SIMPLY LOCAL
R-62135,SL|Peppercorn Pork Chop|+3,FOOD
R-62133,SL|Peppercorn Pork Chop|+4,FOOD
R-62127,SL|Peppercorn Pork Chop|170g,GV SIMPLY LOCAL
R-62211,SL|Peppercorn Pork Chop|Plate,GV SIMPLY LOCAL
R-45127,SL|Peppers Roast Medley,GV SIMPLY LOCAL
R-51180,SL|Porchetta Plate|sample,GV SIMPLY LOCAL
R-57251,SL|Pork chop cajun,FOOD
R-62083,SL|Pork Chop herb'd|+1,GV SIMPLY LOCAL
R-62082,SL|Pork Chop herb'd|+2,GV SIMPLY LOCAL
R-62081,SL|Pork Chop herb'd|+3,FOOD
R-62080,SL|Pork Chop herb'd|+4,FOOD
R-57254,SL|Pork Chop herb'd|170g,GV SIMPLY LOCAL
R-62297,SL|Pork Chop Herb'd|Plate,GV SIMPLY LOCAL
R-62220,SL|pork chop|green peppercorn,GV SIMPLY LOCAL
R-57260,SL|Pork loin maple balsamic,GV SIMPLY LOCAL
R-36856,SL|Potato|Smashed kale,GV - FLEX BC
R-62189,SL|Potatos|RATIO,GV SIMPLY LOCAL
R-62190,SL|Rice + Ruinoa|RATIO,GV SIMPLY LOCAL
R-62185,SL|Rosemary Chicken (2) ,GV SIMPLY LOCAL
R-64469,SL|Rosemary Chicken|+1,GV SIMPLY LOCAL
R-64470,SL|Rosemary Chicken|+2,GV SIMPLY LOCAL
R-62233,SL|Rosemary Chicken|Plate,GV SIMPLY LOCAL
R-64895,SL|Salmon Cajun|+1,GV SIMPLY LOCAL
R-64896,SL|Salmon Cajun|+2,GV SIMPLY LOCAL
R-62238,SL|Salmon Cajun|100g,GV SIMPLY LOCAL
R-62237,SL|Salmon Cajun|Plate,GV SIMPLY LOCAL
R-57252,SL|Salmon coconut ginger 100g,GV SIMPLY LOCAL
R-62208,SL|Salmon coconut ginger|Plate,GV SIMPLY LOCAL
R-57381,SL|Salmon dill|+1,GV SIMPLY LOCAL
R-57382,SL|salmon dill|+2,GV SIMPLY LOCAL
R-62178,SL|Salmon dill|+3,GV SIMPLY LOCAL
R-57258,SL|Salmon dill|100g,GV SIMPLY LOCAL
R-62231,SL|Salmon dill|Plate,GV SIMPLY LOCAL
R-62074,SL|Salmon ginger| +1,GV SIMPLY LOCAL
R-62073,SL|Salmon ginger| +2,GV SIMPLY LOCAL
R-62072,SL|Salmon ginger| +3,GV SIMPLY LOCAL
R-62152,SL|Salmon gremolata|+1,GV SIMPLY LOCAL
R-62151,SL|Salmon gremolata|+2,GV SIMPLY LOCAL
R-62150,SL|Salmon gremolata|+3,GV SIMPLY LOCAL
R-62149,SL|Salmon gremolata|100g,GV SIMPLY LOCAL
R-62224,SL|Salmon gremolata|Plate,GV SIMPLY LOCAL
R-62715,SL|Salmon Lemon herb|+1,GV SIMPLY LOCAL
R-62714,SL|Salmon Lemon herb|+2,GV SIMPLY LOCAL
R-62097,SL|Salmon Lemon herb|+3,GV SIMPLY LOCAL
R-62096,SL|Salmon Lemon herb|100g,GV SIMPLY LOCAL
R-62201,SL|Salmon Lemon herb|Plate,GV SIMPLY LOCAL
R-62111,SL|Salmon Magrut Lime|+1,GV SIMPLY LOCAL
R-62110,SL|Salmon Magrut Lime|+2,GV SIMPLY LOCAL
R-62109,SL|Salmon Magrut Lime|100g,GV SIMPLY LOCAL
R-62214,SL|Salmon makrut lime|Plate,GV SIMPLY LOCAL
R-51172,SL|Salmon Plate|Sample,GV SIMPLY LOCAL
R-64835,SL|Salmon spicy basil|+1,GV SIMPLY LOCAL
R-64836,SL|Salmon spicy basil|+2,GV SIMPLY LOCAL
R-62235,SL|Salmon spicy basil|100g,GV SIMPLY LOCAL
R-62236,SL|Salmon spicy basil|Plate,GV SIMPLY LOCAL
R-57249,SL|Sauce blend|All sauces,FOOD
R-45383,SL|Sauce|Add|Apple Salsa ptn,GV SIMPLY LOCAL
R-45069,SL|Sauce|Add|Babaganoush ,GV SIMPLY LOCAL
R-45158,SL|Sauce|Add|Blueberry Salsa,GV SIMPLY LOCAL
R-36860,SL|Sauce|Add|Chimichurri ,GV SIMPLY LOCAL
R-45146,SL|Sauce|Add|Gremolata ,GV SIMPLY LOCAL
R-45382,SL|Sauce|Add|Ponzu,GV SIMPLY LOCAL
R-45159,SL|Sauce|Add|Rouille,GV SIMPLY LOCAL
R-62302,SL|Sauce|RATIO|NEW,GV SIMPLY LOCAL
R-45156,SL|Sauce|Roast Shallot Tomato,GV SIMPLY LOCAL
R-45140,SL|Sauce|Vinaigrete Watercress,GV SIMPLY LOCAL
R-45157,SL|Sauce|Vinaigrette Beet ,GV SIMPLY LOCAL
R-45160,SL|Sauce|Vinaigrette Citrus,GV SIMPLY LOCAL
R-62192,SL|Sauces,GV SIMPLY LOCAL
R-62206,SL|side Starches|Ratio,FOOD
R-57246,SL|side Vegetable| Ratio,FOOD
R-57243,SL|Side|beans and pesto,FOOD
R-37868,SL|Side|Beans Romano ,GV SIMPLY LOCAL
R-37779,SL|Side|Broccoli steamed,GV SIMPLY LOCAL
R-45095,SL|Side|Broccoli Vegan Cheese,GV SIMPLY LOCAL
R-44812,SL|Side|Carrot Roasted,GV SIMPLY LOCAL
R-45093,SL|Side|Cauliflower Sumac,GV SIMPLY LOCAL
R-44814,SL|Side|Potato baked,GV SIMPLY LOCAL
R-36874,SL|Side|Potato Rosemary Roast,GV SIMPLY LOCAL
R-47746,SL|Side|Potato Smash Olive Oil,GV SIMPLY LOCAL
R-46330,SL|Side|Quinoa,GV SIMPLY LOCAL
R-45139,SL|Side|Radicchio Lemon Honey,GV SIMPLY LOCAL
R-36854,SL|Side|Rice Brown,GV SIMPLY LOCAL
R-52652,SL|Side|Roasted Potato,GV SIMPLY LOCAL
R-45092,SL|Side|Root Veg Roasted ,GV SIMPLY LOCAL
R-36853,SL|Side|SorghumRoasted,GV SIMPLY LOCAL
R-45071,SL|Side|Squash Butternut Acorn,GV SIMPLY LOCAL
R-44809,SL|Side|Squash Spaghetti Roast,GV SIMPLY LOCAL
R-17126,SL|Side|Vegetable Fancy,GV SIMPLY LOCAL
R-45807,SL|Side|Vegetable Simple,GV SIMPLY LOCAL
R-36885,SL|Side|Yam Maple Rosemary,GV SIMPLY LOCAL
R-37824,SL|Side|Zucchini Roasted,GV SIMPLY LOCAL
R-45094,SL|Side|Zuchini Rosemary Thyme,GV SIMPLY LOCAL
R-62303,SL|SIDEs x1|RATIO,GV SIMPLY LOCAL
R-44810,SL|SideYam Roasted Sage,GV SIMPLY LOCAL
R-45070,SL|Squash bowl(1),GV SIMPLY LOCAL
R-62118,SL|Squash bowl|+1,GV SIMPLY LOCAL
R-62117,SL|Squash bowl|+2,GV SIMPLY LOCAL
R-62116,SL|Squash bowl|+3,GV SIMPLY LOCAL
R-62216,SL|Squash bowl|Plate,GV SIMPLY LOCAL
R-57242,SL|Starches blend|Beans legume,FOOD
R-57240,SL|Starches Blend|Potatoes,FOOD - HOT
R-57241,SL|Starches blend|Rice & grain,FOOD
R-57244,SL|Starches|RATIO|NEW,GV SIMPLY LOCAL
R-65944,SL|Stuffed squash|Plate,GV SIMPLY LOCAL
R-66322,SL|Stuffed TMRW pepper,GV SIMPLY LOCAL
R-67016,SL|Stuffed TMRW pepper +1,GV SIMPLY LOCAL
R-67013,SL|Stuffed TMRW pepper +2,GV SIMPLY LOCAL
R-67011,SL|Stuffed TMRW pepper|Plate,GV SIMPLY LOCAL
