IngredientId,Qty,Uom,Conversion,InvFactor,Recipe
P-40595,30.000,ml,0.00100000,1.0000,R-10664
P-7570,1.000,ea,1.00000000,1.0000,R-10664
P-12392,10.000,fl oz,1.00000000,1.0000,R-12393
P-12392,14.000,fl oz,1.00000000,1.0000,R-12394
I-12123,0.500,PTN,1.00000000,1.0000,R-12397
I-1782,0.500,PTN,1.00000000,1.0000,R-12397
I-5983,1.000,L,1.00000000,1.0000,R-12404
I-29232,1.000,ea,1.00000000,1.0000,R-13159
I-29690,1.000,ea,1.00000000,1.0000,R-13160
I-29689,1.000,ea,1.00000000,1.0000,R-13161
I-28412,1.000,ea,1.00000000,1.0000,R-13162
I-1116,0.333,ea,1.00000000,1.0000,R-13163
I-29699,0.333,ea,1.00000000,1.0000,R-13163
I-29700,0.333,ea,1.00000000,1.0000,R-13163
I-62928,1.000,ea,1.00000000,1.0000,R-13164
I-2116,0.250,PTN,1.00000000,1.0000,R-13165
I-2118,0.750,PTN,1.00000000,1.0000,R-13165
I-2773,1.000,CT,1.00000000,1.0000,R-13166
I-19501,0.125,ea,1.00000000,1.0000,R-13172
I-19502,0.125,ea,1.00000000,1.0000,R-13172
I-19503,0.125,ea,1.00000000,1.0000,R-13172
I-19504,0.125,ea,1.00000000,1.0000,R-13172
R-47111,0.125,ea,1.00000000,1.0000,R-13172
R-47112,0.125,ea,1.00000000,1.0000,R-13172
R-47285,0.125,ea,1.00000000,1.0000,R-13172
R-47325,0.125,ea,1.00000000,1.0000,R-13172
P-38127,1.000,ea,1.00000000,1.0000,R-13173
P-33780,1.000,ea,1.00000000,1.0000,R-13174
I-5983,1.000,L,1.00000000,1.0000,R-13175
I-3323,0.167,PTN,1.00000000,1.0000,R-13177
I-3324,0.167,PTN,1.00000000,1.0000,R-13177
I-3325,0.167,PTN,1.00000000,1.0000,R-13177
I-3326,0.167,PTN,1.00000000,1.0000,R-13177
I-3327,0.167,PTN,1.00000000,1.0000,R-13177
I-3441,0.167,PTN,1.00000000,1.0000,R-13177
I-2774,1.000,CT,1.00000000,1.0000,R-13178
I-3237,1.000,pak,1.00000000,1.0000,R-13180
I-5983,1.000,L,1.00000000,1.0000,R-13183
P-22768,200.000,ml,0.00100000,1.0000,R-13185
P-62687,160.000,ml,0.00100000,1.0000,R-13185
P-22761,160.000,ml,0.00100000,1.0000,R-13186
P-22764,200.000,ml,0.00100000,1.0000,R-13186
I-1189,0.100,CT,1.00000000,1.0000,R-13189
I-47962,0.600,slice,1.00000000,1.0000,R-13189
I-47963,0.300,slice,1.00000000,1.0000,R-13189
I-2218,3.000,fl oz,0.02840000,1.0000,R-13191
I-31992,9.000,oz,0.02904661,1.0000,R-13191
I-2221,12.000,fl oz,0.02840000,1.0000,R-13192
I-11361,1.000,CT,1.00000000,1.0000,R-13430
I-11362,0.500,CT,1.00000000,1.0000,R-13431
I-11365,0.500,CT,1.00000000,1.0000,R-13431
I-4456,1.000,CT,1.00000000,1.0000,R-13559
I-6775,1.000,CT,1.00000000,1.0000,R-13560
I-8042,1.000,CT,1.00000000,1.0000,R-13562
I-13225,1.000,CT,1.00000000,1.0000,R-13563
I-4764,1.000,CT,1.00000000,1.0000,R-13564
I-4702,1.000,HEAD,1.00000000,1.0000,R-13566
I-1085,0.250,CT,1.00000000,1.0000,R-13571
I-1089,0.200,CT,1.00000000,1.0000,R-13571
I-1093,0.200,CT,1.00000000,1.0000,R-13571
I-1096,0.050,CT,1.00000000,1.0000,R-13571
I-1100,0.300,CT,1.00000000,1.0000,R-13571
I-2352,1.000,CT,1.00000000,1.0000,R-13572
I-12157,125.000,ml,1.00000000,1.0000,R-13574
I-13970,0.500,ea,1.00000000,1.0000,R-13574
I-4669,2.000,oz,0.06250000,1.0000,R-13575
I-4671,2.000,oz,0.06250000,1.0000,R-13575
I-4691,0.250,CT,1.00000000,1.0000,R-13576
I-20347,0.800,PTN,1.00000000,1.0000,R-13828
I-3344,0.200,PTN,1.00000000,1.0000,R-13828
R-36654,1.000,ea,1.00000000,1.0000,R-13846
P-13850,1.000,slice,1.00000000,1.0000,R-13851
I-1073,1.000,slice,1.00000000,1.0000,R-13852
P-13890,1.000,slice,1.00000000,1.0000,R-13891
I-4507,1.000,piece,1.00000000,1.0000,R-13945
I-4560,0.250,CT,1.00000000,1.0000,R-13948
P-14067,16.000,fl oz,0.02840000,1.0000,R-14068
P-14076,1.000,PTN,1.00000000,1.0000,R-14078
I-31992,4.000,fl oz,0.02840000,1.0000,R-14079
R-14078,1.000,ea,1.00000000,1.0000,R-14079
P-14077,1.000,PTN,1.00000000,1.0000,R-14080
I-31992,6.000,fl oz,0.02840000,1.0000,R-14081
R-14080,1.000,ea,1.00000000,1.0000,R-14081
I-28907,1.000,each,1.00000000,1.0000,R-14085
P-8798,275.000,g,0.00100000,1.0000,R-14102
P-14192,4.000,oz,1.00000000,1.0000,R-14193
P-14200,275.000,g,0.00100000,1.0000,R-14201
I-13219,0.500,CT,1.00000000,1.0000,R-14388
I-1854,0.500,CT,1.00000000,1.0000,R-14388
I-11656,1.000,CT,1.00000000,1.0000,R-16240
P-56910,1.000,PTN,1.00000000,1.0000,R-16241
I-15189,0.125,BAR,1.00000000,1.0000,R-16249
I-15190,0.125,BAR,1.00000000,1.0000,R-16249
I-15191,0.125,BAR,1.00000000,1.0000,R-16249
I-15192,0.125,BAR,1.00000000,1.0000,R-16249
I-15193,0.125,BAR,1.00000000,1.0000,R-16249
I-19968,0.125,BAR,1.00000000,1.0000,R-16249
I-32082,0.125,BAR,1.00000000,1.0000,R-16249
I-32083,0.125,BAR,1.00000000,1.0000,R-16249
I-2596,56.670,g,1.00000000,1.0000,R-16341
I-4783,1.000,CT,1.00000000,1.0000,R-16953
P-7137,2.000,piece,1.00000000,1.0000,R-16959
P-13019,1.000,ea,1.00000000,1.0000,R-16992
I-14177,1.500,oz,0.02834950,1.0000,R-17096
I-2138,1.000,oz,0.02834950,1.0000,R-17096
P-26077,20.000,g,0.00100000,1.0000,R-17096
P-47540,95.000,ml,0.00100000,1.0000,R-17096
P-50725,1.000,ea,1.00000000,1.0000,R-17096
P-7438,8.000,oz,0.02834950,1.0000,R-17096
R-57247,0.300,ea,1.00000000,1.0000,R-17126
R-57248,0.300,ea,1.00000000,1.0000,R-17126
I-2254,45.000,ml,0.00100000,1.0000,R-17140
P-14366,8.000,piece,1.00000000,1.0000,R-17140
P-46357,15.000,g,0.00100000,1.0000,R-17140
P-9738,10.000,g,0.00100000,1.0000,R-17140
I-4905,1.000,lb,1.00000000,1.0000,R-17206
I-4829,1.000,BASKET,1.00000000,1.0000,R-17207
I-17205,1.000,BASKET,1.00000000,1.0000,R-17208
P-7367,1.000,ea,1.00000000,1.0000,R-17215
R-49717,1.000,ea,1.00000000,1.0000,R-17215
I-4778,1.000,CT,1.00000000,1.0000,R-17222
I-37476,2.000,g,1.00000000,1.0000,R-17487
P-26136,5.000,g,0.00100000,1.0000,R-17487
P-41548,35.000,ml,0.00100000,1.0000,R-17487
P-44392,2.000,each,1.00000000,1.0000,R-17487
P-48495,5.000,g,1.00000000,1.0000,R-17487
P-55548,10.000,g,0.00100000,1.0000,R-17487
P-56398,35.000,g,0.00100000,1.0000,R-17487
P-56422,75.000,g,0.00100000,1.0000,R-17487
P-61841,175.000,g,0.00100000,1.0000,R-17487
I-1081,1.000,CT,1.00000000,1.0000,R-18079
P-9512,6.000,oz,0.02834950,1.0000,R-19690
I-5983,1.000,L,1.00000000,1.0000,R-19702
I-19900,1.000,ea,1.00000000,1.0000,R-19903
I-1081,1.000,CT,1.00000000,1.0000,R-19981
I-19640,0.500,ea,1.00000000,1.0000,R-19985
I-19641,0.500,ea,1.00000000,1.0000,R-19985
P-6856,16.000,fl oz,0.02840000,1.0000,R-20308
P-6856,12.000,fl oz,0.02840000,1.0000,R-20309
I-1196,1.000,CT,1.00000000,1.0000,R-20319
I-4781,1.000,CT,1.00000000,1.0000,R-21814
I-3655,1.000,ea,1.00000000,1.0000,R-22218
P-38172,1.000,PTN,1.00000000,1.0000,R-22310
P-38170,1.000,PTN,1.00000000,1.0000,R-22314
R-22314,0.500,ea,1.00000000,1.0000,R-22315
I-18636,0.333,ea,1.00000000,1.0000,R-22861
I-2760,0.333,CT,1.00000000,1.0000,R-22861
I-58397,0.333,each,1.00000000,1.0000,R-22861
I-5172,1.000,pak,1.00000000,1.0000,R-22968
I-2822,0.100,CT,1.00000000,1.0000,R-22974
I-2823,0.100,CT,1.00000000,1.0000,R-22974
I-2825,0.100,CT,1.00000000,1.0000,R-22974
I-2826,0.100,CT,1.00000000,1.0000,R-22974
I-2828,0.100,CT,1.00000000,1.0000,R-22974
I-2829,0.100,CT,1.00000000,1.0000,R-22974
I-2833,0.100,CT,1.00000000,1.0000,R-22974
I-2835,0.100,CT,1.00000000,1.0000,R-22974
I-2836,0.100,CT,1.00000000,1.0000,R-22974
I-40911,0.100,CT,1.00000000,1.0000,R-22974
I-1126,1.000,CT,1.00000000,1.0000,R-26808
I-14177,15.000,g,0.00100000,1.0000,R-26808
I-14179,15.000,g,0.00100000,1.0000,R-26808
I-17618,0.500,slice,1.00000000,1.0000,R-26808
P-32747,120.000,ml,0.00100000,1.0000,R-26808
I-1126,1.000,CT,1.00000000,1.0000,R-26809
I-14177,30.000,g,0.00100000,1.0000,R-26809
I-2310,1.000,slice,1.00000000,1.0000,R-26809
P-32747,100.000,ml,0.00100000,1.0000,R-26809
P-9738,5.000,g,0.00100000,1.0000,R-26809
P-24750,2.000,g,0.00100000,1.0000,R-27275
P-26021,90.000,g,0.00100000,1.0000,R-27275
P-26382,90.000,g,0.00100000,1.0000,R-27275
P-26383,25.000,ml,0.00100000,1.0000,R-27275
P-26481,2.000,ea,1.00000000,1.0000,R-27275
P-31957,60.000,g,0.00100000,1.0000,R-27275
P-51510,1.000,PTN,1.00000000,1.0000,R-27275
I-17615,1.000,slice,1.00000000,1.0000,R-28251
I-62736,1.000,ea,1.00000000,1.0000,R-28251
P-26069,10.000,g,1.00000000,1.0000,R-28251
P-26333,10.000,ml,0.00100000,1.0000,R-28251
P-35273,20.000,g,0.00100000,1.0000,R-28251
P-46862,20.000,g,0.00100000,1.0000,R-28251
P-51508,2.000,slice,1.00000000,1.0000,R-28251
P-56398,20.000,g,0.00100000,1.0000,R-28251
P-56717,140.000,g,1.00000000,1.0000,R-28251
P-26067,50.000,ml,0.00100000,1.0000,R-28338
P-26182,170.000,g,0.00100000,1.0000,R-28338
P-55818,90.000,g,0.00100000,1.0000,R-28338
P-28369,1.000,ea,1.00000000,1.0000,R-28374
P-28371,1.000,fl oz,28.35000000,1.0000,R-28374
P-28373,1.000,un,1.00000000,1.0000,R-28374
P-26459,300.000,g,0.00100000,1.0000,R-28396
P-47377,3.000,g,1.00000000,1.0000,R-28396
P-49552,1.000,PTN,20.00000000,1.0000,R-28986
I-5161,10.000,CT,1.00000000,1.0000,R-29820
I-19693,1.000,pak,1.00000000,1.0000,R-30004
I-29464,1.000,ea,1.00000000,1.0000,R-30006
I-5164,1.000,CT,1.00000000,1.0000,R-30173
P-23837,224.000,g,0.00100000,1.0000,R-30499
I-29693,1.000,ea,1.00000000,1.0000,R-30518
I-1024,1.000,CT,1.00000000,1.0000,R-30559
I-2772,1.000,CT,1.00000000,1.0000,R-30678
I-29688,1.000,ea,1.00000000,1.0000,R-30945
P-35132,1.000,ea,1.00000000,1.0000,R-30954
I-1035,0.500,CT,1.00000000,1.0000,R-31123
I-1152,1.000,CT,1.00000000,1.0000,R-31284
I-14177,20.000,g,0.00100000,1.0000,R-31284
I-14179,20.000,g,0.00100000,1.0000,R-31284
I-2254,30.000,ml,0.00100000,1.0000,R-31284
P-24750,5.000,g,0.00100000,1.0000,R-31284
P-26062,30.000,mg,0.00000100,1.0000,R-31284
P-7635,10.000,g,0.00100000,1.0000,R-31284
P-9734,50.000,g,0.00220462,1.0000,R-31284
P-9745,50.000,g,0.00220462,1.0000,R-31284
R-14102,1.000,ea,1.00000000,1.0000,R-31287
I-31545,1.000,slice,1.00000000,1.0000,R-32206
I-31549,1.000,slice,1.00000000,1.0000,R-32314
I-1212,1.000,ea,1.00000000,1.0000,R-32328
I-1077,1.000,slice,1.00000000,1.0000,R-32329
I-1035,1.000,CT,1.00000000,1.0000,R-32331
P-42555,1.000,pak,1.00000000,1.0000,R-32332
I-3239,10.000,g,0.00100000,1.0000,R-32742
I-40944,5.000,g,1.00000000,1.0000,R-32742
P-32739,40.000,ml,0.00100000,1.0000,R-32742
P-53363,35.000,g,0.00100000,1.0000,R-32742
P-55647,250.000,g,0.00100000,1.0000,R-32742
P-28995,60.000,ml,0.00100000,1.0000,R-32752
P-57631,2.000,each,1.00000000,1.0000,R-32752
I-1813,5.000,ml,0.03381406,1.0000,R-32886
I-4896,10.000,g,0.00220462,1.0000,R-32886
I-65714,30.000,g,1.00000000,1.0000,R-32886
P-20239,10.000,g,0.00100000,1.0000,R-32886
P-26090,100.000,g,0.00100000,1.0000,R-32886
P-26383,30.000,ml,0.00100000,1.0000,R-32886
P-26401,20.000,g,0.00100000,1.0000,R-32886
P-32800,100.000,g,0.00100000,1.0000,R-32886
P-49636,1.000,ea,1.00000000,1.0000,R-32886
I-9341,2.000,CT,1.00000000,1.0000,R-32940
P-26075,10.000,g,0.00100000,1.0000,R-32940
P-26136,7.000,g,0.00100000,1.0000,R-32940
P-26140,15.000,g,0.00100000,1.0000,R-32940
P-26144,60.000,g,0.00100000,1.0000,R-32940
P-26405,15.000,ml,0.00100000,1.0000,R-32940
I-31541,1.000,ea,1.00000000,1.0000,R-33536
I-4533,1.000,pt,1.00000000,1.0000,R-33923
I-28683,1.000,ea,1.00000000,1.0000,R-33924
I-28682,1.000,ea,1.00000000,1.0000,R-33937
I-2780,1.000,CT,1.00000000,1.0000,R-33942
P-22048,1.000,slice,1.00000000,1.0000,R-33951
I-22489,1.000,ea,1.00000000,1.0000,R-34096
I-33979,1.000,ea,1.00000000,1.0000,R-34518
I-13226,60.000,g,0.00220462,1.0000,R-34864
I-17159,20.000,g,0.00220462,1.0000,R-34864
I-4473,0.250,HEAD,1.00000000,1.0000,R-34864
I-7953,20.000,g,0.00100000,1.0000,R-34864
P-26047,0.500,ea,1.00000000,1.0000,R-34864
P-26050,20.000,ml,0.00100000,1.0000,R-34864
P-28759,35.000,g,0.00100000,1.0000,R-34864
P-34084,5.000,g,0.00100000,1.0000,R-34864
P-42425,10.000,g,1.00000000,1.0000,R-34864
I-34617,1.000,ea,1.00000000,1.0000,R-34888
I-34313,0.010,cs,1.00000000,1.0000,R-34899
I-4664,1.000,CT,1.00000000,1.0000,R-34978
R-13575,1.000,ea,1.00000000,1.0000,R-34983
I-4458,1.000,CT,1.00000000,1.0000,R-34989
I-2254,15.000,g,0.00098783,1.0000,R-35269
P-26021,100.000,g,0.00100000,1.0000,R-35269
P-35268,350.000,ml,0.00100000,1.0000,R-35269
P-44506,1.000,each,1.00000000,1.0000,R-35269
P-45790,40.000,g,1.00000000,1.0000,R-35269
I-2141,5.000,g,0.00100000,1.0000,R-35341
P-26385,40.000,g,0.00100000,1.0000,R-35341
P-35337,150.000,g,0.00100000,1.0000,R-35341
P-35338,10.000,g,1.00000000,1.0000,R-35341
P-44392,1.000,each,1.00000000,1.0000,R-35341
P-9854,10.000,g,0.00100000,1.0000,R-35341
I-1034,0.500,CT,1.00000000,1.0000,R-35461
P-26053,60.000,ml,0.00100000,1.0000,R-35461
P-26401,20.000,g,0.00100000,1.0000,R-35461
P-33438,50.000,ml,0.00100000,1.0000,R-35461
P-35460,200.000,g,0.00100000,1.0000,R-35461
P-54697,1.000,each,1.00000000,1.0000,R-35461
P-10873,40.000,g,0.00100000,1.0000,R-35749
P-26682,5.000,g,1.00000000,1.0000,R-35749
P-35233,30.000,ml,0.00100000,1.0000,R-35749
P-57092,60.000,g,1.00000000,1.0000,R-35749
P-61496,20.000,g,0.00220462,1.0000,R-35749
P-9712,30.000,g,0.00220462,1.0000,R-35749
P-9714,30.000,g,0.00100000,1.0000,R-35749
I-9341,2.000,CT,1.00000000,1.0000,R-35879
P-25761,10.000,g,0.00100000,1.0000,R-35879
P-26062,35.000,g,0.00100000,1.0000,R-35879
P-26140,10.000,g,0.00100000,1.0000,R-35879
P-30796,10.000,ml,0.00100000,1.0000,R-35879
P-51145,45.000,g,0.00100000,1.0000,R-35879
P-52620,1.000,piece,1.00000000,1.0000,R-35879
P-7136,15.000,ml,0.00100000,1.0000,R-35879
P-9712,10.000,g,0.00100000,1.0000,R-35879
I-9341,1.000,CT,1.00000000,1.0000,R-35882
P-25761,10.000,g,0.00100000,1.0000,R-35882
P-26062,20.000,g,0.00100000,1.0000,R-35882
P-35880,15.000,g,0.00100000,1.0000,R-35882
P-35881,30.000,g,0.00100000,1.0000,R-35882
P-51510,0.500,PTN,1.00000000,1.0000,R-35882
P-55437,15.000,g,0.00100000,1.0000,R-35882
P-26062,50.000,g,0.00100000,1.0000,R-35896
P-35895,120.000,g,0.00100000,1.0000,R-35896
P-44633,30.000,g,0.00100000,1.0000,R-35896
P-52620,1.000,piece,1.00000000,1.0000,R-35896
P-59581,90.000,g,0.00100000,1.0000,R-35896
P-7136,30.000,ml,0.00100000,1.0000,R-35896
P-7635,90.000,g,0.00100000,1.0000,R-35896
P-26062,60.000,g,0.00100000,1.0000,R-35900
P-31957,90.000,g,0.00100000,1.0000,R-35900
P-35898,30.000,ml,0.00100000,1.0000,R-35900
P-38875,20.000,g,0.00100000,1.0000,R-35900
P-44633,30.000,g,0.00100000,1.0000,R-35900
P-50289,10.000,g,1.00000000,1.0000,R-35900
P-7736,120.000,g,0.00100000,1.0000,R-35900
P-9852,30.000,g,0.00100000,1.0000,R-35900
I-14181,1.000,slice,1.00000000,1.0000,R-36098
I-62736,1.000,ea,1.00000000,1.0000,R-36098
I-67659,1.000,each,1.00000000,1.0000,R-36098
P-18907,3.000,g,1.00000000,1.0000,R-36098
P-36090,30.000,ml,0.00100000,1.0000,R-36098
P-51231,1.000,each,1.00000000,1.0000,R-36098
P-51508,2.000,slice,1.00000000,1.0000,R-36098
I-14181,2.000,slice,1.00000000,1.0000,R-36139
I-17615,1.000,slice,1.00000000,1.0000,R-36139
I-17617,1.000,slice,1.00000000,1.0000,R-36139
I-24229,0.125,LOAF,1.00000000,1.0000,R-36139
P-26077,10.000,g,0.00100000,1.0000,R-36139
I-2656,25.000,g,0.00100000,1.0000,R-36552
I-36577,220.000,g,0.00220462,1.0000,R-36552
I-4496,60.000,g,0.00220462,1.0000,R-36552
I-4509,30.000,g,0.00220462,1.0000,R-36552
I-4737,30.000,g,0.00220462,1.0000,R-36552
P-26514,3.000,g,1.00000000,1.0000,R-36552
P-48933,15.000,g,0.00100000,1.0000,R-36552
P-54676,30.000,g,1.00000000,1.0000,R-36552
P-68981,250.000,ml,0.00100000,1.0000,R-36552
P-9714,20.000,g,0.00100000,1.0000,R-36552
I-2141,10.000,g,0.00100000,1.0000,R-36568
I-3387,15.000,ml,0.00100000,1.0000,R-36568
I-4896,10.000,g,0.00220462,1.0000,R-36568
P-18907,5.000,g,1.00000000,1.0000,R-36568
P-36566,100.000,ml,0.00100000,1.0000,R-36568
P-45047,2.000,g,0.00100000,1.0000,R-36568
P-47828,130.000,g,0.00100000,1.0000,R-36568
P-50966,40.000,g,0.00100000,1.0000,R-36568
I-16170,20.000,g,1.00000000,1.0000,R-36574
I-17159,30.000,g,0.00220462,1.0000,R-36574
I-22493,10.000,g,0.00100000,1.0000,R-36574
I-3239,20.000,g,0.00100000,1.0000,R-36574
I-4531,30.000,g,0.00220462,1.0000,R-36574
I-4896,60.000,g,0.00220462,1.0000,R-36574
I-5021,20.000,g,0.00220462,1.0000,R-36574
P-36571,60.000,ml,0.00100000,1.0000,R-36574
P-43962,50.000,g,0.00100000,1.0000,R-36574
P-45118,30.000,g,0.00100000,1.0000,R-36574
P-7736,60.000,g,0.00100000,1.0000,R-36574
I-4488,30.000,g,0.00220462,1.0000,R-36575
P-35880,60.000,g,0.00100000,1.0000,R-36575
P-36571,60.000,ml,0.00100000,1.0000,R-36575
P-44790,60.000,ml,0.00100000,1.0000,R-36575
P-50966,30.000,g,0.00100000,1.0000,R-36575
P-7736,180.000,g,0.00100000,1.0000,R-36575
P-8372,60.000,ml,0.00100000,1.0000,R-36575
P-9712,60.000,g,0.00100000,1.0000,R-36575
P-9857,60.000,g,0.00100000,1.0000,R-36575
P-26144,120.000,g,0.00100000,1.0000,R-36628
P-42425,15.000,g,1.00000000,1.0000,R-36639
P-43699,10.000,g,1.00000000,1.0000,R-36639
P-49605,5.000,g,1.00000000,1.0000,R-36639
P-50965,10.000,ml,0.00100000,1.0000,R-36639
P-50966,10.000,g,0.00100000,1.0000,R-36639
P-50967,20.000,g,0.00100000,1.0000,R-36639
P-53003,35.000,g,0.00100000,1.0000,R-36639
P-26055,100.000,g,0.00100000,1.0000,R-36642
P-44587,0.250,ea,1.00000000,1.0000,R-36642
P-44643,112.500,g,0.00100000,1.0000,R-36642
P-51382,30.000,g,0.00011500,1.0000,R-36642
R-36639,0.250,ea,1.00000000,1.0000,R-36642
I-27407,2.000,ea,1.00000000,1.0000,R-36644
I-33795,6.000,oz,0.06250000,1.0000,R-36644
I-4488,40.000,g,0.00220462,1.0000,R-36644
P-41158,60.000,ml,0.00100000,1.0000,R-36644
P-9733,0.250,oz,0.02834950,1.0000,R-36644
I-3670,45.000,ml,0.00100000,1.0000,R-36646
P-47839,60.000,ml,0.00100000,1.0000,R-36646
P-50505,2.000,each,1.00000000,1.0000,R-36646
I-9341,1.000,CT,1.00000000,1.0000,R-36647
P-26055,100.000,g,0.00100000,1.0000,R-36647
P-31957,40.000,g,0.00100000,1.0000,R-36647
P-32244,25.000,ml,0.00100000,1.0000,R-36647
P-44506,1.000,each,1.00000000,1.0000,R-36647
P-50720,40.000,g,0.00100000,1.0000,R-36647
P-52943,5.000,g,1.00000000,1.0000,R-36647
P-26055,125.000,g,0.00100000,1.0000,R-36654
P-26062,45.000,g,0.00100000,1.0000,R-36666
P-44392,2.000,each,1.00000000,1.0000,R-36666
P-44506,1.000,each,1.00000000,1.0000,R-36666
P-44633,50.000,g,0.00100000,1.0000,R-36666
P-48495,6.000,g,1.00000000,1.0000,R-36666
P-6975,180.000,g,0.00100000,1.0000,R-36666
P-7635,25.000,g,0.00100000,1.0000,R-36666
P-9857,25.000,g,0.00100000,1.0000,R-36666
I-23753,5.000,g,0.00100000,1.0000,R-36669
I-3387,25.000,ml,0.00100000,1.0000,R-36669
I-3692,15.000,ml,0.00100000,1.0000,R-36669
P-44585,40.000,g,1.00000000,1.0000,R-36669
P-44913,70.000,g,0.00100000,1.0000,R-36669
P-48495,2.000,g,1.00000000,1.0000,R-36669
P-50725,1.000,ea,1.00000000,1.0000,R-36669
P-50966,30.000,g,0.00100000,1.0000,R-36669
P-36066,1.000,ea,1.00000000,1.0000,R-36763
P-36793,1.000,ea,1.00000000,1.0000,R-36814
P-36815,1.000,ea,1.00000000,1.0000,R-36817
P-18907,3.000,g,1.00000000,1.0000,R-36853
P-35689,180.000,g,0.00100000,1.0000,R-36853
P-50752,100.000,g,0.00100000,1.0000,R-36854
P-36855,180.000,g,0.00100000,1.0000,R-36856
I-1813,2.500,ml,0.03381406,1.0000,R-36859
P-36858,100.000,g,0.00100000,1.0000,R-36859
P-44798,2.000,g,0.00220462,1.0000,R-36859
P-9519,45.000,ml,0.00100000,1.0000,R-36860
P-7078,180.000,g,0.00100000,1.0000,R-36874
P-18907,5.000,g,1.00000000,1.0000,R-36875
P-7139,30.000,ml,0.00100000,1.0000,R-36875
P-7736,180.000,g,0.00100000,1.0000,R-36875
P-44694,180.000,g,0.00100000,1.0000,R-36885
P-26170,2.000,ea,1.00000000,1.0000,R-37051
I-5158,9.000,CT,1.00000000,1.0000,R-37373
I-5169,9.000,CT,1.00000000,1.0000,R-37374
I-1644,1.000,591ML,1.00000000,1.0000,R-37677
R-36639,1.000,ea,1.00000000,1.0000,R-37685
R-36552,1.000,ea,1.00000000,1.0000,R-37692
I-3670,35.000,ml,0.00100000,1.0000,R-37704
P-50505,3.000,each,1.00000000,1.0000,R-37704
R-28986,1.000,ea,1.00000000,1.0000,R-37704
R-36647,1.000,ea,1.00000000,1.0000,R-37705
R-36666,1.000,ea,1.00000000,1.0000,R-37707
P-44781,50.000,ml,0.00100000,1.0000,R-37708
P-62112,125.000,g,0.00100000,1.0000,R-37708
I-1713,1.000,500ML,1.00000000,1.0000,R-37712
I-31096,1.000,ea,1.00000000,1.0000,R-37714
I-37122,1.000,ea,1.00000000,1.0000,R-37723
I-36996,1.000,ea,1.00000000,1.0000,R-37728
I-36997,1.000,ea,1.00000000,1.0000,R-37729
I-36998,1.000,ea,1.00000000,1.0000,R-37730
I-36999,1.000,ea,1.00000000,1.0000,R-37731
I-37000,1.000,ea,1.00000000,1.0000,R-37732
I-28691,1.000,ea,1.00000000,1.0000,R-37733
I-37113,1.000,ea,1.00000000,1.0000,R-37735
I-37111,1.000,ea,1.00000000,1.0000,R-37736
I-37109,1.000,ea,1.00000000,1.0000,R-37737
I-36995,1.000,ea,1.00000000,1.0000,R-37738
I-37110,1.000,ea,1.00000000,1.0000,R-37740
I-9346,1.000,CT,1.00000000,1.0000,R-37741
I-57542,1.000,each,1.00000000,1.0000,R-37743
I-43253,1.000,355ML,1.00000000,1.0000,R-37744
I-13275,1.000,591ML,1.00000000,1.0000,R-37747
I-1823,1.000,bottle,1.00000000,1.0000,R-37748
I-57541,1.000,each,1.00000000,1.0000,R-37749
I-1680,1.000,591ML,1.00000000,1.0000,R-37750
I-1683,1.000,591ML,1.00000000,1.0000,R-37751
I-1677,1.000,591ML,1.00000000,1.0000,R-37752
I-1675,1.000,591ML,1.00000000,1.0000,R-37753
I-1674,1.000,591ML,1.00000000,1.0000,R-37754
I-43256,1.000,355ML,1.00000000,1.0000,R-37755
I-43255,1.000,355ML,1.00000000,1.0000,R-37757
I-1690,1.000,355ML,1.00000000,1.0000,R-37758
I-14547,1.000,500ML,1.00000000,1.0000,R-37759
I-53847,1.000,414ML,1.00000000,1.0000,R-37761
I-1676,1.000,591ML,1.00000000,1.0000,R-37762
I-1863,1.000,473ML,1.00000000,1.0000,R-37763
I-11793,1.000,each,1.00000000,1.0000,R-37764
I-11792,1.000,each,1.00000000,1.0000,R-37765
P-37778,120.000,g,0.00100000,1.0000,R-37779
P-37780,320.000,g,0.00100000,1.0000,R-37781
P-44781,50.000,ml,0.00100000,1.0000,R-37781
I-57539,1.000,each,1.00000000,1.0000,R-37786
I-28920,1.000,each,1.00000000,1.0000,R-37809
I-13795,0.250,CT,1.00000000,1.0000,R-37814
I-17612,0.250,CT,1.00000000,1.0000,R-37814
I-1861,0.250,473ML,1.00000000,1.0000,R-37814
I-1863,0.250,473ML,1.00000000,1.0000,R-37814
I-11363,1.000,CT,1.00000000,1.0000,R-37819
P-7690,100.000,g,0.00100000,1.0000,R-37824
I-1711,1.000,473ML,1.00000000,1.0000,R-37825
I-11795,1.000,each,1.00000000,1.0000,R-37826
I-1717,1.000,500ML,1.00000000,1.0000,R-37827
I-43252,1.000,355ML,1.00000000,1.0000,R-37829
I-1861,1.000,473ML,1.00000000,1.0000,R-37830
I-4249,1.000,CT,1.00000000,1.0000,R-37832
P-37867,180.000,g,0.00100000,1.0000,R-37868
P-42088,16.000,fl oz,0.02840000,1.0000,R-38014
I-37112,1.000,ea,1.00000000,1.0000,R-38022
I-2198,1.000,CT,1.00000000,1.0000,R-38025
P-42088,8.000,fl oz,0.02840000,1.0000,R-38026
P-23151,112.000,g,0.00100000,1.0000,R-38028
I-2159,1.000,ea,1.00000000,1.0000,R-38030
