ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g
R-41668,BEV|Vitasoy|Lemon Tea,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40538,BEV|Vitasoy|Low Sugar,FT BEVERAGES,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-40536,BEV|Vitasoy|Lychee,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40487,BEV|Vitasoy|Malt,FT BEVERAGES,1.0,0.489,0.00237,0.00078,0.0,0.01,48.9,0.24,0.0,1.0,0.08
R-40488,BEV|Vitasoy|Melon,FT BEVERAGES,1.0,0.489,0.00237,0.00078,0.0,0.01,48.9,0.24,0.0,1.0,0.08
R-53609,BEV|Vitasoy|Oolong Tea|500ml,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40490,BEV|Vitasoy|Sugarcane,FT BEVERAGES,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24
R-58207,BEV|Water|AHA|Blueberry Pom,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-56138,BEV|Water|AHA|Blueberry|Can,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-56127,BEV|Water|AHA|Peach Honey,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-56142,BEV|Water|AHA|Peach|Can,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-56130,BEV|Water|AHA|Watermelon|500ml,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-39283,BEV|Water|Coconut|Blue Monkey,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46223,BEV|Water|Coconut|Zico|1ltr,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-19585,BEV|Water|Dasani|591ml,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38722,BEV|Water|Dasani|Berry,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-39228,BEV|Water|Dasani|Black Cherry,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38469,BEV|Water|Dasani|Citron,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46219,BEV|Water|Evian|1 liter,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46379,BEV|Water|Evian|500ml,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53026,BEV|Water|Fresca|Black Cherry,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53023,BEV|Water|Fresca|Grapefruit ,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53022,BEV|Water|Fresca|Peach Citrus,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-46388,BEV|Water|Smart Sparkle|591ml,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53488,BEV|Water|Smart Sparkle|Apple,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53526,BEV|Water|Smart Sparkle|Raspbe,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-53124,BEV|Water|Smart Sparkle|Strawb,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-55837,BEV|Water|Smart|1 litre,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-40732,BEV|Water|Smart|591ml,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-22305,BEV|Water|Vitamin|Asst,FT BEVERAGES,590.9999999999999,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38150,BEV|Water|Vitamin|Essential,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38175,BEV|Water|Vitamin|Focus,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38724,BEV|Water|Vitamin|Mega C,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38324,BEV|Water|Vitamin|Multi V,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38611,BEV|Water|Vitamin|Rise,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38152,BEV|Water|Vitamin|Shine,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38323,BEV|Water|Vitamin|XOXOX,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-38149,BEV|Water|Vitamin|XXX,FT BEVERAGES,591.0,0.0,0.0,0.0,0.59,0.59,0.0,0.0,0.1,0.1,0.0
R-23628,BEV|Yerba Mate|Bulk 12oz,FT BEVERAGES,392.0,129.506,0.62905,0.14139999999999897,2.77,555.7,33.04,0.16,0.71,141.76,0.04
R-23629,BEV|Yerba Mate|Bulk 16oz,FT BEVERAGES,512.1,129.67014,0.62905,0.14163899999999896,2.89,555.82,25.32,0.12,0.56,108.54,0.03
R-40500,BEV|Yerba Mate|Classic Gold,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38881,BEV|Yerba Mate|Cranberry Pom,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38189,BEV|Yerba Mate|Enlighten Mint,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38466,BEV|Yerba Mate|Lemon Elation,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-38144,BEV|Yerba Mate|Revel Berry,FT BEVERAGES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R-23323,BEV|Yogurt Drink|IOGO|Asst,FT BEVERAGES,1.0,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-23332,BEV|Yogurt Drink|YOP|Asst,FT BEVERAGES,1.0,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23
R-54301,BLOW|Sheperds Pie Cass,FT HOMESKILLET,510.0,169.28273957417582,1.7796982441822882,0.1618610508241732,13.43,656.58,33.19,0.35,2.63,128.74,0.03
R-54278,BLOWOUT|Crab Cakes w Ceasar,FEAST,375.2000000000005,1631.5391694507791,9.273516733569892,1.23877207458845,158.75,5795.12,434.85,2.47,42.31,1544.54,0.33
R-54282,BLOWOUT|PomPom ,FEAST,275.0,109.17500000000001,1.375,0.143,0.72,21.53,39.7,0.5,0.26,7.83,0.05
R-54283,BLOWOUT|Riblette S/W,FEAST,47.0,11.354,0.45135000000000003,0.0259099999999998,3.14,118.14,24.16,0.96,6.68,251.36,0.06
R-54281,BLOWOUT|YamChikPatty w CZR,FEAST,153.5,315.63107845077616,2.8644336535698773,0.4948288305884565,45.5,1769.51,205.62,1.87,29.64,1152.78,0.32
R-39338,BLUEBERRY BERRIES,FEAST,453.592,750.5586824,1.2246984,0.3175144,183.02,7368.65,165.47,0.27,40.35,1624.51,0.07
R-71857,BLUEBERRYFEST|puff pastry,SPECIALS,91.25,231.89926658740035,2.132702678834895,0.27720418562664684,42.45,2024.86,254.14,2.34,46.52,2219.02,0.3
R-64998,BNO| Nachos|Loaded,FT BUENO,467.0,1797.8339054009707,12.409401391867656,3.996507647193312,136.06,7983.19,384.98,2.66,29.13,1709.46,0.86
R-71173,BNO|Achiote Chicken|PLATE,FEAST,392.5,1037.6831097229172,20.060053878916786,3.2887781952506896,102.36,685.77,264.38,5.11,26.08,174.72,0.84
R-71669,BNO|Ancho Rice|SIDE,FT BUENO,120.0,222.1711088986784,0.355545,0.398292,94.73,280.57,185.14,0.3,78.94,233.81,0.33
R-71472,BNO|BEEF|Chimichanga|PLATE,FEAST,316.0,3393.913847260581,24.99411605989246,9.470431562628473,205.87,7226.99,1074.02,7.91,65.15,2287.02,3.0
R-44315,BNO|Bowl|Ancho Chicken,FT BUENO,380.0,695.0711611346131,11.685741207155907,1.717603056334314,101.99,772.26,182.91,3.08,26.84,203.23,0.45
R-44310,BNO|Bowl|Ancho Steak,FT BUENO,370.0,3622.743450711745,27.182755242491922,10.350591163209906,226.67,7900.57,979.12,7.35,61.26,2135.29,2.8
R-56801,BNO|Bowl|Carne Asada,FT BUENO,315.0,3596.786586426063,28.147349544696617,10.674040498219654,206.83,5698.94,1141.84,8.94,65.66,1809.19,3.39
R-57179,BNO|Bowl|Chicken Fajita ,FT BUENO,380.0,760.7187924462687,12.07764045258671,1.7582690185729815,103.42,1157.39,200.19,3.18,27.22,304.58,0.46
R-55154,BNO|Bowl|Guacamole ,FT BUENO,310.0,607.1297263716474,4.145033377060088,1.7060720869674146,109.73,3340.71,195.85,1.34,35.4,1077.65,0.55
R-35896,BNO|Bowl|Havana|Plant based,FT BUENO,300.0,495.3393028417123,2.0927197427040327,1.8920010195528536,53.96,504.38,165.11,0.7,17.99,168.13,0.63
R-35900,BNO|Bowl|Latin,FT BUENO,405.0,709.6085329790662,3.455840399736593,3.1521479959403225,48.44,1653.69,175.21,0.85,11.96,408.32,0.78
R-44301,BNO|Bowl|Poblano&Mushroom,FT BUENO,500.0,630.3248262593834,4.107357649696283,1.2735137379879828,138.47,2554.86,126.06,0.82,27.69,510.97,0.25
R-44308,BNO|Bowl|Pulled Pork,FT BUENO,415.0,1379.736778726707,14.759092410320156,2.9193275511704915,250.2,6688.24,332.47,3.56,60.29,1611.62,0.7
R-17487,BNO|Bowl|Roja-tots,FT BUENO,358.0,673.1843679866033,7.938601640615438,1.1568755703637537,85.45,2485.51,188.04,2.22,23.87,694.28,0.32
R-51218,BNO|Bowl|Seasonal Squash,FT BUENO,327.0,782.0573857483632,6.747756541236655,1.3419997784070334,154.15,4596.07,239.16,2.06,47.14,1405.53,0.41
R-56981,BNO|Bowl|Street corn ,FT BUENO,305.0,673.6680523725746,4.252631382273352,1.3067079977704807,111.08,2956.33,220.87,1.39,36.42,969.29,0.43
R-51216,BNO|Bowl|Super Tofu,FT BUENO,380.0,540.9024827419463,2.4497080441583194,1.259265448873237,71.45,562.57,142.34,0.64,18.8,148.04,0.33
R-53127,BNO|BOWL|WHITE BEAN,FEAST,360.0,660.7008839451414,4.157000408105359,1.6869958206612883,137.68,2408.61,183.53,1.15,38.24,669.06,0.47
R-67814,BNO|Breakfast|Molletes,FT BUENO,661.0,548.5651826095116,4.5626554321684845,1.9153942970066393,74.17,3307.52,82.99,0.69,11.22,500.38,0.29
R-61844,BNO|BreakfastBurritoBowl|VEGAN,FT BUENO,237.0,291.82764570480333,1.916610812724889,0.7268696065534517,11.46,535.35,123.13,0.81,4.84,225.89,0.31
R-62084,BNO|Burrito| Carne Asada,FT BUENO,475.00000000000017,4235.902726204812,32.99799783352919,12.592595531376197,293.3,7462.94,891.77,6.95,61.75,1571.15,2.65
R-43587,BNO|Burrito|Ancho Chicken,FT BUENO,505.00000000000017,859.4556598362276,13.17728033661883,2.165493549353349,136.3,1876.51,170.19,2.61,26.99,371.59,0.43
R-71747,BNO|Burrito|Breakfast,FT BUENO,141.0,419.01388570425854,4.599904666692311,1.1295365048843795,55.73,2375.06,297.17,3.26,39.52,1684.44,0.8
R-62086,BNO|Burrito|Chicken Fajita,FT BUENO,585.0000000000002,948.4910318987147,14.025087298889327,2.2504723381952663,141.56,2478.37,162.14,2.4,24.2,423.65,0.38
R-44304,BNO|Burrito|Poblano & Mushroom,FT BUENO,535.0000000000002,702.2077386552021,4.767691110324954,1.57501921347775,165.23,3275.91,131.25,0.89,30.88,612.32,0.29
R-44303,BNO|Burrito|Pulled Pork,FT BUENO,525.0000000000002,1690.9895445062887,18.25995221867326,3.7443729084805866,343.5,8404.4,322.09,3.48,65.43,1600.84,0.71
R-46423,BNO|Burrito|Seasonal Squash,FT BUENO,467.00000000000017,1009.4254841676315,8.285597529411513,1.8850092885722494,223.69,6035.54,216.15,1.77,47.9,1292.41,0.4
R-43580,BNO|Burrito|Steak ,FT BUENO,675.0000000000002,5512.380605590225,42.03931319184082,15.832940335786423,380.65,12769.3,816.65,6.23,56.39,1891.75,2.35
R-62079,BNO|Burrito|Street Corn,FT BUENO,450.00000000000017,872.5286572390739,5.741211192961435,1.8109346378672837,176.63,4078.2,193.9,1.28,39.25,906.27,0.4
R-51217,BNO|Burrito|Super Tofu,FT BUENO,550.0000000000002,919.0744263472119,4.491275542162913,2.101731454559236,142.23,1654.58,167.1,0.82,25.86,300.83,0.38
R-44316,BNO|Burrito|White Bean ,FT BUENO,450.00000000000017,788.0754906232337,5.454679139494853,2.0656583045992583,170.85,3453.62,175.13,1.21,37.97,767.47,0.46
R-71498,BNO|Burrito|Yam|VEGAN,FEAST,285.00000000000017,586.0087276553384,4.791073335716723,1.7900649300213116,57.72,2348.21,205.62,1.68,20.25,823.93,0.63
R-71426,BNO|Calabacitas|PLATE,FEAST,322.0,771.1399847158768,5.83845087696049,1.2084077255201284,154.94,4349.06,239.48,1.81,48.12,1350.64,0.38
R-71459,BNO|Camarones Diabla|PLATE,FEAST,262.0,3090.9908658761638,10.681894752594914,0.7073213493461423,206.98,7060.75,1179.77,4.08,79.0,2694.94,0.27
R-71363,BNO|Caserole|Chile Relleno ,FEAST,266.0,815.1696925342716,8.125685850883464,1.1532666718689568,111.84,5925.21,306.45,3.05,42.05,2227.52,0.43
R-67713,BNO|Casserole|Mexican Enchilad,FT BUENO,246.0,601.0675459447623,5.066957178879368,1.2683187348090659,73.07,3693.47,244.34,2.06,29.7,1501.41,0.52
R-71424,BNO|Chicken Mole Rojo|PLATE,FEAST,437.0,1116.9918467106597,20.89083900319257,2.9784310553408306,148.71,1699.84,255.6,4.78,34.03,388.98,0.68
R-55116,BNO|Chilaquiles,FEAST,620.0,1223.092426514603,11.14120360891309,2.632130454451402,123.05,4923.29,197.27,1.8,19.85,794.08,0.42
R-56956,BNO|Cilantro Lime rice ,FT BUENO,120.0,87.863564198406,0.23984521210460813,0.08122377939227901,52.54,176.57,73.22,0.2,43.78,147.14,0.07
R-71431,BNO|Cuban Mojo Chicken|PLATE,FEAST,352.5,1005.5048527305385,19.347583624751252,3.2494928473195843,104.96,851.88,285.25,5.49,29.78,241.67,0.92
R-67815,BNO|Enfrijoladas|VEGAN,FT BUENO,653.0000000000014,744.3966404475307,6.9067110831861305,2.283051488727417,159.32,5020.15,114.0,1.06,24.4,768.78,0.35
R-67554,BNO|Flauta|3 Bean,FT BUENO,182.0,433.93202106074915,3.89389597109069,1.3189397375922884,104.42,3384.83,238.42,2.14,57.37,1859.8,0.72
R-71462,BNO|Grilled salmon & Red Chimi,FT BUENO,230.0,881.283235743248,9.562858009327398,1.9366196276065237,210.38,1857.24,383.17,4.16,91.47,807.5,0.84
R-48488,BNO|Huevos Rancheros,FT BUENO,241.00000000000017,647.0250993088341,7.190892126625391,1.4894878992592033,108.31,4254.12,268.48,2.98,44.94,1765.2,0.62
R-71469,BNO|Latin Chicken|PLATE,FEAST,360.0,1124.0838132308304,17.370047680489318,3.2240821364182883,126.07,894.05,312.25,4.83,35.02,248.35,0.9
R-71670,BNO|Mexican Black Beans|SIDE,FT BUENO,130.0,47.07580208622105,0.4081967246472515,0.26147436253962575,2.51,160.93,36.21,0.31,1.93,123.79,0.2
R-71546,BNO|Mexican Cauliflower Rice,FT BUENO,205.0,224.57310393770103,1.6696462424105922,0.9958421197677633,13.65,672.33,109.55,0.81,6.66,327.97,0.49
R-67531,BNO|Mexican Lasagna,FT BUENO,252.0,395.921794577206,4.419096966911766,0.6531210937499967,74.21,3348.2,157.11,1.75,29.45,1328.65,0.26
R-71675,BNO|Pepper & onions|SIDE,FT BUENO,205.0,137.21778646090036,1.9344140850462987,0.36894285477020955,15.52,559.77,66.94,0.94,7.57,273.06,0.18
R-47424,BNO|Quesadilla|Beyond Meat,FT BUENO,365.00000000000017,1328.9077163916934,12.060847514350302,2.186959955588449,178.3,9808.66,364.08,3.3,48.85,2687.3,0.6
R-65763,BNO|Quesadilla|Black Bean,FT BUENO,330.00000000000017,1348.1828501601813,11.479503380437645,2.021551239859742,178.17,9775.52,408.54,3.48,53.99,2962.28,0.61
R-47422,BNO|Quesadilla|Chipotle Chick,FT BUENO,340.00000000000017,1465.1778534257624,19.893309232584595,2.669169384539385,165.81,7409.79,430.93,5.85,48.77,2179.35,0.79
R-57098,BNO|Quesadilla|Kale & Bean,FT BUENO,340.00000000000017,1200.8017021051332,9.589922503072401,1.967124353138923,135.36,8078.79,353.18,2.82,39.81,2376.11,0.58
R-46913,BNO|Quesadilla|Roasted Veg ,FT BUENO,370.00000000000017,1222.1828312777907,9.99923652536905,1.9520981911666992,138.54,8141.33,330.32,2.7,37.44,2200.36,0.53
R-55133,BNO|Quesadilla|Spin Artichoke,FT BUENO,365.00000000000017,1179.160064694748,10.086778647489767,1.6724893010734752,139.47,8146.14,323.06,2.76,38.21,2231.82,0.46
R-57096,BNO|Quesadilla|Spin Mushroom ,FT BUENO,345.00000000000017,974.8153044759796,9.04612556933489,1.481125276345033,140.67,7310.88,282.56,2.62,40.77,2119.1,0.43
R-70630,BNO|Quesadilla|Steak,FEAST,325.00000000000017,5002.3612151168245,40.15448019412774,13.86707293831927,291.22,13254.61,1539.19,12.36,89.61,4078.34,4.27
R-71536,BNO|Red Chile Adobo|Cauliflowe,FT BUENO,365.0,648.7783536263598,2.3095238384843553,2.059261465896749,103.7,1612.58,177.75,0.63,28.41,441.8,0.56
R-71533,BNO|Red chile Adobo|FlankSteak,FT BUENO,365.0,5934.994334855719,44.1685657279433,18.16934442666636,315.71,9312.95,1626.03,12.1,86.5,2551.49,4.98
R-71056,BNO|Sincronizada ,FEAST,395.00000000000097,1194.880725109704,12.29931829220071,2.5095296442119386,215.39,8164.73,302.5,3.11,54.53,2067.02,0.64
R-71528,BNO|Stew|Carne Con Tamarindo,FT BUENO,343.0,6202.15600854314,47.17648725990822,18.839472170728534,302.58,8969.28,1808.21,13.75,88.22,2614.95,5.49
R-71317,BNO|Taco|Al Hongo|2Pc,FEAST,592.0000000000019,834.3729564774275,7.972544270263575,2.632398382105166,209.66,6539.28,140.94,1.35,35.42,1104.61,0.44
R-67816,BNO|Taco|Al Pastor|2 PC,FT BUENO,607.0000000000019,1438.9264867936097,16.406721483004997,3.8621122145566797,323.97,9871.0,237.06,2.7,53.37,1626.19,0.64
R-67813,BNO|Taco|Breakfast|2PC,FT BUENO,585.0000000000019,1065.4437433253875,12.028873034203173,2.8771782126239605,257.09,8222.14,182.13,2.06,43.95,1405.49,0.49
R-67714,BNO|Taco|Carne Asada|2pc,FT BUENO,635.0000000000019,3334.67669935994,28.170208500968705,10.184244182990078,312.58,10310.85,525.15,4.44,49.23,1623.76,1.6
R-70768,BNO|Taco|Carnitas|2pc,FEAST,587.0000000000019,1414.8510491175848,16.38176318258454,3.7808561690489007,324.11,9885.99,241.03,2.79,55.21,1684.16,0.64
R-68082,BNO|Taco|Cauliflower|2PC,FT BUENO,647.0000000000019,977.6475295372528,9.351907590541181,2.918419379789854,220.52,7101.63,151.1,1.45,34.08,1097.62,0.45
R-67551,BNO|Taco|Chicken Tinga|2PC,FT BUENO,574.0000000000019,1165.533415105756,15.16862975786329,3.2837296663765234,245.08,7549.47,203.05,2.64,42.7,1315.24,0.57
R-67695,BNO|Taco|Chickpea|2 pc,FT BUENO,662.0000000000019,1101.6733273154573,9.048605648813291,4.11380697773962,214.85,6891.55,166.42,1.37,32.45,1041.02,0.62
R-57239,BNO|Taco|Cod,FT BUENO,640.0000000000019,1471.808883387113,15.213280122190026,3.5740234742845414,395.31,8803.69,229.97,2.38,61.77,1375.58,0.56
R-71313,BNO|Taco|Crispy Cod|2PC,FEAST,642.0000000000019,1457.0590735972462,15.162911962905827,3.635528430548291,375.9,8819.13,226.96,2.36,58.55,1373.7,0.57
R-68085,BNO|Taco|Cumin Lime Chicken|2p,FT BUENO,642.0000000000019,1181.4992640209534,17.722524393693618,3.465096713313768,238.31,6548.42,184.03,2.76,37.12,1020.0,0.54
R-67715,BNO|Taco|Elote|2 PC,FT BUENO,665.0000000000019,1143.2167249442953,10.020341405034797,3.2026254289300127,232.35,8072.03,171.91,1.51,34.94,1213.84,0.48
R-61877,BNO|Taco|Fried Chicken|2 PC,FT BUENO,610.0000000000019,1051.1437637070337,12.863439381533933,3.050180656553143,233.43,6689.34,172.32,2.11,38.27,1096.61,0.5
R-71310,BNO|Taco|Jackfruit Tinga|2 PC,FT BUENO,584.0000000000019,981.1507004830595,9.347163542022528,2.754457342293915,230.59,7748.1,168.01,1.6,39.48,1326.73,0.47
R-56711,BNO|Taco|Oceanwise prawn|2 PC,FT BUENO,625.0000000000019,1474.748117366124,10.028514413064164,2.600881047989237,244.39,7889.74,235.96,1.6,39.1,1262.36,0.42
R-68118,BNO|Taco|Pollo Asado|2 PC,FT BUENO,587.0000000000019,1182.58597073079,16.587034430972714,3.309282520753567,251.5,7495.51,201.46,2.83,42.84,1276.92,0.56
R-61835,BNO|Taco|Pork belly tajin|2 PC,FT BUENO,597.0000000000019,1355.5132523378952,15.323183968110822,3.658537575332014,307.81,9443.91,227.05,2.57,51.56,1581.89,0.61
R-35882,BNO|Taco|Sweet Potato|2pc,FT BUENO,615.0000000000019,846.9067809743519,8.22505228695775,2.5290324570448752,204.6,6274.06,137.71,1.34,33.27,1020.17,0.41
R-67696,BNO|Tajin Tots|SIDE,FT BUENO,231.0,145.54680000000002,1.1655,0.303,0.73,18.94,63.01,0.5,0.32,8.2,0.13
R-67821,BNO|Tofu Breakfast Scramble,FT GRILL BREAKFAST,260.0,319.8375378428876,1.8000934939375466,0.8694727511009345,11.97,550.13,123.01,0.69,4.6,211.59,0.33
R-71509,BNO|Tostada|Cauliflower Cevich,FT BUENO,164.0,254.81017363720687,2.6149388825267614,0.7758422970816314,55.56,1784.15,155.37,1.59,33.88,1087.9,0.47
R-67563,BNO|Tostada|Shrimp Ceviche,FT BUENO,164.0,1771.9332246482124,7.442229566385679,0.8762892520904447,140.66,5168.22,1080.45,4.54,85.77,3151.35,0.53
R-71474,BNO|VEG|Chimichanga|PLATE,FEAST,196.0,288.4783025030237,1.2942484689014062,0.6831365185701825,80.23,759.03,147.18,0.66,40.93,387.26,0.35
R-55811,BOX|BBQ Brisket + 2|ERP,SPECIALS,330.0,6636.79323459463,52.29329383108485,0.8169854831865734,267.41,9865.57,2011.15,15.85,81.03,2989.57,0.25
R-47095,BOX|BBQ Salmon + 2|ERP,SPECIALS,457.0,765.3788900394411,9.2273128462292,0.9964476480978888,173.5,1377.52,167.48,2.02,37.96,301.43,0.22
R-55816,BOX|Breakfast|ERP,SPECIALS,417.34021621360256,747.1983870740073,7.656520098565643,0.9965164449666513,82.54,3133.29,179.04,1.83,19.78,750.78,0.24
R-55812,BOX|Butternut Squash Chili|ERP,SPECIALS,430.0000054400009,3601.1288705440056,26.239948117405767,14.15238836085634,321.07,10612.0,837.47,6.1,74.67,2467.91,3.29
R-55817,BOX|Lunch|ERP,SPECIALS,465.69274061324427,313.13777919991816,2.989838843607284,0.16458416570022316,32.71,1259.17,67.24,0.64,7.02,270.39,0.04
R-55815,BOX|Sal Penne Cream Sauce|ERP,SPECIALS,1024.0,1190.7696061175598,13.242119368525636,1.9094494285319124,255.67,4557.34,116.29,1.29,24.97,445.05,0.19
R-55248,BOX|Spanish Cod+2|ERP,SPECIALS,660.0,1182.9758296013663,11.382468815043355,2.639572639002896,343.05,2449.33,179.24,1.72,51.98,371.11,0.4
R-55808,BOX|Vegetables & Guacamole|ERP,SPECIALS,296.72,145.00966221333857,1.989627689857937,0.22915262999207875,15.51,628.86,48.87,0.67,5.23,211.94,0.08
R-55806,BOX|Vegetables & Hummus|ERP,SPECIALS,326.72,263.0892583235409,2.248303397026623,1.1495112075958156,26.05,1402.69,80.52,0.69,7.97,429.32,0.35
R-55807,BOX|Vegetables & Tzaziki|ERP,SPECIALS,326.72,309.71610622761267,3.585587106907939,0.3610039126558692,32.94,1462.83,94.8,1.1,10.08,447.73,0.11
R-63582,BRKFST POTATO WEDGES,FT GRILL BREAKFAST,250.2,113.24705285714286,1.4191357142857142,0.0,0.74,22.23,45.26,0.57,0.3,8.88,0.0
R-48321,BRNCH|Eggs Benny|Blackstone,FT GRILL BREAKFAST,382.00001875000487,1327.1791435455052,17.503333217514726,2.556298090691173,224.4,7295.49,347.43,4.58,58.74,1909.81,0.67
R-67352,BRNCH|Eggs Benny|Classic Ham,BRUNCH,278.0000187500047,1082.0138208348824,14.461051898833404,2.146421094354178,185.73,5913.96,389.21,5.2,66.81,2127.32,0.77
R-67680,BRNCH|Eggs Benny|Roast Mushroo,FOOD - HOT,390.5000093750024,560.2142640196055,6.899844210189759,0.9726568168996412,70.45,2491.47,143.46,1.77,18.04,638.02,0.25
R-48357,BRNCH|Eggs Benny|Smk Salmon,FT GRILL BREAKFAST,266.0000187500047,837.6617221985185,11.239869929136434,1.512082291323879,160.81,4001.59,314.91,4.23,60.45,1504.36,0.57
R-48359,BRNCH|Eggs Benny|Spin &Feta,FT GRILL BREAKFAST,325.0000187500047,1098.730027731434,13.641741554005815,1.8358486805610785,184.95,7318.86,338.07,4.2,56.91,2251.96,0.56
R-64999,BRNCH|Eggs Benny|TMRW Sausage,FEAST,330.5000093750024,472.7364846922091,6.014822405838216,0.8340270693358097,62.1,2095.44,143.04,1.82,18.79,634.02,0.25
R-67182,BRNCH|Quiche|Beyond Sausage,FT GRILL BREAKFAST,326.0000000000015,948.2975834849523,10.234540040133803,1.842478642809349,153.56,5796.03,290.89,3.14,47.1,1777.92,0.57
R-64339,BROWNIE (HLCRST),FT BAKERY,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49
R-55677,BUTTERNUT SQUASH CHILI,FT HOMESKILLET,430.0000054400009,3601.1288705440056,26.239948117405767,0.0,321.07,10612.0,837.47,6.1,74.67,2467.91,0.0
R-56140,C19 SCHOLARS GENERAL,FEAST,308.0,799.6652457093021,4.639022438948922,0.0,154.01,2312.62,259.63,1.51,50.0,750.85,0.0
