PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom,GHG Emission (g),GHG Emission(g)/StdUom,N lost (g),N lost (g)/StdUom,Freshwater Withdrawals (ml),Freshwater Withdrawals (ml)/StdUom,Stress-Weighted Water Use (ml),Stress-Weighted Water Use (ml)/StdUom,Land Use (m^2),Land Use (m^2)/StdUom
P-56063,C19|Mac Chz mix,48.0,PTN,,3360.0,g,9606.18062938048,2.858982330172762,82.49934464858372,0.024553376383507058,1675705.2508213145,498.7218008396769,63396247.84884646,18867.93090739478,22.549214704631495,0.00671107580494985
P-56064,C19|Spinach Salad,1.0,PTN,,170.0,g,209.73699999999997,1.2337470588235293,1.6957,0.009974705882352941,26216.7,154.21588235294118,1218531.5,7167.832352941176,0.34469,0.002027588235294118
P-55760,C19|Spring Salad,2.5,Kg,,2500.0,g,999.175,0.39966999999999997,13.825000000000001,0.00553,115475.0,46.19,4688025.0,1875.21,3.1925,0.001277
P-55756,C19|Spring Slaw Dressed,2.2,Kg,,2200.0,g,3418.3917241219287,1.5538144200554223,33.963157336307866,0.015437798789230848,146801.1364918333,66.72778931446969,5655745.565929828,2570.7934390590126,11.184749145931015,0.005083976884514098
P-54710,CAULIFLOWER|TikkaMasala(Test),2.0,Kg,,2000.0,g,3533.298498013645,1.7666492490068224,20.884933310059758,0.010442466655029879,111201.40512484685,55.60070256242342,14588746.242486607,7294.373121243304,6.477160556710852,0.003238580278355426
P-54744,CHICKEN|RoastedCajunLeg ,7.5,Kg,,7500.0,g,46194.07000000001,6.159209333333334,1169.37,0.155916,3708120.0,494.416,3380420.0,450.72266666666667,122.883,0.0163844
P-50500,CHIFFONADE|Basil,190.0,g,,190.0,g,100.58,0.5293684210526316,1.58,0.00831578947368421,16260.0,85.57894736842105,587900.0,3094.2105263157896,0.23800000000000002,0.0012526315789473685
P-49181,CHILI|B-Nut Squash & Chipotle,14.0,Kg,,1920.0,g,18029.519052053973,9.39037450627811,128.26801786609394,0.06680625930525726,1330355.0971536231,692.893279767512,44972318.06116243,23423.082323522096,72.15273884417792,0.03757955148134266
P-24750,CHOPPED|Cilantro,0.5,Kg,,500.0,g,362.9049839090929,0.7258099678181857,5.7008339090909415,0.011401667818181882,58668.07554545487,117.33615109090974,2121215.351363648,4242.430702727296,0.8587332090909139,0.0017174664181818277
P-62139,CHOPPED|Cilantro|NEW,42.0,g,,42.0,g,39.91954823000022,0.9504654340476242,0.6270917300000035,0.01493075547619056,6453.488310000035,153.6544835714294,233333.68865000128,5555.56401547622,0.09446065300000052,0.002249063166666679
P-71534,CHOPPED|Manzanilla Olives,2.06,Kg,,2060.0,g,16012.772,7.773190291262137,0.568,0.0002757281553398058,902835.9999999999,438.2699029126213,69283788.0,33632.906796116506,75.85640000000001,0.036823495145631074
P-50428,CHOPPED|Mint & Cilantro,50.0,g,FOOD - GROCERY,50.0,g,51.23233215740761,1.0246466431481522,0.804802990740744,0.01609605981481488,8282.339638888921,165.64679277777842,299458.0242129641,5989.160484259282,0.12122981759259308,0.0024245963518518617
P-50680,CHOPPED|Turnip,420.0,g,,420.0,g,139.0148,0.3309876190476191,3.5866000000000002,0.00853952380952381,4494.6,10.701428571428572,17206.6,40.96809523809524,0.14528000000000002,0.00034590476190476195
P-7515,CK - PREP PUREE GINGER,2.5,Kg,PREP,2500.0,g,3125.149,1.2500596,18.083,0.0072331999999999995,23523.0,9.4092,96233.0,38.4932,12.5989,0.00503956
P-71168,Cocoa Ragout/Jpop,7.0,Kg,,7000.0,g,7549.272452,1.078467493142857,45.28382340071887,0.006469117628674125,343398.92830215394,49.056989757450566,11986013.65522087,1712.287665031553,37.391654319999994,0.005341664902857142
P-26022,COMPOTE|Apple,3.75,L,PREP,3750.0,ml,1447.973,0.38612613333333334,7.155,0.001908,291269.0,77.67173333333334,2597783.0,692.7421333333333,2.5195000000000003,0.0006718666666666668
P-50739,COMPOTE|Apple Cinnamon,2.5,L,PREP,2500.0,ml,1764.719,0.7058876000000001,8.893125000000001,0.0035572500000000005,354668.25,141.8673,3286771.5,1314.7086,2.9229999999999996,0.0011691999999999998
P-51191,COMPOTE|Blueberry,4.5,Kg,,4500.0,g,8734.041626100001,1.9408981391333335,14.40981225,0.0032021805,2024498.6963,449.8885991777778,81278959.5761,18061.991016911114,4.465947,0.0009924326666666667
P-70991,COMPOTE|Blueberry Basil,4.5,Kg,,4500.0,g,8563.179000000002,1.9029286666666672,14.705,0.003267777777777778,2027842.0,450.63155555555556,81420395.0,18093.42111111111,3.9834,0.0008852
P-26044,COMPOTE|Mixed Berry,3.3,L,PREP,3300.0,ml,4241.104000000001,1.2851830303030307,6.817500000000001,0.0020659090909090913,918344.0,278.28606060606063,36757573.5,11138.658636363636,2.3294,0.0007058787878787879
P-50633,COMPOTE|Peach,2.0,Kg,PREP,2000.0,g,859.0574,0.42952870000000004,2.92275,0.001461375,7566.7,3.78335,28992.4,14.4962,1.4795,0.0007397500000000001
P-50337,COMPOTE|Peach Rosemary,5.5,L,,5500.0,ml,2460.4525000000003,0.44735500000000006,14.035,0.002551818181818182,23792.5,4.325909090909091,124797.5,22.690454545454546,4.025250000000001,0.0007318636363636365
P-50622,COMPOTE|Raspberry Black Pepper,7.5,L,PREP,7500.0,ml,12792.552,1.7056736,14.04,0.001872,2047486.0,272.9981333333333,81531862.0,10870.914933333333,10.757,0.0014342666666666665
P-58949,COMPOTE|Strawberry,3.268,L,PREP,3268.0,ml,4241.104,1.2977674418604652,6.817500000000001,0.002086138310893513,918344.0,281.01101591187273,36757573.5,11247.727509179927,2.3294,0.0007127906976744186
P-26647,COOKED| Whole W Penne,9.072,Kg,PREP,9072.0,g,7009.793,0.7726844135802469,67.198,0.007407186948853615,1923210.0,211.99404761904762,58230926.0,6418.752865961199,22.675499999999545,0.002499503968253918
P-70781,COOKED|5 Spice Pork,8.0,Kg,,8000.0,g,102024.76368468467,12.753095460585584,1332.1645582120582,0.16652056977650728,18122179.155232154,2265.2723944040195,542874539.7207208,67859.31746509009,220.60768814968716,0.027575961018710897
P-55099,COOKED|6 oz Burger Patty,1.0,PTN,,170.0,g,7031.866028722971,41.36391781601748,56.016956578942576,0.3295115092878975,285131.25684778555,1677.242687339915,10422598.154124748,61309.40090661617,21.505367891112517,0.12650216406536774
P-32658,COOKED|Adobo Vegetables,4.5,Kg,ZDONT USE- MISC ,4500.0,g,3066.235911428571,0.6813857580952379,43.10569574603174,0.009579043499118164,239021.530984127,53.11589577425044,8601560.600952381,1911.4579113227514,8.88208495873016,0.001973796657495591
P-35823,COOKED|Aloo Gobi,11.0,Kg,PREP,11000.0,g,8704.84646356861,0.7913496785062373,90.48772579605263,0.00822615689055024,427760.64412500005,38.88733128409091,22334585.804732144,2030.4168913392857,17.928933376597744,0.0016299030342361584
P-51214,COOKED|Ancho Chicken|Batch,8.0,Kg,,8000.0,g,46508.56871428573,5.813571089285716,1170.8394285714285,0.14635492857142857,3839826.214285714,479.9782767857143,12350338.642857144,1543.7923303571429,125.38565714285714,0.015673207142857144
P-45068,COOKED|Babagaoush,1.0,L,,1000.0,ml,746.85835,0.74685835,0.193975,0.000193975,41256.45,41.256449999999994,3102421.25,3102.42125,3.4362600000000003,0.0034362600000000004
P-34084,COOKED|Bacon,20.0,g,PREP,20.0,g,560.3955,28.019775,7.5696,0.37848000000000004,103187.09999999999,5159.355,3091833.9,154591.695,1.1981399999999942,0.05990699999999971
P-51508,COOKED|Bacon|(2) Slice,2.0,slice,,57.0,g,560.3955,9.8315,7.569600000000001,0.13280000000000003,103187.09999999999,1810.3,3091833.9000000004,54242.700000000004,1.1981399999999942,0.0210199999999999
P-61011,COOKED|Beef Dip,4.5,Kg,,4500.0,g,206833.30509183672,45.96295668707483,1647.5173979591839,0.36611497732426307,8386080.734693877,1863.5734965986394,306545744.63265306,68121.27658503401,632.7026887755102,0.14060059750566892
P-71464,COOKED|Beef Souvlaki|SKEWER,120.0,each,,25200.0,g,5945.5001897021275,0.23593254721040188,40.033698459574474,0.0015886388277608918,202328.7109276596,8.028917100303952,7368095.351234042,292.38473616008105,19.521685988571427,0.0007746700789115645
P-68139,COOKED|Beyond Bratwurst,50.0,each,,5000.0,g,491.575,0.098315,6.640000000000001,0.0013280000000000002,90515.0,18.103,2712135.0,542.427,1.050999999999995,0.000210199999999999
P-51540,COOKED|Black Turtle Beans,3.0,Kg,,3000.0,g,1742.5142099999998,0.58083807,6.056975,0.0020189916666666667,4361.43,1.45381,48348.21,16.11607,13.144549999999999,0.0043815166666666665
P-37778,COOKED|Broccoli|SL,4.0,Kg,,4000.0,g,3308.2789079836734,0.8270697269959184,39.58743779591836,0.00989685944897959,278116.66386938776,69.52916596734694,12820139.512065306,3205.0348780163267,12.21838987755102,0.0030545974693877553
P-27198,Cooked|Brown Basmati ,10.0,Kg,,10000.0,g,13410.442100164286,1.3410442100164286,31.38515835357143,0.003138515835357143,7989727.274964285,798.9727274964285,30509271.297692858,3050.927129769286,12.625334437142858,0.0012625334437142857
P-9852,"COOKED|Butternut Squash|3/4""",1.7,Kg,,1700.0,g,1634.7115,0.961595,19.80375,0.011649264705882354,203514.5,119.71441176470589,7351211.5,4324.242058823529,4.713,0.0027723529411764706
P-26068,COOKED|Caramelized Onion,1.2,Kg,PREP,1200.0,g,3121.347714285714,2.601123095238095,34.567123015873015,0.028805935846560847,132006.49206349207,110.00541005291007,6419573.476190476,5349.644563492063,7.306329365079365,0.006088607804232804
P-32657,COOKED|Chicken Adobo ,13.4,Kg,ZDONT USE- MISC ,13400.0,g,90184.57825846155,6.730192407347877,2349.3458923076923,0.17532432032146958,7454722.16,556.3225492537314,8962904.535384616,668.8734727898967,232.33326153846153,0.01733830309988519
P-54703,COOKED|Chicken Souvlaki skewer,120.0,each,,24240.0,g,27261.582265227964,1.1246527337140249,701.242754668693,0.02892915654573816,2222802.86624924,91.69978821160231,2011202.2807902736,82.97039112171096,72.82700022857144,0.0030044142008486567
P-48870,COOKED|Chicken Stirfry ,6.3,Kg,,6300.0,g,44392.812000000005,7.046478095238096,1168.27,0.18543968253968254,3703996.0,587.935873015873,3343812.0,530.7638095238095,116.33999999999999,0.018466666666666666
P-57286,COOKED|Chicken Thigh,3.3,Kg,,3300.0,g,21998.000000000004,6.666060606060607,584.0,0.17696969696969697,1851500.0,561.060606060606,1667500.0,505.3030303030303,57.55,0.01743939393939394
P-51988,COOKED|Chicken Wings,40.0,PTN,,12500.0,g,48884.44444444445,3.910755555555556,1297.7777777777776,0.1038222222222222,4114444.4444444445,329.15555555555557,3705555.5555555555,296.44444444444446,127.88888888888887,0.01023111111111111
P-10873,COOKED|Chicken|Honey Sesame,5.13,Kg,PREP,5130.0,g,23886.365999999998,4.656211695906433,592.70475,0.11553698830409356,1935397.0,377.27037037037036,5251112.5,1023.6086744639376,62.67909999999997,0.012218148148148143
P-50854,COOKED|Chicken|Karaage,100.0,g,PREP,100.0,g,430.2505578604221,4.302505578604221,11.160725618224605,0.11160725618224605,35547.675548782834,355.4767554878283,53061.96799120404,530.6196799120404,1.1137558813317388,0.011137558813317388
P-51145,COOKED|Cod|Taco Meat,0.75,Kg,,750.0,g,5651.3475,7.53513,71.535,0.09537999999999999,1762935.0,2350.58,21420850.0,28561.133333333335,8.77925,0.011705666666666666
P-50795,COOKED|Corn,300.0,g,,300.0,g,408.86461103542234,1.3628820367847412,2.5300277020890105,0.008433425673630035,13428.123751135332,44.76041250378444,109564.21253405995,365.2140417801998,0.9458660990009082,0.003152886996669694
P-36061,COOKED|Cous-Cous|Citrus,6.0,Kg,PREP,6000.0,g,4980.086141769132,0.830014356961522,42.243299633393924,0.007040549938898987,1102133.8382455911,183.68897304093187,33909474.11576616,5651.5790192943605,16.720224265551554,0.0027867040442585925
P-50921,COOKED|Crispy Chickpea,2.6,Kg,,2600.0,g,10755.0956,4.136575230769231,34.5848,0.013301846153846154,25090.0,9.65,1812990.08,697.3038769230769,78.44295999999996,0.030170369230769215
P-46911,COOKED|Crispy Yam Chips,3500.0,g,,3500.0,g,3240.864,0.9259611428571428,38.032000000000004,0.010866285714285715,85320.0,24.377142857142857,2947043.2,842.0123428571429,8.894399999999944,0.002541257142857127
P-68084,COOKED|Cumin Lime Chicken,4.7,Kg,,4700.0,g,22419.041680000002,4.770008868085107,585.2793279999999,0.12452751659574465,1906738.308,405.68900170212765,5241045.94,1115.1161574468085,58.828709599999996,0.012516746723404255
P-52753,COOKED|EGG ALMOST ANYSTYLE,1.0,ea,,52.0,g,193.09445142857146,3.7133548351648358,3.0607928571428573,0.0588614010989011,31649.911428571428,608.6521428571428,931097.0942857143,17905.71335164835,0.39037571428571427,0.007507225274725275
P-56300,COOKED|Eggplant Parm,8.0,Kg,,8000.0,g,20748.729499999998,2.5935911874999995,236.483625,0.029560453125,3725094.0,465.63675,167719833.25,20964.97915625,32.331224999999854,0.0040414031249999816
P-62306,COOKED|Eggs|Hardboiled,30.0,each,,1500.0,g,5492.25,3.6615,91.8,0.0612,949350.0,632.9,27931500.0,18621.0,10.26,0.00684
P-26188,COOKED|Elbow Macaroni,2.0,lb,ZDONT USE OK - PREP,907.184,g,882.2361159531249,0.972499642799173,6.724991006250001,0.007413039698947513,191228.57224374998,210.79359010272447,5817624.946025,6412.8390117385225,3.1543623846874542,0.003477092171695548
P-33208,COOKED|French Fries|Batch,800.0,g,,800.0,g,535.0020571428572,0.6687525714285715,5.015714285714286,0.006269642857142857,5328.457142857143,6.660571428571428,276060.5714285715,345.07571428571435,1.0810285714285672,0.001351285714285709
P-56834,COOKED|Ginger Beef,3.0,Kg,,3000.0,g,52610.00375,17.53666791666667,416.945,0.13898166666666667,2124220.625,708.0735416666666,77382008.875,25794.002958333334,159.32725,0.05310908333333333
P-50250,COOKED|Honey Glaze Carrots,18.5,Kg,,18500.0,g,7491.692403628119,0.4049563461420605,159.68893424036278,0.008631834283262854,229558.0014741243,12.408540620222935,1426354.435714487,77.10023976835065,9.705749433106575,0.0005246351044922473
P-26229,COOKED|Lasagna Noodles,2.0,lb,ZDONT USE OK - PREP,907.184,g,1093.67841190625,1.2055750673581656,6.7368204125,0.0074260793978950254,192311.3780875,211.98718020544894,5819429.3456500005,6414.828023477046,4.090659889374955,0.004509184343391147
P-71468,COOKED|Latin American Chicken,1.0,Kg,PREP,1000.0,g,5116.524713949934,5.116524713949934,118.1815817902637,0.11818158179026371,435053.5999095791,435.0535999095791,4623239.046433806,4623.239046433807,13.758058640390232,0.013758058640390232
P-7093,COOKED|Mashed Potatoes,30.0,Kg,PREP,30000.0,g,59171.89880000001,1.972396626666667,333.1728,0.01110576,1097557.8080000002,36.58526026666667,168369970.544,5612.332351466666,64.4366,0.0021478866666666666
P-47324,COOKED|Meatball Blended,180.0,each,PREP,8465.0,g,190290.38956153844,22.47966799309373,1540.2847992307693,0.18195922022808853,8122867.514615384,959.5826951701575,294554963.68846154,34796.8061061384,6.385769846153846,0.0007543732836566859
P-41574,COOKED|Mexican Black Beans,30.0,L,PREP,30000.0,ml,11673.74,0.3891246666666667,99.55444444444444,0.0033184814814814813,627487.7777777778,20.91625925925926,40214373.333333336,1340.4791111111113,65.20122222222223,0.002173374074074074
P-37870,COOKED|Mushroom,6.0,Kg,,6000.0,g,5809.247208839286,0.968207868139881,88.40484905357144,0.014734141508928574,841589.9708392858,140.26499513988097,31045463.96089286,5174.243993482143,14.400737194642858,0.0024001228657738096
P-61947,COOKED|Mushroom Wellington,1.5,Kg,,1500.0,g,2124.476102857143,1.416317401904762,28.920229492063495,0.019280152994708998,342631.979968254,228.42131997883598,10777656.941904763,7185.104627936508,5.611811517460268,0.003741207678306845
P-50571,COOKED|Nasi Goreng ,3.5,Kg,,3500.0,g,5479.2666467713025,1.565504756220372,26.071953082331106,0.007449129452094602,1510321.061964709,431.5203034184883,8524089.60411173,2435.4541726033513,15.049888868325501,0.0042999682480930005
P-26384,COOKED|Navy Beans,4.717,Kg,PREP,4717.0,g,3588.73489038263,0.7608087535261034,16.078570585898916,0.003408643329637252,46838.59240619952,9.929741871146813,782107.785484393,165.80618729794213,26.372600872757427,0.00559096902114849
P-51522,COOKED|Onion Rings,800.0,g,,800.0,g,751.6005428571428,0.9395006785714286,7.933785714285714,0.009917232142857143,11371.342857142858,14.214178571428572,748469.6285714286,935.5870357142858,2.3961714285714146,0.002995214285714268
P-51533,COOKED|Pancetta,100.0,g,,100.0,g,1966.3,19.663,26.560000000000002,0.2656,362060.0,3620.6,10848540.0,108485.4,4.20399999999998,0.0420399999999998
P-42356,COOKED|Paneer|Tikka Masala,4.3,Kg,PREP,4300.0,g,11672.821860000002,2.7146097348837213,99.35418999999999,0.023105625581395346,1237310.448,287.7466158139535,72891065.424,16951.41056372093,15.93898399999995,0.0037067404651162676
P-26216,COOKED|Pasta|Penne|WW,2.9,Kg,PREP,2900.0,g,2612.1600000000003,0.900744827586207,22.22,0.007662068965517241,648940.0,223.77241379310345,19253910.0,6639.2793103448275,8.91799999999985,0.0030751724137930516
P-50497,COOKED|Pasta|Spag|WW,4.0,Kg,PREP,4000.0,g,3373.41,0.8433525,29.62,0.007405,868540.0,217.135,25674760.0,6418.69,11.362999999999799,0.0028407499999999497
P-52787,COOKED|Philly Steak Meat,4.5,Kg,,4500.0,g,207277.3452857143,46.06163228571429,1647.5685714285714,0.36612634920634923,8386352.285714285,1863.6338412698412,306548298.85714287,68121.84419047619,634.8016428571428,0.14106703174603175
P-37297,COOKED|Poached Egg,1.0,each,,50.0,g,183.07500000000002,3.6615,3.06,0.061200000000000004,31645.0,632.9,931050.0,18621.0,0.34199999999999997,0.00684
P-56249,COOKED|Polenta Fries,5.0,Kg,,5000.0,g,4458.051857862789,0.8916103715725577,27.482987365894974,0.005496597473178995,178890.593040655,35.778118608130995,6244878.130505364,1248.975626101073,13.303218872106156,0.002660643774421231
P-32692,COOKED|Pork Belly,2.95,Kg,PREP,2950.0,g,49833.600000000006,16.892745762711865,675.3067500000001,0.2289175423728814,9080028.625,3077.975805084746,272534450.625,92384.55953389831,106.08384999999947,0.03596062711864389
P-64521,COOKED|pork belly tajin|BNO,20.0,Kg,PREP,20000.0,g,286752.16036653385,14.337608018326693,3753.2944175312136,0.1876647208765607,51025517.63047974,2551.2758815239868,1528076984.3778605,76403.84921889302,612.5439940190645,0.030627199700953223
P-47227,COOKED|Protein|Risotto,75.0,g,,75.0,g,725.0966625,9.6679555,12.48159375,0.16642125,109038.3625,1453.8448333333333,2728888.5375,36385.1805,1.689737499999995,0.022529833333333266
P-7736,COOKED|Quinoa,5.4,Kg,PREP,5400.0,g,4435.5,0.8213888888888888,17.7,0.0032777777777777775,2031891.666666667,376.27623456790127,31690566.666666664,5868.623456790123,13.62,0.002522222222222222
P-55169,COOKED|Ravioli|MUSHROOM,9.072,Kg,PREP,9072.0,g,15666.93021495,1.7269543887731482,163.5056699,0.018023111761463845,3118789.6893,343.78193224206353,136327885.5532,15027.324245282187,0.448772585,4.946787753527337e-05
P-64358,COOKED|Ravioli|Squash,9.072,Kg,PREP,9072.0,g,7706.55521495,0.8494880087026014,74.0056699,0.008157591479276896,2116039.6892999997,233.24952483465606,64128885.5532,7068.880682671957,24.8987725849995,0.0027445736976410384
P-35141,COOKED|Rice n Beans (Test),2.0,L,,2000.0,ml,1251.6429,0.62582145,3.4888,0.0017444,316301.89999999997,158.15095,948493.1000000001,474.24655000000007,5.75603,0.002878015
P-26959,COOKED|Rice Noodle,2.3,Kg,,2300.0,g,5688.2360285714285,2.473146099378882,11.750857142857143,0.005109068322981366,3467941.2285714285,1507.8005341614905,10364942.485714285,4506.496732919254,5.198514285714283,0.0022602236024844707
P-51527,COOKED|Rice Vermicelli Noodles,1.8,Kg,,1800.0,g,2613.2725,1.4518180555555555,5.305,0.002947222222222222,1580587.5,878.1041666666666,4753043.0,2640.5794444444446,2.4984999999999973,0.001388055555555554
P-50698,COOKED|Rice|Brown,5.0,Kg,,5000.0,g,6336.25,1.26725,13.25,0.00265,3942250.0,788.45,11569000.0,2313.8,5.425,0.001085
P-26143,COOKED|Rice|Brown Basmati,4.536,Kg,PREP,4536.0,g,5727.97,1.2627799823633157,11.978,0.002640652557319224,3561774.0,785.223544973545,10456356.0,2305.1931216931216,4.9042,0.001081172839506173
P-41300,COOKED|Rice|Brown Calrose,2.5,Kg,PREP,2500.0,g,2534.5,1.0138,5.3,0.00212,1576400.0,630.56,4627100.0,1850.84,2.17,0.000868
P-35895,COOKED|Rice|Coconut Pilaf,5.0,Kg,PREP,5000.0,g,5717.479296283949,1.1434958592567899,16.317887224708326,0.0032635774449416653,3164938.7237448376,632.9877447489675,9610987.675095135,1922.197535019027,6.772118707100685,0.001354423741420137
P-50883,COOKED|Rice|Sushi,1.0,Kg,,1000.0,g,1092.7675000000002,1.0927675000000001,2.22125,0.00222125,631019.625,631.019625,1868708.875,1868.708875,0.897875,0.000897875
P-6975,COOKED|Rice|Whole Grain,9.0,Kg,,9000.0,g,11488.46036734694,1.276495596371882,23.899591836734697,0.002655510204081633,7093732.9387755105,788.1925487528345,20823318.530612245,2313.702058956916,9.992755102040817,0.0011103061224489797
P-50713,COOKED|Roasted Carrots ubc|SL,0.8,Kg,,800.0,g,498.1201428571429,0.6226501785714287,7.929285714285714,0.009911607142857142,10041.142857142857,12.551428571428572,39209.42857142857,49.011785714285715,1.2000714285714285,0.0015000892857142856
P-55813,COOKED|Salmon PTN,140.0,PTN,,31780.0,g,74199.2462199037,2.3347780434205063,1011.3026083467095,0.031821982641494946,22732192.231139645,715.2986856872135,122021796.5810594,3839.5782435827373,111.55131219903691,0.003510110516017524
P-66173,COOKED|Salsiccia ,9.2,Kg,,9200.0,g,113923.91975555556,12.383034756038647,1504.9223755555558,0.16357851908212565,20534789.186666667,2232.0423028985506,617529917.8222222,67122.81715458937,246.61406844444332,0.026805877004830794
P-55435,COOKED|Sambal Green Beans,8.0,Kg,,8000.0,g,16814.467999999997,2.1018084999999997,58.58302222222222,0.007322877777777777,3850.05,0.48125625,186917.75,23.36471875,126.77911555555556,0.015847389444444446
P-26792,COOKED|Scrambled Eggs|Batch,900.0,g,,900.0,g,3664.4915142857144,4.071657238095238,61.201928571428574,0.06800214285714286,632907.1142857143,703.2301269841271,18621062.942857143,20690.069936507934,6.848857142857143,0.00760984126984127
P-55452,COOKED|Shitake Mushrooms,2.0,Kg,,2000.0,g,2441.7619229574398,1.22088096147872,20.822540851196024,0.010411270425598012,130426.31640260952,65.21315820130476,5400112.807859584,2700.056403929792,9.647005281143208,0.004823502640571604
P-35689,COOKED|Sorghum,3.28,Kg,PREP,3280.0,g,2010.76,0.6130365853658537,8.024000000000001,0.0024463414634146342,924822.0000000001,281.95792682926833,14370087.999999998,4381.124390243902,6.1743999999999994,0.0018824390243902438
P-32676,COOKED|Spicy Dahl,4.0,Kg,PREP,4000.0,g,4475.710736499169,1.1189276841247922,23.55009821385671,0.005887524553464177,74834.43450409934,18.708608626024834,3991500.1360305226,997.8750340076307,23.731486362286823,0.005932871590571705
P-57372,COOKED|Steamed potato,9.0,Kg,,9000.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-51532,COOKED|Stirfry Beef,6.3,Kg,,6300.0,g,413687.4127755102,65.66466869452543,3295.0471938775513,0.5230233641075478,16772207.204081632,2662.255111758989,613091893.8979592,97316.17363459671,1265.4623163265308,0.20086703433754458
P-34121,COOKED|StirFryChicken,4.0,Kg,PREP,4000.0,g,22029.203887755106,5.507300971938776,584.0185969387755,0.1460046492346939,1851568.6020408163,462.8921505102041,1668106.948979592,417.026737244898,57.6354081632653,0.014408852040816326
P-45409,COOKED|Sushi Rice 2.0,6.0,Kg,,6000.0,g,10909.9983,1.81833305,27.9483,0.0046580499999999995,6334447.6,1055.7412666666667,19749009.0,3291.5015,9.01413,0.001502355
P-9857,COOKED|Sweet Potato ,15.876,Kg,,15876.0,g,7360.011479591837,0.4635935676235725,90.0409948979592,0.005671516433481935,178384.33673469388,11.236100827330176,683891.581632653,43.07707115348028,10.29384693877551,0.0006483904597364267
P-54705,COOKED|Tandoori Chkn Drums,11.0,Kg,,11000.0,g,45532.62327170239,4.139329388336581,1185.8315377738095,0.10780286707034632,3854022.2241785713,350.36565674350646,10795039.200773811,981.3672000703465,116.34245315833333,0.010576586650757575
P-54878,COOKED|Tater Tots|seasoned,1.9,Kg,,1900.0,g,1048.2362857142857,0.5517033082706767,10.050571428571429,0.005289774436090225,5426.285714285715,2.8559398496240602,158674.85714285713,83.51308270676691,2.166942857142857,0.0011404962406015035
P-50796,COOKED|Tofu|Bueno,150.0,g,,150.0,g,289.0423090909091,1.9269487272727273,0.9039818181818182,0.006026545454545455,2066.9454545454546,13.779636363636364,77346.92727272726,515.6461818181817,0.7123527272727271,0.004749018181818181
P-64359,COOKED|Tortellini,9.072,Kg,PREP,9072.0,g,7706.55521495,0.8494880087026014,74.0056699,0.008157591479276896,2116039.6893,233.2495248346561,64128885.5532,7068.880682671957,24.8987725849995,0.0027445736976410384
P-68210,COOKED|Turkey Parm,5.0,Kg,,5000.0,g,26332.40044821429,5.266480089642858,559.4639035119048,0.11189278070238097,2891253.067797619,578.2506135595238,75246214.30714287,15049.242861428575,55.41196177380952,0.011082392354761904
P-27418,COOKED|Turkey Sausage,1.0,ea,,120.0,g,329.9700824925207,2.7497506874376727,8.760002190000549,0.07300001825000457,27772.50694312674,231.4375578593895,25012.50625312657,208.43755210938806,0.863250215812554,0.00719375179843795
P-61968,COOKED|Tuscan Chicken|BATCH,1.2,Kg,,1200.0,g,18898.842561861547,15.749035468217956,211.72213691328264,0.1764351140944022,1128609.299893242,940.507749911035,66701765.72693727,55584.80477244773,29.74798209126263,0.024789985076052193
P-43929,COOKED|Udon Mushroom Mix,7.5,Kg,FEAST,7500.0,g,5677.680822057366,0.7570241096076488,66.4688749627755,0.0088625166617034,672031.6482565644,89.60421976754192,24671523.08406464,3289.5364112086186,16.615644203880613,0.0022154192271840816
P-44753,COOKED|Veg|Ginger Garlic Broc,1.0,Kg,,1000.0,g,1037.990281147541,1.037990281147541,14.29631967213115,0.01429631967213115,94044.58729508196,94.04458729508197,4328865.405983607,4328.865405983607,3.8340318032786884,0.0038340318032786883
P-53979,COOKED|Veggie Chow Mein,28.0,Kg,PREP,28000.0,g,27235.15482808667,0.9726841010030953,309.00560668026793,0.011035914524295283,5763553.614596289,205.84120052129603,183937525.283941,6569.197331569321,84.77069219532846,0.003027524721261731
P-26884,COOKED|Whole Grain Brown Rice,4.0,Kg,,4000.0,g,5073.4,1.2683499999999999,10.879174758119078,0.0027197936895297695,3152578.237866587,788.1445594666468,9300081.364218488,2325.020341054622,4.34,0.001085
P-66099,COOKED|Wild Rice,4.0,Kg,,4000.0,g,2564.4151428571427,0.6411037857142856,5.7566206030575255,0.0014391551507643814,1579271.8814623603,394.81797036559004,4702751.974660192,1175.687993665048,2.2585714285714285,0.0005646428571428571
P-46638,COOKED|Wild Rice & Long Grain ,3.5,Kg,,3500.0,g,2962.53,0.8464371428571429,14.780000000000001,0.004222857142857143,1606400.0,458.9714285714286,5556020.0,1587.4342857142858,2.941,0.0008402857142857142
P-55438,COOKED|WW Elbow Macaroni,9.09,Kg,PREP,9090.0,g,7004.445214949999,0.7705660302475247,67.1976699,0.0073924829372937284,1923207.6893,211.57400322332234,58230903.5532,6406.039994851485,22.649372584999544,0.0024916801523651865
P-26673,COOKED|WW Spaghetti,20.0,lb,PREP,9071.84,g,6998.233414949999,0.7714238142372439,67.13728590000001,0.007400625000000001,1921497.3532999998,211.80899942018377,58178591.0172,6413.097124420184,22.629421384999546,0.00249446874999995
