PrepId,Description,PakQty,PakUOM,InventoryGroup,StdQty,StdUom,GHG Emission (g),GHG Emission(g)/StdUom,N lost (g),N lost (g)/StdUom,Freshwater Withdrawals (ml),Freshwater Withdrawals (ml)/StdUom,Stress-Weighted Water Use (ml),Stress-Weighted Water Use (ml)/StdUom,Land Use (m^2),Land Use (m^2)/StdUom
P-64242,POP|Roasted Cashews,2.01,Kg,,2010.0,g,9248.735142857144,4.601360767590619,24.459285714285713,0.012168798862828713,3646951.1428571427,1814.40355366027,258731949.42857143,128722.36289978678,17.094571428571427,0.008504761904761904
P-58402,POP|Salted Caramel Apple bars,650.0,g,,650.0,g,2650.3180500000003,4.077412384615385,20.601875000000003,0.03169519230769231,292361.45,449.78684615384617,11798697.45,18151.84223076923,3.987099999999986,0.006133999999999979
P-52908,POP|Seared Albacore Tuna,9.0,Kg,,9000.0,g,1919.2014285714286,0.21324460317460317,0.29285714285714287,3.253968253968254e-05,1411.4285714285713,0.1568253968253968,13094.285714285714,1.454920634920635,8.800714285714285,0.0009778571428571427
P-52911,POP|Slaw Vin,1.5,L,,1500.0,ml,5834.539862857143,3.889693241904762,0.4266177142857144,0.00028441180952380957,318764.99485714285,212.50999657142856,24413867.58857143,16275.911725714286,27.351073828571426,0.01823404921904762
P-58335,POP|Squash&Spin Lasagna,2.195,Kg,,2195.0,g,12295.798403540783,5.601730479973022,126.03573715270184,0.05741947022902134,2067968.0340616347,942.1266669984668,104208127.89037645,47475.229107233004,16.489802969684,0.007512438710562187
P-65360,POP|Stuffed|Pork Loin,4.0,Kg,,4000.0,g,59188.192729064045,14.79704818226601,742.0570730706074,0.18551426826765186,10227416.29228243,2556.8540730706077,332674499.58949095,83168.62489737273,121.61474958949046,0.030403687397372616
P-64245,POP|Thai Pork Belly - Cooked,12.0,Kg,,12000.0,g,155552.525,12.962710416666667,1999.325,0.16661041666666668,27208212.5,2267.351041666667,814492737.5,67874.39479166667,325.07249999999846,0.02708937499999987
P-54688,"POP2|Asian Broth ""Gravy""",20.0,L,,20000.0,ml,4486.48,0.22432399999999997,68.25,0.0034125,477322.5,23.866125,15485002.5,774.250125,10.429,0.00052145
P-54693,POP2|Blanched Bean Sprouts,5.0,Kg,,5000.0,g,3132.0,0.6264,39.5,0.0079,292500.0,58.5,12437000.0,2487.4,11.5,0.0023
P-54663,POP2|Chocolate Ganache,6.0,Kg,,6000.0,g,2526.24,0.42103999999999997,3.201,0.0005335,42190.0,7.031666666666666,2970692.0,495.11533333333335,8.89799999999994,0.00148299999999999
P-54662,POP2|Chocolate Pate Brisee,3.8,Kg,,3800.0,g,11577.934399999998,3.046824842105263,31.76,0.008357894736842106,859889.6000000001,226.28673684210528,25826499.200000003,6796.447157894738,65.17743999999979,0.017151957894736787
P-54707,POP2|Chocolate Tart,40.0,piece,,5880.0,g,12819.327929284751,2.180157811102849,29.785574224021595,0.005065573847622721,2248003.367611336,382.3134978930844,140843103.59892038,23952.908775326596,46.73372815114696,0.007947912950875333
P-54658,POP2|Compressed Cucumber,3.5,Kg,,3500.0,g,5360.112999999999,1.531460857142857,31.092499999999998,0.008883571428571428,305001.5,87.14328571428571,10917595.5,3119.313,6.626,0.0018931428571428573
P-54661,POP2|Compressed Daikon,3.5,Kg,,3500.0,g,4879.527129411765,1.3941506084033612,35.98541176470589,0.010281546218487396,61266.00588235294,17.504573109243697,785844.9235294118,224.52712100840336,3.8406470588235297,0.0010973277310924372
P-54689,POP2|Crispy Lotus Root Garnish,700.0,g,,700.0,g,366.2515,0.5232164285714286,7.933750000000001,0.011333928571428573,10024.5,14.320714285714285,39001.5,55.71642857142857,0.475,0.0006785714285714286
P-54678,POP2|Edamame Spread,3.2,Kg,,3200.0,g,4349.333927710843,1.3591668524096385,14.805373493975905,0.00462667921686747,15444.0,4.82625,145530.0,45.478125,14.546163855421685,0.004545676204819276
P-54687,POP2|Glazed Oyster Mushroom,5.0,Kg,,5000.0,g,5332.25,1.06645,46.075,0.009215000000000001,423450.0,84.69,15067275.0,3013.455,10.195,0.002039
P-54700,POP2|Lemon Slice,2.0,Kg,,2000.0,g,985.5,0.49275,6.75,0.003375,93500.0,46.75,3363750.0,1681.875,1.05,0.0005250000000000001
P-54686,POP2|Nori Mash,24.0,Kg,,24000.0,g,12646.296000000013,0.5269290000000005,155.75660000000022,0.006489858333333342,543472.6000000018,22.644691666666745,19243318.00000007,801.8049166666697,21.715120000000027,0.0009047966666666678
P-54660,POP2|Pickle Syrup,4.0,L,,4000.0,ml,7199.9259999999995,1.7999815,6.885,0.00172125,40903.0,10.22575,1258691.0,314.67275,4.922000000000001,0.0012305000000000003
P-54665,POP2|Pralinee,3.9,Kg,,3900.0,g,11525.320000000002,2.9552102564102567,24.4,0.006256410256410256,3665280.0,939.8153846153846,258846460.0,66370.88717948718,18.142,0.004651794871794871
P-54668,POP2|Raspberry Crisp,500.0,g,,500.0,g,129.18,0.25836000000000003,0.81,0.0016200000000000001,1050.0,2.1,1410.0,2.82,0.213,0.000426
P-54669,POP2|Raspberry Gel,3.0,L,,3000.0,ml,1253.5,0.41783333333333333,2.7,0.0009000000000000001,9550.0,3.183333333333333,38300.0,12.766666666666667,1.905,0.000635
P-54691,POP2|Red Miso Mayo,4.6,L,,4600.0,ml,13086.1,2.844804347826087,4.175,0.0009076086956521738,280362.5,60.94836956521739,20318592.5,4417.085326086956,52.5599999999996,0.011426086956521652
P-54675,POP2|Rice Noodle Yield,10.8,Kg,,10800.0,g,15207.0,1.4080555555555556,31.8,0.0029444444444444444,9489400.0,878.6481481481482,27793600.000000004,2573.4814814814818,13.02,0.0012055555555555554
P-54674,POP2|Sunomono Juice,15.7,L,,15700.0,ml,21177.92,1.3489121019108279,2.295,0.00014617834394904457,48562.5,3.093152866242038,999992.5,63.693789808917195,2.6420000000000003,0.00016828025477707008
P-66098,POPAR|Corn & Wild Rice Salad,5.0,Kg,,5000.0,g,4399.251806813187,0.8798503613626374,26.156761886969576,0.0052313523773939155,1340239.3337585528,268.04786675171056,6678845.775134338,1335.7691550268676,6.411933953601952,0.0012823867907203906
P-53924,PORK|Jerk|FORMAL,4.0,Kg,,4000.0,g,49726.475291409224,12.431618822852306,664.9303584920681,0.166232589623017,9053887.998733684,2263.471999683421,271279153.80090576,67819.78845022644,107.06521771647,0.0267663044291175
P-53962,POWDER|Wild Rice|LWSTO,950.0,g,,950.0,g,2534.5,2.667894736842105,5.3,0.005578947368421052,1574900.0,1657.7894736842106,4625600.0,4869.0526315789475,2.17,0.002284210526315789
P-54455,PRAWNS|Fried|DNU,60.0,g,,60.0,g,1240.88770625,20.681461770833334,4.483890625,0.07473151041666666,95542.275,1592.37125,2908149.425,48469.15708333333,0.27013125,0.0045021875
P-61071,PRAWNS|Fried|HS,60.0,g,,60.0,g,1230.5195,20.508658333333337,4.5325,0.07554166666666666,85308.75,1421.8125,3257560.25,54292.67083333333,0.38339999999999547,0.006389999999999924
P-7135,PREP Basil Oil,4.5,L,,4500.0,ml,10317.970447755102,2.292882321723356,9.51715693877551,0.0021149237641723355,95844.92204081631,21.298871564625845,3352459.7489795918,744.9910553287982,48.915824163265306,0.01087018314739229
P-32131,PREP CHAMPAGNE VIN,1.1,L,,1100.0,ml,3169.11338992,2.8810121726545455,0.53090952,0.0004826450181818182,6843.102239999999,6.221002036363636,196591.0108,178.71910072727272,12.087252591999999,0.010988411447272726
P-12392,PREP COFFEE ,60.0,fl oz,,1774.41,ml,1497.640887229139,0.8440218930400184,0.39190497772500216,0.00022086495101188684,3378.554725275026,1.9040440063316968,214141.13018922525,120.68300459827506,1.9434048216350177,0.0010952400074588273
P-9764,PREP Red Pepper,9.28,lb,,4209.33376,g,2509.2255848,0.5961099137931034,39.4171448,0.009364224137931034,405647.3256,96.3685344827586,14666670.523999998,3484.3211206896544,5.93751928,0.0014105603448275861
P-50989,PREP| Cabbage Mix,2.0,Kg,,2000.0,g,1244.0,0.622,15.8,0.0079,109000.0,54.5,4966800.0,2483.4,4.6,0.0023
P-28759,PREP| Sliced|Roast Turkey 1kg,1.0,Kg,CK - FOOD,1000.0,g,5156.356866666667,5.156356866666667,130.89144444444443,0.13089144444444442,415299.93333333335,415.29993333333334,440093.81111111114,440.0938111111111,13.339555555555556,0.013339555555555556
P-53954,prep|acorn squash roasted|bowl,1.3,Kg,,1300.0,g,1209.4101836734694,0.9303155259026687,15.834795918367348,0.01218061224489796,162761.4693877551,125.20113029827314,5880489.265306123,4523.453281004709,3.2853775510204084,0.0025272135007849295
P-26517,PREP|Asian Coleslaw,0.9,Kg,PREP,900.0,g,5711.61775477254,6.346241949747267,8.622128825161488,0.00958014313906832,26879.90076976708,29.866556410852308,915324.5332091888,1017.027259121321,24.79694563529415,0.0275521618169935
P-34534,PREP|Basil Leaf,10.0,oz,,283.495,g,228.1114168,0.80464,3.5833768,0.01264,36877.029599999994,130.07999999999998,1333333.684,4703.2,0.5397744800000001,0.001904
P-7420,PREP|Broccoli Florets,19.0,Kg,,19000.0,g,15550.0,0.8184210526315789,197.5,0.010394736842105264,1362500.0,71.71052631578948,62085000.0,3267.6315789473683,57.5,0.0030263157894736843
P-46639,PREP|Brown rice|RTSBowls,5.0,Kg,,5000.0,g,6067.078625,1.213415725,13.688016481286354,0.002737603296257271,3158106.0226753624,631.6212045350725,9400514.326814607,1880.1028653629214,8.7578875,0.0017515775000000002
P-56683,PREP|Calzone|DOUGH,110.0,g,,110.0,g,167.475,1.5225,1.628,0.014799999999999999,46112.0,419.2,1410387.0,12821.7,0.5378999999999889,0.0048899999999999
P-50583,PREP|Capers|chopped,450.0,g,,450.0,g,527.6960784313726,1.172657952069717,3.3088235294117645,0.007352941176470588,4289.21568627451,9.531590413943354,5759.803921568628,12.799564270152505,0.8700980392156864,0.0019335511982570808
P-9721,PREP|Cauliflower Florets,1.0,Kg,,1000.0,g,678.5454545454546,0.6785454545454546,8.618181818181819,0.008618181818181818,59454.545454545456,59.45454545454545,2709163.6363636362,2709.163636363636,2.509090909090909,0.0025090909090909087
P-64724,PREP|cauliflowr|Tempura,750.0,g,,750.0,g,1304.0863636363638,1.7387818181818184,14.294545454545455,0.01905939393939394,257338.63636363635,343.1181818181818,8578355.90909091,11437.80787878788,4.4522727272726765,0.005936363636363569
P-23865,PREP|Cereal Oatmeal,2.25,L,,2250.0,ml,1726.2749999999999,0.7672333333333333,5.0625,0.00225,504224.99999999994,224.09999999999997,18343725.0,8152.766666666666,5.205,0.0023133333333333335
P-20368,PREP|Chard Processed,2.8,Kg,,2800.0,g,1866.0,0.6664285714285715,23.7,0.008464285714285714,163500.0,58.392857142857146,7450200.0,2660.785714285714,6.8999999999999995,0.002464285714285714
P-59591,PREP|Chiles|Stock,1.0,L,,1000.0,ml,230.99,0.23099,3.16,0.00316,34535.0,34.535,1177815.0,1177.815,0.4760000000000001,0.0004760000000000001
P-41913,PREP|chili oil|FLX,4.0,L,FEAST,4000.0,ml,13604.262,3.4010655,5.0200000000000005,0.001255,47246.0,11.8115,1532962.0,383.2405,65.15500000000002,0.016288750000000005
P-55973,PREP|Chocolate Pudding|Parfait,10.0,L,,10000.0,ml,75936.1859088,7.59361859088,698.48,0.06984800000000001,8048126.279200001,804.8126279200001,414927422.1984,41492.74221984,81.42258487999801,0.008142258487999801
P-48495,PREP|Cilantro|Minced,100.0,g,,100.0,g,72.58099678181857,0.7258099678181857,1.1401667818181882,0.011401667818181882,11733.615109090973,117.33615109090974,424243.0702727296,4242.430702727296,0.17174664181818278,0.0017174664181818277
P-52943,PREP|Cilantro|Sprig,50.0,g,,50.0,g,45.261,0.90522,0.711,0.01422,7317.0,146.34,264555.0,5291.1,0.1071,0.002142
P-41619,PREP|Cooked Quinoa,2.0,Kg,FOOD - GROCERY,2000.0,g,1527.5515,0.76377575,5.933750000000001,0.0029668750000000003,677199.5,338.59975,10564401.5,5282.20075,4.695,0.0023475
P-34666,PREP|Cooked Sausage,8.0,Kg,,8000.0,g,98315.0,12.289375,1328.0,0.166,18103000.0,2262.875,542427000.0,67803.375,210.199999999999,0.026274999999999875
P-55437,PREP|Corn & Beans,2.495,Kg,PREP,2495.0,g,2494.9708340388142,0.9999883102359977,14.15879542649539,0.005674867906410978,74706.01289146247,29.942289736057102,1414419.4460438744,566.9015815807112,9.69091622919104,0.003884134761198813
P-13648,PREP|Croutons,2.268,Kg,PREP,2268.0,g,1836.4940000000424,0.8097416225749746,13.497150000000412,0.00595112433862452,380933.1000000117,167.9599206349258,11644905.100000357,5134.437874779699,6.573870000000045,0.0028985317460317656
P-53616,PREP|Dice jalapenos,0.9,Kg,,900.0,g,502.90000000000003,0.5587777777777778,7.9,0.008777777777777778,81300.0,90.33333333333333,2939500.0,3266.1111111111113,1.1900000000000002,0.0013222222222222225
P-34535,PREP|Drain Artichokes,1.4,Kg,,1400.0,g,1217.018,0.8692985714285715,19.118,0.013655714285714285,196746.0,140.53285714285715,7113590.0,5081.135714285714,2.8798000000000004,0.0020570000000000002
P-14548,PREP|Dressing|Lemon Herb,1.0,L,,1000.0,ml,3009.564805298049,3.0095648052980493,1.2948000362880057,0.0012948000362880056,7446.60050265608,7.4466005026560795,218107.0180835229,218.10701808352292,9.736180005644801,0.009736180005644801
P-43435,PREP|Dressing|Red Thai,5.0,L,,5000.0,ml,7316.18,1.463236,1.8805,0.00037610000000000003,327531.0,65.5062,24538281.0,4907.6562,28.526999999999997,0.005705399999999999
P-32259,PREP|Egg Salad Mix,2.1,Kg,,2100.0,g,8023.0649250577535,3.820507107170359,124.81241227072282,0.05943448203367753,1288697.7499976,613.6655952369524,38055653.58326133,18121.739801553016,14.176631139681403,0.0067507767331816204
P-47149,PREP|Egg yolk|Seperated,17.0,g,,17.0,g,183.07500000000002,10.769117647058824,3.06,0.18,31645.0,1861.4705882352941,931050.0,54767.64705882353,0.34199999999999997,0.02011764705882353
P-44392,PREP|Eggs|poached,8.0,each,PREP,400.0,g,1851.92,4.6298,24.48,0.061200000000000004,273360.0,683.4,7468600.0,18671.5,2.7359999999999998,0.00684
P-56422,PREP|Fajita Veg ,2.0,Kg,,2000.0,g,947.9379819277108,0.47396899096385536,12.619509638554216,0.006309754819277108,119306.34096385541,59.65317048192771,5251902.668674698,2625.951334337349,2.3730013253012046,0.0011865006626506022
P-48489,PREP|Garlic Confit,1.0,Kg,PREP,1000.0,g,5206.875,5.206875,9.385000000000002,0.009385000000000001,4285.0,4.285,85950.0,85.95,24.3545,0.0243545
P-32664,PREP|Garlic Pita,1.0,each,ZDONT USE OK - PREP,61.0,g,159.0233767049356,2.6069406017202557,1.5222666916695835,0.024955191666714484,42333.07181652111,693.9847838773952,1302366.3431889967,21350.267921131093,0.5017667987627997,0.008225685225619667
P-7444,PREP|Garlic Puree,4.0,L,PREP,4000.0,ml,3923.88994,0.980972485,18.116884000000002,0.004529221000000001,5709.124,1.427281,142873.72,35.71843,17.0320188,0.0042580047
P-25107,PREP|Granola,35.0,Kg,,35000.0,g,74223.33,2.1206665714285715,181.809,0.0051945428571428575,19030194.0,543.7198285714286,1108827182.0,31680.776628571428,183.9261,0.005255031428571429
P-9733,PREP|Green Onion,3.946,Kg,,3946.0,g,90.44999547750024,0.02292194512861131,2.3699998815000063,0.0006006081808160178,569.9999715000015,0.1444500688038524,17099.999145000045,4.333502064115572,0.1589999920500004,4.029396656107461e-05
P-10113,PREP|Green Onion|Slice,1.0,Kg,,1000.0,g,38.084208622105365,0.03808420862210536,0.9978946869473709,0.000997894686947371,239.99998800000057,0.23999998800000058,7199.999640000018,7.199999640000018,0.06694736507368437,6.694736507368437e-05
P-58738,PREP|Gremolata Breadcrumb,210.0,g,PREP,210.0,g,451.2309242092145,2.148718686710545,4.220889130808928,0.020099472051471085,75510.6700177072,359.5746191319391,2492905.6761123748,11870.979410058928,0.909311148743107,0.004330053089252891
P-9745,PREP|Jumbo Onion,45.6,lb,,20683.7952,g,6837.899399999999,0.33059210526315785,179.16884,0.008662280701754385,43091.24,2.083333333333333,1292737.2,62.49999999999999,12.020188,0.0005811403508771929
P-46870,PREP|Lemon Zest|YIELD,1.5,g,PREP,1.5,g,33.11280529804885,22.075203532032564,0.22680003628800582,0.15120002419200387,3141.60050265608,2094.4003351040533,113022.0180835229,75348.01205568193,0.0352800056448009,0.0235200037632006
P-44585,PREP|Lime|WEDGE,8.0,piece,,84.0,g,26.411405546395162,0.3144214945999424,0.18090003798900797,0.0021535718808215233,2505.80052621811,29.83095864545369,90148.51893118897,1073.1966539427258,0.028140005909401238,0.0003350000703500147
P-14703,PREP|Mayo|Pesto,1.6,L,PREP,1600.0,ml,1830.0,1.14375,1.51875,0.00094921875,6050.625,3.781640625,256858.125,160.536328125,0.0,0.0
P-52702,PREP|Mint Leaf,600.0,g,,600.0,g,502.90000000000003,0.8381666666666667,7.9,0.013166666666666667,81300.0,135.5,2939500.0,4899.166666666667,1.1900000000000002,0.0019833333333333335
P-57227,PREP|Mirepoix,4.0,Kg,,4000.0,g,1865.358610707196,0.466339652676799,39.83169857956771,0.009957924644891926,151944.9728665055,37.98624321662638,5139850.305985144,1284.9625764962861,3.573449395667891,0.0008933623489169728
P-9744,PREP|Mushroom Sliced,0.9,Kg,,900.0,g,536.1407249466951,0.5957119166074389,8.422174840085288,0.00935797204453921,86673.77398720682,96.30419331911868,3133795.309168443,3481.9947879649367,1.2686567164179106,0.0014096185737976785
P-9743,PREP|Mushroom|Button,9.38,lb,,4254.69296,g,2281.114168,0.5361407249466951,35.833768000000006,0.008422174840085289,368770.296,86.67377398720681,13333336.84,3133.795309168443,5.397744800000001,0.0012686567164179106
P-66113,PREP|peeled sweet potato,2.0,Kg,,2000.0,g,734.8800000000001,0.36744000000000004,18.96,0.00948,23760.0,11.88,90960.0,45.48,0.768,0.000384
P-14696,PREP|Pepperoncini,32.0,oz,,907.184,g,502.90000000000003,0.5543528104552109,7.9,0.008708266459725921,81300.0,89.61798268047056,2939500.0,3240.246741565107,1.1900000000000002,0.001311751530009348
P-56949,PREP|Persiallde ,460.0,g,,460.0,g,2042.707,4.440667391304348,6.444,0.014008695652173914,249651.0,542.7195652173913,11317500.0,24603.260869565216,8.685099999999961,0.018880652173912958
P-5962,PREP|Pesto,20.0,L,PREP,20000.0,ml,25511.7765008,1.27558882504,87.35076079999999,0.00436753804,1410474.1776,70.52370888,77989465.104,3899.4732552,88.82174687999942,0.0044410873439999715
P-42499,PREP|Pickle Juice,1.0,L,,1000.0,ml,0.0,0.0,0.0,0.0,1000.0,1.0,1000.0,1.0,0.0,0.0
P-50584,PREP|Pickle|Chopped,1.0,Kg,,1000.0,g,838.1666666666667,0.8381666666666667,13.166666666666666,0.013166666666666667,135500.0,135.5,4899166.666666667,4899.166666666667,1.9833333333333334,0.0019833333333333335
P-6605,PREP|Pureed Garlic|USE ME,2.5,Kg,PREP,2500.0,g,3114.4799999999996,1.2457919999999998,18.083,0.0072331999999999995,5363.0,2.1452,139590.0,55.836,13.075600000000001,0.005230240000000001
P-10241,PREP|Red Pepper|Julienne,1.0,Kg,,1000.0,g,605.9036144578314,0.6059036144578314,9.518072289156626,0.009518072289156626,97951.80722891567,97.95180722891567,3541566.265060241,3541.5662650602408,1.433734939759036,0.001433734939759036
P-41573,PREP|Rice|Ancho Mixed,8.0,Kg,PREP,8000.0,g,14811.407259911894,1.8514259074889867,23.703,0.002962875,6315634.0,789.45425,18704791.0,2338.098875,26.552799999999998,0.0033190999999999997
P-55040,PREP|Rice|Citrus Tossed,5.0,Kg,,5000.0,g,6543.323610596099,1.3086647221192198,14.166100072576013,0.0028332200145152024,3950847.201005312,790.1694402010625,11942222.036167046,2388.444407233409,5.865060011289601,0.0011730120022579202
P-57038,PREP|Roast Turkey ,7.0,Kg,,7000.0,g,44487.767782857154,6.355395397551022,1169.2953734642856,0.16704219620918365,3727329.229982143,532.4756042831633,4805546.239196428,686.5066055994897,117.14083222857141,0.01673440460408163
P-50768,PREP|Salmon Dill|SL,2.25,Kg,,2250.0,g,12929.150142857143,5.746288952380953,177.7642857142857,0.0790063492063492,3971786.1428571427,1765.2382857142857,21945364.42857143,9753.495301587302,19.219071428571425,0.008541809523809523
P-46637,PREP|Sauteed Mushrooms|GRL,2.0,Kg,PREP,2000.0,g,2581.63682245614,1.29081841122807,33.841060771929826,0.016920530385964912,337793.392,168.896696,12204367.326666666,6102.183663333333,7.155048785964913,0.0035775243929824564
P-46869,PREP|Shallot Brunoise,0.85,Kg,,850.0,g,301.5,0.3547058823529412,7.9,0.009294117647058824,1900.0,2.235294117647059,57000.0,67.05882352941177,0.53,0.0006235294117647059
P-40584,PREP|Shallot Crispy,9.0,Kg,PREP,9000.0,g,4889.125371344702,0.5432361523716336,118.7965918087783,0.013199621312086478,34909.791305563325,3.8788657006181473,1309348.5661280402,145.48317401422668,9.3482476880067,0.0010386941875562999
P-46862,PREP|Slice|Roma,20.0,slice,PREP,454.0,g,314.7128,0.6932,3.5866000000000002,0.0079,34958.0,77.0,2034237.7999999998,4480.7,0.07264000000000001,0.00016
P-14697,PREP|Sliced Black olives,100.0,oz,,2834.95,g,1222.904,0.43136704351046756,7.668000000000001,0.0027048096086350736,9940.0,3.50623467786028,13348.0,4.70837228169809,2.0164,0.0007112647489373711
P-32151,PREP|Sliced Roma Tomato,20.0,slice,,300.0,g,314.7128,1.0490426666666668,3.5866000000000002,0.011955333333333333,34958.0,116.52666666666667,2034237.7999999998,6780.792666666666,0.07264000000000001,0.00024213333333333336
P-57639,PREP|Sliced|red Onion,1.0,Kg,,1000.0,g,427.75312499999995,0.42775312499999996,11.208124999999999,0.011208125,2695.625,2.695625,80868.75,80.86875,0.7519375,0.0007519375
P-28757,PREP|Sliced|Roast Beef 1kg,1.0,Kg,CK - FOOD,1000.0,g,49313.0439022381,49.31304390223811,392.26753780952384,0.39226753780952384,1996706.098,1996.706098,72987287.80914286,72987.28780914286,150.9815700047619,0.1509815700047619
P-53617,PREP|Small Dice|Red onion,1.0,Kg,,1000.0,g,427.75312499999995,0.42775312499999996,11.208124999999999,0.011208125,2695.625,2.695625,80868.75,80.86875,0.7519375,0.0007519375
P-32154,PREP|Smashed Chick Pea Filling,2.5,Kg,,2500.0,g,5763.037,2.3052148,21.098,0.0084392,4102.0,1.6408,122526.0,49.0104,39.2817,0.01571268
P-49035,PREP|smoothie|Strawberry Cupid,4.0,each,,350.0,g,2785.394430769231,7.958269802197803,14.804907692307692,0.042299736263736266,452424.47692307696,1292.6413626373628,23024621.707692306,65784.63345054945,3.130898461538462,0.008945424175824177
P-55037,PREP|Spice|Garam Masala,1.0,Kg,,1000.0,g,9370.3,9.370299999999999,6.75,0.00675,24900.0,24.9,220300.0,220.3,31.0,0.031
P-44649,PREP|Squash Roasted|Bowl,8.75,Kg,PREP,8750.0,g,5373.812591836735,0.6141500104956269,79.03239795918368,0.009032274052478135,813185.7346938775,92.93551253644314,29396764.63265306,3359.6302437317786,13.539938775510205,0.0015474215743440233
P-53906,PREP|Summer Roll,12.0,each,,835.0,g,945.0370720668321,1.1317809246309367,6.045786472702509,0.007240462841559891,441236.81791825866,528.427326848214,2450727.537507968,2935.003038931698,1.306801367655287,0.0015650315780302837
P-35881,PREP|Taco Sweet Potato,2.495,Kg,PREP,2495.0,g,1473.695872396938,0.590659668295366,26.974135426177572,0.010811276723918866,47732.168265858614,19.131129565474396,1071526.8947757585,429.4696973049132,3.0041580134524195,0.001204071348077122
P-61841,PREP|Tater tots,1.0,Kg,,1000.0,g,530.8706,0.5308706,6.4635,0.0064635,3403.8,3.4038000000000004,101447.6,101.44760000000001,0.7327999999999999,0.0007327999999999999
P-52703,PREP|Thai Basil Leaf,250.0,g,,250.0,g,228.3166,0.9132663999999999,3.5866000000000002,0.0143464,36910.2,147.64079999999998,1334533.0,5338.132,0.5402600000000001,0.0021610400000000004
P-51250,PREP|Tofu Cube|GZA,10.0,Kg,,10000.0,g,17542.0,1.7542,59.0,0.0059,66000.0,6.6,324000.0,32.4,41.4,0.00414
P-24696,PREP|Tomato slice-Yield,7.0,slice,,420.0,g,138.64000000000001,0.3300952380952381,1.58,0.003761904761904762,15400.0,36.666666666666664,896140.0,2133.6666666666665,0.032,7.61904761904762e-05
P-9778,PREP|Tomato|Processed,0.72,Kg,,720.0,g,693.2,0.9627777777777778,7.9,0.010972222222222223,77000.0,106.94444444444444,4480700.0,6223.194444444444,0.16,0.00022222222222222223
P-53277,PREP|Veg Stock,10.3,L,,10300.0,ml,932.679305353598,0.09055138886928137,21.353599294097105,0.0020731649800094275,90280.41144617653,8.765088489920052,2821664.1787177892,273.9479785162902,1.7867246978339455,0.0001734684172654316
P-55038,PREP|Veg|Masala Chickpea,5.0,Kg,,5000.0,g,11651.635,2.330327,34.876000000000005,0.006975200000000001,5078.0,1.0156,45012.0,9.0024,80.8641,0.016172819999999997
P-55042,PREP|Veg|Roasted Carrot,5.0,Kg,,5000.0,g,2026.6100000000001,0.405322,43.53150000000001,0.008706300000000002,54797.0,10.9594,211605.0,42.321,3.1781,0.00063562
P-17330,PREP|Veg|Roasted Sweet Pot,1.0,Kg,,1000.0,g,806.5565,0.8065565,7.54375,0.00754375,4094.5,4.0945,119231.5,119.2315,1.7265,0.0017265
P-55258,PREP|Whistle Cut|Carrot,11.26,Kg,,11260.0,g,3447.8120000000004,0.3062,88.954,0.007899999999999999,116474.0,10.34404973357016,431754.0,38.34404973357016,3.6032,0.00032
P-44335,PREP|White Bean Burrito Base,10.4,Kg,PREP,10400.0,g,15905.346923977646,1.5293602811516966,101.53265010473702,0.009762754817763175,508950.14245197945,48.93751369730572,21666558.788420923,2083.3229604250887,83.04632834476377,0.007985223879304209
P-51219,PTN|Quiche|Denver,1.0,PTN,,134.0,g,829.7486720408187,6.192154268961334,8.382351535336381,0.06255486220400285,128112.39709372702,956.0626648785599,5236942.550805008,39081.66082690305,1.55860805083143,0.011631403364413656
P-51220,PTN|Quiche|Ham & Cheese,1.0,PTN,,202.0,g,875.5618600000023,4.334464653465358,9.120150000000024,0.04514925742574269,141035.7800000006,698.1969306930723,5481240.020000019,27134.85158415851,1.6700599999999852,0.008267623762376164
P-42892,PTN|Quiche|Spinach Feta,1.0,each,,164.0,g,989.5673695238119,6.033947375145194,9.994663955026477,0.06094307289650291,151683.13582010646,924.8971696347954,6489792.587460336,39571.90602109961,1.751295965608452,0.010678633936636902
P-38314,PTN|Vegetarian Egg Roll|1 pc,1.0,ea,FEAST,50.0,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-26806,PTNlQuiche|Western,1.0,PTN,,192.0,g,863.1983876137459,4.49582493548826,9.306205683032486,0.048469821265794195,139248.4146217788,725.2521594884312,5037864.361510507,26238.876882867222,1.7505652366012578,0.009117527273964884
P-53970,PUMPKIN|Croquettes|STOLW,16.0,each,,2504.0,g,4138.355600000001,1.652697923322684,54.903499999999994,0.0219263178913738,833329.8,332.7994408945687,25660720.6,10247.891613418531,10.5914999999999,0.004229832268370567
P-26020,PUREE|Garlic|Kg - FT,2.5,Kg,PREP,2500.0,g,3114.4799999999996,1.2457919999999998,18.083,0.0072331999999999995,5363.0,2.1452,139590.0,55.836,13.075600000000001,0.005230240000000001
P-26626,PUREE|Garlic|LTR - FT,4.0,L,PREP,4000.0,ml,5543.939939999999,1.385984985,18.216884000000004,0.004554221000000001,6409.124,1.6022809999999998,149673.72,37.41843,24.947018800000002,0.0062367547
P-10496,PUREE|Ginger|Kg - FT,3.27,Kg,PREP,3270.0,g,3935.174,1.203417125382263,18.133,0.00554525993883792,23873.0,7.300611620795107,99633.0,30.46880733944954,16.5564,0.005063119266055046
