Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
G&G,Novelty,R-43024,G&G|Novelty|Popsicle|Minion,OK - GRAB & GO,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24,Green,Green
G&G,Novelty,R-37509,G&G|Novelty|Popsicle|SpongeBob,OK - GRAB & GO,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24,Green,Green
G&G,Novelty,R-30171,G&G|Novelty|Reese Cup,OK - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Novelty,R-29997,G&G|Novelty|Supersicle,OK - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Parfait Rasp Cheescake,R-48928,G&G|Parfait Rasp Cheescake,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-45712,G&G|Pot|Berries & Yogurt,PRODUCTION FOOD,1.0,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23,Yellow,Yellow
G&G,Pot,R-60806,G&G|Pot|Blood Orange Chia Pudd,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-30125,G&G|Pot|Blueberry Chia,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-37427,G&G|Pot|Blueberry Chia (Vegan),PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-52270,G&G|Pot|Cheese & Fruit,PRODUCTION FOOD,1.0,8.9104,0.0933,0.01046,1.56,80.46,891.04,9.33,156.0,8046.0,1.05,Red,Red
G&G,Pot,R-45724,G&G|Pot|Chia Matcha ,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-59928,G&G|Pot|Choc Banana Chia Puddi,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-52264,G&G|Pot|Crudite|Chipotle Humus,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-58249,G&G|Pot|Crudite|Yogurt Ranch,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-30012,G&G|Pot|Hazelnut Choco Parfait,PRODUCTION FOOD,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Pot,R-61519,G&G|Pot|Lemon Chia Pudding,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-58254,G&G|Pot|Mango Chia Pudding,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-45710,G&G|Pot|Mediterranean Salad,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Pot,R-37530,G&G|Pot|Overnight Oats,PRODUCTION FOOD,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Pot,R-41471,G&G|Pot|Pudding Chia|Vegan,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-45837,G&G|Pot|Pudding Mango,PRODUCTION FOOD,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07,Green,Green
G&G,Pot,R-46743,G&G|Pot|Pumpkin Pie Chia.,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-30155,G&G|Pot|Salt Caramel Parfait,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-41472,G&G|Pot|Salted Caramel Parfait,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-61005,G&G|Pot|Strawberry Chia Puddin,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-37733,G&G|Pot|Tropical Fruit.,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-47011,G&G|Pot|Tropical Yogurt,PRODUCTION FOOD,1.0,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23,Yellow,Yellow
G&G,Pot,R-49818,G&G|Pot|Wild Berry Parfait,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pretzel Crisps,R-52523,G&G|Pretzel Crisps|Original,OK - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Quiche Asst,R-60998,G&G|Quiche Asst,OK - GRAB & GO,355.3110000000015,1116.345837618623,12.258336573180102,0.0,194.68,6845.77,314.19,3.45,54.79,1926.7,0.0,Yellow,Yellow
G&G,Quiche,R-60540,G&G|Quiche|Broc Ched|Snowcap,OK - GRAB & GO,26.0,40.69565153061224,0.2320482993197279,0.14955481292517,2.56,124.75,156.52,0.89,9.85,479.81,0.58,Green,Green
G&G,Quiche,R-52699,G&G|Quiche|Broccoli Cheddar,OK - GRAB & GO,1.0,8.9104,0.0933,0.01046,1.56,80.46,891.04,9.33,156.0,8046.0,1.05,Red,Red
G&G,Quiche,R-52683,G&G|Quiche|Ham & Cheese,OK - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Quiche,R-60541,G&G|Quiche|Red Pepper|Snowcap,OK - GRAB & GO,26.0,31.78525153061224,0.1387482993197279,0.13909481292517,1.0,44.28,122.25,0.53,3.85,170.31,0.53,Green,Green
G&G,Ramen,R-51872,G&G|Ramen|Cabbage & Brocolli,OK - GRAB & GO,84.0,162.76,2.7032000000000003,0.484449999999994,31.14,794.17,193.76,3.22,37.07,945.44,0.58,Yellow,Yellow
G&G,Ramen,R-51874,G&G|Ramen|Cauli & Zucchini,OK - GRAB & GO,87.0,104.8357,1.057,0.325419999999994,26.61,823.36,120.5,1.21,30.59,946.39,0.37,Green,Green
G&G,Ramen,R-51873,G&G|Ramen|Green Onion & Corn,OK - GRAB & GO,82.0,103.8301,1.0493,0.319269999999994,26.55,814.91,126.62,1.28,32.38,993.79,0.39,Green,Green
G&G,Ramen,R-51871,G&G|Ramen|Peas & Carrots,OK - GRAB & GO,84.0,161.8068,2.6952000000000003,0.4949699999999936,30.75,774.46,192.63,3.21,36.61,921.98,0.59,Yellow,Yellow
G&G,Rice Bowl,R-58223,G&G|Rice Bowl|Pad Thai,OK - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-47458,G&G|Salad|Banana Nut Butter,PRODUCTION FOOD,1.0,11.4316,0.10035,0.01395,1.01,50.06,1143.16,10.04,101.0,5006.0,1.4,Red,Red
G&G,Salad,R-37429,G&G|Salad|Caesar Kale,PRODUCTION FOOD,234.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-37604,G&G|Salad|Caesar Kale Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-30123,G&G|Salad|Caesar Kale Romaine,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Salad,R-52539,G&G|Salad|Cauliflower Tabboule,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Salad,R-52265,G&G|Salad|Cobb Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52643,G&G|Salad|Cobb Vegetarian,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52266,G&G|Salad|Crunchy Kale Salmon,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-41475,G&G|Salad|Crunchy Salmon,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-41474,G&G|Salad|Fiesta Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52262,G&G|Salad|Fiesta Ensalada,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-53170,G&G|Salad|Med Chickpea Salmon,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-58253,G&G|Salad|Medit Chickpea Salmo,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-31133,G&G|Salad|Mediteranean Chopped,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-41473,G&G|Salad|Mediterran Chickpea,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-45734,G&G|Salad|Nicoise Tofu,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-30008,G&G|Salad|Strawberry Kale,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Salad,R-45735,G&G|Salad|Super Food Salmon,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Samosa,R-60856,G&G|Samosa|Asst,OK - GRAB & GO,150.0,11.68965,0.4519125,0.03449,1.59,74.13,7.79,0.3,1.06,49.42,0.02,Green,Green
G&G,Sand,R-47376,G&G|Sand|Bacon Cheddar Tomato,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-45719,G&G|Sand|Cheese & Ham,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-52540,G&G|Sand|Cranchier Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-37430,G&G|Sand|Egg Salad Russian,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-37325,G&G|Sand|Falafel Casata,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-37432,G&G|Sand|Salmon Salad.,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-58274,G&G|Sand|Tuscan Chicken,PRODUCTION FOOD,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Sand,R-48644,G&G|Sand|Veggie Delight,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sausage Roll,R-55617,G&G|Sausage Roll|Beef,OK - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Spread,R-58220,G&G|Spread|Almond Butter,OK - GRAB & GO,1.0,4.2854,0.0121999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69,Red,Red
G&G,Spread,R-30956,G&G|Spread|ButterMargarine|Ptn,OK - GRAB & GO,1.0,7.29125,0.050275,0.0135449999999999,0.54,27.5,729.12,5.03,54.0,2750.0,1.35,Red,Red
G&G,Spread,R-29804,G&G|Spread|Cream Cheese|Ptn,OK - GRAB & GO,1.0,8.9104,0.0933,0.01046,1.56,80.46,891.04,9.33,156.0,8046.0,1.05,Red,Red
G&G,Spread,R-31158,G&G|Spread|Jam & Peanut Butter,OK - GRAB & GO,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07,Green,Green
G&G,Spread,R-30005,G&G|Spread|Nutella|Ptn,OK - GRAB & GO,14.999999250000036,156.83999215800037,0.0404999979750001,1.0343999482800026,0.37,3.3,1045.6,0.27,2.47,22.0,6.9,Red,Red
G&G,Sushi,R-53441,G&G|Sushi|Mango Shrimp Roll,OK - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Toast Slice,R-31031,G&G|Toast Slice,OK - GRAB & GO,30.69000000000001,6.391962500000202,0.0621353333333352,0.0205298500000002,1.76,53.83,20.83,0.2,5.73,175.4,0.07,Green,Green
G&G,Veggie-Go,R-54635,G&G|Veggie-Go|Beet  Apple Cinn,OK - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Wrap Sticky Rice (1),R-60999,G&G|Wrap Sticky Rice (1),OK - GRAB & GO,230.00000000000205,733.9376000000088,7.896900000000091,0.0,230.17,3327.59,319.1,3.43,100.07,1446.78,0.0,Yellow,Yellow
G&G,Wrap,R-31942,G&G|Wrap|Beef,OK - GRAB & GO,1.0,15.614364,0.126436,0.0,0.79,27.91,1561.44,12.64,79.0,2791.0,0.0,Red,Red
G&G,Wrap,R-30169,G&G|Wrap|Beef|Simply Curry,OK - GRAB & GO,1.0,15.614364,0.126436,0.0,0.79,27.91,1561.44,12.64,79.0,2791.0,0.0,Red,Red
G&G,Wrap,R-39447,G&G|Wrap|Bkfstt|Ham & Cheese,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Wrap,R-39448,G&G|Wrap|Bkfstt|Mediterranean,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Wrap,R-29805,G&G|Wrap|Butter Chicken,OK - GRAB & GO,1.0,1.986875,0.038575,0.0,0.32,7.23,198.69,3.86,32.0,723.0,0.0,Yellow,Yellow
G&G,Wrap,R-30805,G&G|Wrap|Chickpea & Spinach,OK - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Wrap,R-30157,G&G|Wrap|Roast Beef & Cheddar,PRODUCTION FOOD,1.0,41.3463,0.3295,0.12645,1.68,61.31,4134.63,32.95,168.0,6131.0,12.65,Red,Red
G&G,Wrap,R-30115,G&G|Wrap|Roast Beef Blue Chees,PRODUCTION FOOD,1.0,41.3463,0.3295,0.12645,1.68,61.31,4134.63,32.95,168.0,6131.0,12.65,Red,Red
G&G,Wrap,R-34082,G&G|Wrap|Roast Vegetable Feta,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Wrap,R-61330,G&G|Wrap|Veggie|Simply Curry,OK - GRAB & GO,1.0,1.0127,0.0113499999999999,0.0,0.25,7.88,101.27,1.13,25.0,788.0,0.0,Green,Green
GARDEN VEGETARIAN BURGER,,R-63544,GARDEN VEGETARIAN BURGER,OK - GRILL KITCHEN DAY,395.0,378.864910123686,3.17874811967481,0.0,76.95,2866.68,95.92,0.8,19.48,725.74,0.0,Green,Green
GBL,Chicken Adobo Thigh Only,R-34067,GBL|Chicken Adobo Thigh Only,OK - GLOBAL KITCHEN ,340.0,2283.7400119402987,59.58579291044776,5.891064552238806,189.09,224.22,671.69,17.53,55.61,65.95,1.73,Red,Red
GBL,Pho Pork Belly & Noodle,R-45088,GBL|Pho Pork Belly & Noodle,OK - GLOBAL KITCHEN ,966.1878734425007,1915.8562957503157,21.83429627680306,3.0568824545454403,368.6,8459.19,198.29,2.26,38.15,875.52,0.32,Yellow,Yellow
GBL,Pho Veg Black Garlic Tofu,R-44861,GBL|Pho Veg Black Garlic Tofu,OK - GLOBAL KITCHEN ,866.1878734425007,490.8615900360297,2.8284856923874777,0.960688825488807,109.2,661.56,56.67,0.33,12.61,76.38,0.11,Green,Green
GBL,Rotini Bolognaise,R-50403,GBL|Rotini Bolognaise,OK - GLOBAL KITCHEN ,441.0,3955.7578471884135,31.33382077827196,12.00875653327801,216.43,7962.6,897.0,7.11,49.08,1805.58,2.72,Red,Red
GF MATCHA CHEESECAKE,,R-67608,GF MATCHA CHEESECAKE,GRAB AND GO COOLER RETAIL,1.0,8.9104,0.0933,0.01046,1.56,80.46,891.04,9.33,156.0,8046.0,1.05,Red,Red
GINGER ALE - DIET 500ml,,R-63879,GINGER ALE - DIET 500ml,BEVERAGE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
GLAZED,Carrots,R-64009,GLAZED|Carrots,OK - SIDES,160.0,64.53731808543237,1.4377205123490833,0.0836691842863271,2.14,21.28,40.34,0.9,1.34,13.3,0.05,Green,Green
GLB, Chicken Arrozcaldo,R-50478,GLB| Chicken Arrozcaldo,OK - GLOBAL KITCHEN ,310.0,1538.2587730122573,36.01857072637259,3.814414993593765,185.49,1185.01,496.21,11.62,59.84,382.26,1.23,Red,Red
GLB, Vegetarian Arroz Caldo,R-43683,GLB| Vegetarian Arroz Caldo,OK - GLOBAL KITCHEN ,465.0,403.6360026761056,3.768260619016852,0.7194438204943624,132.74,1230.08,86.8,0.81,28.55,264.53,0.15,Green,Green
GLB,Baby Shrimp Scampi,R-50454,GLB|Baby Shrimp Scampi,OK - GLOBAL KITCHEN ,437.0,2282.0063336144444,8.664717969728978,1.6114581788519935,173.42,6665.03,522.2,1.98,39.68,1525.18,0.37,Red,Yellow
GLB,Beef & Broccoli ,R-62165,GLB|Beef & Broccoli ,OK - GLOBAL KITCHEN ,144.0,1453.0799479192467,11.250088387974984,4.2911407015796,105.66,2365.18,1009.08,7.81,73.38,1642.49,2.98,Red,Red
GLB,Beef Rendang,R-54174,GLB|Beef Rendang,OK - GLOBAL KITCHEN ,229.0,3314.8128929276827,24.81277054352679,9.3841668793142,196.62,4815.65,1447.52,10.84,85.86,2102.9,4.1,Red,Red
GLB,Beef Vindaloo,R-36078,GLB|Beef Vindaloo,OK - GLOBAL KITCHEN ,662.0000000000005,5755.088908853644,45.53663178457407,16.867830103649155,382.51,10142.7,869.35,6.88,57.78,1532.13,2.55,Red,Red
GLB,Bibimbap2,R-54201,GLB|Bibimbap2,OK - GLOBAL KITCHEN ,789.0,4926.883292652585,39.03147594953406,14.04585082664041,407.14,9037.61,624.45,4.95,51.6,1145.45,1.78,Red,Red
GLB,BOWL,R-36582,GLB|BOWL|Chicken Nanban ,OK - GLOBAL KITCHEN ,533.0,1855.8754997429205,39.677902710425215,4.367387227092974,259.02,1255.9,348.19,7.44,48.6,235.63,0.82,Yellow,Yellow
GLB,Bowl,R-35896,GLB|Bowl|Havana,OK - GLOBAL KITCHEN ,390.5,1124.707805475585,15.199724018483224,3.566439655965863,121.93,722.43,288.02,3.89,31.22,185.0,0.91,Yellow,Yellow
GLB,Bowl,R-59582,GLB|Bowl|Havana|Tofu,OK - GLOBAL KITCHEN ,350.5,589.7342900151807,2.2651270771763627,1.9541410891768052,66.4,624.14,168.26,0.65,18.94,178.07,0.56,Green,Green
GLB,Bowl,R-35900,GLB|Bowl|Latino,OK - GLOBAL KITCHEN ,340.0,413.2338796610185,2.18896437011728,0.8842269046204562,101.58,5179.93,121.54,0.64,29.88,1523.51,0.26,Green,Green
GLB,Brussel Sprout Pasta,R-56895,GLB|Brussel Sprout Pasta,OK - GLOBAL KITCHEN ,337.0,697.801398171994,4.231230933976627,2.1353480661586466,99.94,4863.49,207.06,1.26,29.66,1443.17,0.63,Yellow,Yellow
GLB,Carbonara Rotini,R-50425,GLB|Carbonara Rotini,OK - GLOBAL KITCHEN ,419.025,1165.9703958265306,7.516242281632653,2.2886136889795736,92.05,5742.15,278.26,1.79,21.97,1370.36,0.55,Yellow,Yellow
GLB,Chicken Adobo,R-32750,GLB|Chicken Adobo,OK - GLOBAL KITCHEN ,363.0,1328.6530531913188,30.79002922493242,3.259531376500901,168.18,425.12,366.02,8.48,46.33,117.11,0.9,Yellow,Red
GLB,Chicken Kung Pao,R-29391,GLB|Chicken Kung Pao,OK - GLOBAL KITCHEN ,327.0,680.4248053155302,11.440882965191877,1.82290128252808,103.12,3506.39,208.08,3.5,31.54,1072.29,0.56,Yellow,Yellow
GLB,Chickpea Vindaloo,R-56827,GLB|Chickpea Vindaloo,OK - GLOBAL KITCHEN ,487.0000000000002,528.0331173288781,3.388105352732357,1.941089392802405,121.8,1980.77,108.43,0.7,25.01,406.73,0.4,Green,Green
GLB,Dan Dan Noodle,R-45419,GLB|Dan Dan Noodle|Pork,OK - GLOBAL KITCHEN ,305.0,605.3040239336405,7.266350680591644,1.555106824105133,105.83,3292.31,198.46,2.38,34.7,1079.45,0.51,Yellow,Yellow
GLB,Dan Dan Noodle,R-44866,GLB|Dan Dan Noodle|Tofu,OK - GLOBAL KITCHEN ,415.0,359.09122298836644,3.2422774647716097,1.141941123207289,52.98,1750.3,86.53,0.78,12.77,421.76,0.28,Green,Green
GLB,Fried Cauliflower Bowl,R-44362,GLB|Fried Cauliflower Bowl,OK - GLOBAL KITCHEN ,220.5,297.96677795297137,1.5117225316595095,1.2066963788141545,44.02,2565.22,135.13,0.69,19.96,1163.37,0.55,Green,Yellow
GLB,Ginger Beef,R-56835,GLB|Ginger Beef,OK - GLOBAL KITCHEN ,270.0,1932.8249652550185,14.877655132523556,5.551734504384671,155.84,3616.07,715.86,5.51,57.72,1339.29,2.06,Red,Red
GLB,Jambalaya,R-56993,GLB|Jambalaya,OK - GLOBAL KITCHEN ,272.0,937.2604682871792,9.969682215374258,1.1746248758419249,107.13,2517.75,344.58,3.67,39.39,925.64,0.43,Yellow,Yellow
GLB,Lamb Biryani,R-50422,GLB|Lamb Biryani,OK - GLOBAL KITCHEN ,385.0,5578.304460739537,30.42511433427592,18.41674102511977,221.9,782.55,1448.91,7.9,57.64,203.26,4.78,Red,Red
GLB,Massaman Curry,R-45426,GLB|Massaman Curry|Beef,OK - GLOBAL KITCHEN ,350.0,3904.8580206638094,28.362378472097365,10.73933948994601,245.07,6083.73,1115.67,8.1,70.02,1738.21,3.07,Red,Red
GLB,Miso Glazed Eggplant &Tofu,R-49250,GLB|Miso Glazed Eggplant &Tofu,OK - GLOBAL KITCHEN ,562.0,596.9172691645949,3.406122568954288,1.0309872316170945,126.41,1446.41,106.21,0.61,22.49,257.37,0.18,Green,Green
GLB,MonggoGuisado,R-51193,GLB|MonggoGuisado,OK - GLOBAL KITCHEN ,388.0,481.7012372926482,1.8603439258496413,1.6120338022586287,144.95,560.24,124.15,0.48,37.36,144.39,0.42,Green,Green
GLB,Pasta,R-50007,GLB|Pasta|Beef Stroganoff,OK - GLOBAL KITCHEN ,281.0,4245.88206945374,33.896677847169585,12.559605917015714,203.6,8011.53,1510.99,12.06,72.46,2851.08,4.47,Red,Red
GLB,PASTA,R-43686,GLB|PASTA|Pancetta & CHIX,OK - GLOBAL KITCHEN ,358.7205,1083.0825574482328,11.916168936577694,2.2396460509673903,95.66,4472.77,301.93,3.32,26.67,1246.87,0.62,Yellow,Yellow
GLB,Pasta,R-50356,GLB|Pasta|Pesto Cream Sauce,OK - GLOBAL KITCHEN ,608.0,614.0974161573622,4.890394202241172,2.094160439794992,98.32,3212.79,101.0,0.8,16.17,528.42,0.34,Green,Green
GLB,Pasta,R-50501,GLB|Pasta|West Coast Spaghetti,OK - GLOBAL KITCHEN ,310.5,908.1041214396628,4.973777506654836,0.7452434061668057,94.23,3629.64,292.47,1.6,30.35,1168.97,0.24,Yellow,Yellow
GLB,Poblano Pork Stew,R-68209,GLB|Poblano Pork Stew,OK - GLOBAL KITCHEN ,205.0,1063.3754789473005,12.739122319812845,2.105618305617932,180.58,4825.5,518.72,6.21,88.09,2353.9,1.03,Red,Red
GLB,Sesame Tofu & Broccoli,R-68202,GLB|Sesame Tofu & Broccoli,OK - GLOBAL KITCHEN ,207.0,222.9017479403097,1.0181750444213853,0.4409802080495791,54.56,545.91,107.68,0.49,26.36,263.72,0.21,Green,Green
GLB,Short Rib Pappardelle,R-56893,GLB|Short Rib Pappardelle,OK - GLOBAL KITCHEN ,323.0,2198.4929861989253,18.22135378519237,6.501181547851976,123.51,4597.94,680.65,5.64,38.24,1423.51,2.01,Red,Red
GLB,Soup,R-28260,GLB|Soup|Beef Pho,OK - GLOBAL KITCHEN ,338.5,6121.497318188463,47.94828337137689,18.283512324881823,357.3,9230.04,1808.42,14.16,105.55,2726.75,5.4,Red,Red
GLB,Soup,R-35819,GLB|Soup|ChickenDumpling ,OK - GLOBAL KITCHEN ,715.0,1368.736872881224,28.31332751046764,2.5805150130601446,220.36,1683.2,191.43,3.96,30.82,235.41,0.36,Yellow,Yellow
GLB,SOUP,R-50482,GLB|SOUP|Wor wonton,OK - SOUP ,417.0,1955.14454375,20.803418125,2.160149249999998,125.79,3132.71,468.86,4.99,30.17,751.25,0.52,Red,Yellow
GLB,Spaghetti & Meatballs,R-37093,GLB|Spaghetti & Meatballs,OK - GLOBAL KITCHEN ,432.0,4470.8791976757375,36.11826900226758,13.39671245691609,233.94,8631.92,1034.93,8.36,54.15,1998.13,3.1,Red,Red
GLB,Spaghetti Puttanesca,R-50694,GLB|Spaghetti Puttanesca,OK - GLOBAL KITCHEN ,181.0,261.181220260421,2.141060621067532,0.6642321093824297,42.87,1761.26,144.3,1.18,23.69,973.07,0.37,Green,Green
GLB,Spicy Eggplant & Basil,R-43691,GLB|Spicy Eggplant & Basil,OK - GLOBAL KITCHEN ,360.0,443.7158437183168,2.319849473650393,1.507542239791959,81.99,617.87,123.25,0.64,22.78,171.63,0.42,Green,Green
