Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
G&G,Croissant,R-13161,G&G|Croissant|Chocolate,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Croissant,R-54319,G&G|Croissant|Chocolate|Mini 6,GV - GRAB & GO,6.0,9.135,0.0888,0.0293399999999993,2.52,76.93,152.25,1.48,42.0,1282.17,0.49,Green,Yellow
G&G,Croissant,R-32328,G&G|Croissant|Ham & Cheese,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Croissant,R-30945,G&G|Croissant|Multigrain,GV - GRAB & GO,120.00000000000048,182.70000000000076,1.7760000000000074,0.5867999999999903,50.3,1538.6,152.25,1.48,41.92,1282.17,0.49,Green,Yellow
G&G,Croissant,R-13160,G&G|Croissant|Plain,GV - GRAB & GO,78.00001716000378,118.75502612610576,1.154400253968056,0.3814200839124106,32.7,1000.09,152.25,1.48,41.92,1282.17,0.49,Green,Yellow
G&G,Croissant,R-45798,G&G|Croissant|Spinach Pepper ,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Crudite & Hummus,R-56316,G&G|Crudite & Hummus|PV Made,GV - GRAB & GO,300.0,136.78771816545455,1.9340391501818184,0.2103923687636363,19.25,925.75,45.6,0.64,6.42,308.58,0.07,Green,Green
G&G,Cup,R-49558,G&G|Cup|Almond Unsalted,GV - GRAB & GO,236.588125,514.248,1.464,0.8304,218.8,15523.72,217.36,0.62,92.48,6561.5,0.35,Yellow,Red
G&G,Cup,R-48502,G&G|Cup|Banana Chips,GV - GRAB & GO,236.588125,49.805,0.189,0.1351,0.07,2.19,21.05,0.08,0.03,0.93,0.06,Green,Green
G&G,Cup,R-47325,G&G|Cup|Bob's|Oats Apple ,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-47112,G&G|Cup|Bob's|Oats Blueberry,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-47285,G&G|Cup|Bob's|Oats Classic,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-47111,G&G|Cup|Bob's|Oats Maple,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-52647,G&G|Cup|Cereal|Asst,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Cup,R-39831,G&G|Cup|Cereal|Corn Pops,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Cup,R-42300,G&G|Cup|Cereal|Frosted Flakes,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Cup,R-39840,G&G|Cup|Cereal|Fruit Loops,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Cup,R-39830,G&G|Cup|Cereal|Rice Krispies,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Cup,R-39829,G&G|Cup|Cereal|Special K,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Cup,R-48501,G&G|Cup|Chocolate Almond Bark,GV - GRAB & GO,236.588125,535.6750000000001,1.525,0.865,227.91,16170.54,226.42,0.64,96.33,6834.89,0.37,Yellow,Red
G&G,Cup,R-49419,G&G|Cup|Chocolate Raisins,GV - GRAB & GO,236.588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Cup,R-48467,G&G|Cup|Fruit Loop Medley,GV - GRAB & GO,236.588125,251.34500000000003,1.003,0.7717999999999999,115.1,1795.76,106.24,0.42,48.65,759.02,0.33,Green,Green
G&G,Cup,R-56030,G&G|Cup|Fruit|Dole Mango,GV - GRAB & GO,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07,Green,Green
G&G,Cup,R-48470,G&G|Cup|Mango Slice Dried,GV - GRAB & GO,236.588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Cup,R-39833,G&G|Cup|Oats GF|Blueberry,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-41891,G&G|Cup|Oats GF|Cranberry ,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-41892,G&G|Cup|Oats GF|Flax ,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-39837,G&G|Cup|Oats GF|Raisin Almond,GV - GRAB & GO,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Cup,R-13172,G&G|Cup|Oats|Asst,GV - GRAB & GO,1.0,2.3017,0.00675,0.00347,0.67,24.46,230.17,0.68,67.0,2446.0,0.35,Yellow,Yellow
G&G,Cup,R-48469,G&G|Cup|Pineapple Ring Dried,GV - GRAB & GO,236.588125,192.205,0.767,0.5902,88.02,1373.23,81.24,0.32,37.2,580.43,0.25,Green,Green
G&G,Cup,R-49560,G&G|Cup|Raw Energy Mix,GV - GRAB & GO,236.588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Cup,R-49421,G&G|Cup|Strawberries Dried,GV - GRAB & GO,236.588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Cup,R-48468,G&G|Cup|Yogurt Raisins,GV - GRAB & GO,236.588125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Cupcake,R-49932,G&G|Cupcake|Red Velvet (4),GV - GRAB & GO,4.0,6.09,0.0592,0.0195599999999996,1.68,51.29,152.25,1.48,42.0,1282.25,0.49,Green,Yellow
G&G,Cupcake,R-49931,G&G|Cupcake|Vanilla Bean (4),GV - GRAB & GO,4.0,6.09,0.0592,0.0195599999999996,1.68,51.29,152.25,1.48,42.0,1282.25,0.49,Green,Yellow
G&G,Cutlet,R-56092,G&G|Cutlet|Turkey (2 pc),GV - GRAB & GO,224.0,985.5104,26.1632,2.57824,82.95,74.7,439.96,11.68,37.03,33.35,1.15,Red,Red
G&G,Danish Asst,R-54463,G&G|Danish Asst|Mini (4),GV - GRAB & GO,4.0,6.09,0.0592,0.0195599999999996,1.68,51.29,152.25,1.48,42.0,1282.25,0.49,Green,Yellow
G&G,Donut,R-48482,G&G|Donut|Chocolate|Package,GV - GRAB & GO,14.0,21.315,0.2072,0.0684599999999985,5.87,179.5,152.25,1.48,41.93,1282.14,0.49,Green,Yellow
G&G,Donut,R-48484,G&G|Donut|Glazed|Package,GV - GRAB & GO,14.0,21.315,0.2072,0.0684599999999985,5.87,179.5,152.25,1.48,41.93,1282.14,0.49,Green,Yellow
G&G,Donut,R-48483,G&G|Donut|Powdered|Package,GV - GRAB & GO,16.0,24.36,0.2368,0.0782399999999984,6.71,205.15,152.25,1.48,41.94,1282.19,0.49,Green,Yellow
G&G,Egg Hard Boiled,R-38030,G&G|Egg Hard Boiled,GV - GRAB & GO,1.0,3.6615,0.0612,0.00684,0.63,18.62,366.15,6.12,63.0,1862.0,0.68,Yellow,Red
G&G,Energy Ball,R-41292,G&G|Energy Ball|Choco Peanut,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Energy Ball,R-41293,G&G|Energy Ball|Coconut Macada,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Energy Ball,R-41296,G&G|Energy Ball|Peanut Blast,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Fudge,R-49351,G&G|Fudge|Chocolate,GV - GRAB & GO,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24,Green,Green
G&G,Fudge,R-49352,G&G|Fudge|Vanilla Swirl,GV - GRAB & GO,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24,Green,Green
G&G,Gelato,R-42302,G&G|Gelato|Bar Asst,GV - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Gelato,R-42303,G&G|Gelato|Bliss Bar Asst,GV - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Gelato,R-41589,G&G|Gelato|Calipops Asst,GV - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Gelato,R-42301,G&G|Gelato|Cono Pallo,GV - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Gelato,R-42305,G&G|Gelato|Cups,GV - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Gelato,R-42304,G&G|Gelato|Sandwich  Asst,GV - GRAB & GO,1.0,4.0163,0.0162,0.0036899999999999,0.02,17.6,401.63,1.62,2.0,1760.0,0.37,Red,Yellow
G&G,Gouda Bombs (3),R-64336,G&G|Gouda Bombs (3)|HC,GV - GRAB & GO,3.0,26.7312,0.2799,0.03138,4.68,241.39,891.04,9.33,156.0,8046.33,1.05,Red,Red
G&G,Ham Plate,R-56476,G&G|Ham Plate|Tv Dinner,GV - GRAB & GO,310.0,1230.973237243948,14.85265629062874,2.4619237314305367,287.66,6079.36,397.09,4.79,92.79,1961.08,0.79,Red,Red
G&G,HMR,R-58209,G&G|HMR|Paneer Cauliflower ,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,HMR,R-58211,G&G|HMR|Spaghetti Meatball,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Homestyle,R-39818,G&G|Homestyle|Brownie 2-Bite ,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Homestyle,R-41894,G&G|Homestyle|Macaroon 2-Bite,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Homestyle,R-41893,G&G|Homestyle|Macaroon Choc ,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Jamaican Patty,R-54465,G&G|Jamaican Patty|Mild,GV - GRAB & GO,1.0,41.3463,0.3295,0.12645,1.68,61.31,4134.63,32.95,168.0,6131.0,12.65,Red,Red
G&G,Jamaican Patty,R-54464,G&G|Jamaican Patty|Spicy,GV - GRAB & GO,1.0,41.3463,0.3295,0.12645,1.68,61.31,4134.63,32.95,168.0,6131.0,12.65,Red,Red
G&G,JB,R-59344,G&G|JB|butter chicken,GV - GRAB & GO,402.5,1552.1996213106684,15.311174621559212,2.6581562790287263,162.21,4667.14,385.64,3.8,40.3,1159.54,0.66,Red,Yellow
G&G,JB,R-65508,G&G|JB|Palak Paneer,GV - GRAB & GO,402.5,1398.6615646563955,13.34181663319105,1.7850911805470235,306.89,10887.82,347.49,3.31,76.25,2705.05,0.44,Yellow,Red
G&G,Lamontagne,R-56010,G&G|Lamontagne|Almond,GV - GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Lamontagne,R-55996,G&G|Lamontagne|Cafe Almond,GV - GRAB & GO,1.0,4.2854,0.0121999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69,Red,Red
G&G,Lamontagne,R-56011,G&G|Lamontagne|Coconut,GV - GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Lamontagne,R-56001,G&G|Lamontagne|Cranberry,GV - GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Lamontagne,R-56003,G&G|Lamontagne|Pistachio,GV - GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Lamontagne,R-56002,G&G|Lamontagne|Raisin,GV - GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Lasagna Meat,R-54672,G&G|Lasagna Meat|Package,GV - GRAB & GO,193.56481481481603,1932.9230038817784,16.519966706552808,5.141496670797751,145.12,6312.39,998.59,8.53,74.97,3261.12,2.66,Red,Red
G&G,Lasagna Vegetable,R-54673,G&G|Lasagna Vegetable|Package,GV - GRAB & GO,250.0,712.460059214211,7.292841863672051,1.094074349759908,114.72,5582.27,284.98,2.92,45.89,2232.91,0.44,Yellow,Yellow
G&G,Mac & Cheese,R-54763,G&G|Mac & Cheese|Packaged,GV - GRAB & GO,357.1428571428572,284.30325844276666,2.8552930827704195,0.5936744451590147,61.88,2467.31,79.6,0.8,17.33,690.85,0.17,Green,Green
G&G,Macarons (4),R-49027,G&G|Macarons (4),GV - GRAB & GO,4.0,6.09,0.0592,0.0195599999999996,1.68,51.29,152.25,1.48,42.0,1282.25,0.49,Green,Yellow
G&G,Macarons (8),R-49122,G&G|Macarons (8),GV - GRAB & GO,8.0,12.18,0.1184,0.0391199999999992,3.35,102.57,152.25,1.48,41.88,1282.12,0.49,Green,Yellow
G&G,Meatball & Spaghetti,R-54671,G&G|Meatball & Spaghetti|Pack,GV - GRAB & GO,445.1385,1621.5955470871536,19.840837736115382,3.3057259907538263,293.55,9977.38,364.29,4.46,65.95,2241.41,0.74,Yellow,Red
G&G,Mini Choco Cake 6,R-54798,G&G|Mini Choco Cake 6|Uncle Ed,GV - GRAB & GO,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
G&G,Mix Peanut Butter ChoclDIY,R-54320,G&G|Mix Peanut Butter ChoclDIY,GV - GRAB & GO,1000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.1,0.1,0.0,Green,Green
,,R-54789,G&G|Muffin|English,FOOD,75.0000187500047,114.18752854688216,1.1100002775000697,0.3667500916875154,31.44,961.63,152.25,1.48,41.92,1282.17,0.49,Green,Yellow
G&G,Muffin,R-20319,G&G|Muffin|English,GV - GRAB & GO,113.0000000000012,172.0425000000018,1.672400000000018,0.5525699999999945,47.37,1448.85,152.25,1.48,41.92,1282.17,0.49,Green,Yellow
G&G,Pack,R-56303,G&G|Pack|Cereal|Kellogg's Fun,GV - GRAB & GO,1.0,1.4785,0.0059,0.00454,0.68,10.56,147.85,0.59,68.0,1056.0,0.45,Green,Green
G&G,Parfait Rasp Cheescake,R-48912,G&G|Parfait Rasp Cheescake,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pizza Pretzel,R-64388,G&G|Pizza Pretzel|HC,GV - DESSERT,80.0,121.8,1.184,0.391199999999992,33.54,1025.74,152.25,1.48,41.92,1282.18,0.49,Green,Yellow
G&G,Pizza,R-56091,"G&G|Pizza|6"" Asst",GV - GRAB & GO,1.0,9.628858,0.12411,0.0186967999999999,1.76,60.01,962.89,12.41,176.0,6001.0,1.87,Red,Red
G&G,Popcorn,R-54459,G&G|Popcorn|Butter Sea Salt,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Popcorn,R-54458,G&G|Popcorn|Dill Pickle,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Popcorn,R-54460,G&G|Popcorn|Sea Salt,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Popcorn,R-54461,G&G|Popcorn|White Cheddar,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-45983,G&G|Pot|Beans & Corn,PRODUCTION FOOD,1.0,1.6776,0.0059,0.01295,0.0,0.0,167.76,0.59,0.0,0.0,1.3,Green,Green
G&G,Pot,R-33937,G&G|Pot|Blueberry Chia,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-45938,G&G|Pot|Chia Matcha ,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-66134,G&G|Pot|Chia Pudding|Lemon Cur,PRODUCTION FOOD,1.0,4.2854,0.0121999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69,Red,Red
G&G,Pot,R-38984,G&G|Pot|Classic Hummus (Vegan),PRODUCTION FOOD,1.0,1.6776,0.0059,0.01295,0.0,0.0,167.76,0.59,0.0,0.0,1.3,Green,Green
G&G,Pot,R-47007,G&G|Pot|Crudite|Chipotle Humus,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-50345,G&G|Pot|Crudite|Ranch Dressing,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Pot,R-54313,G&G|Pot|Eggnog Chia,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-67343,G&G|Pot|Key Lime Chia,PRODUCTION FOOD,1.0,4.2854,0.0121999999999999,0.00692,1.82,129.36,428.54,1.22,182.0,12936.0,0.69,Red,Red
G&G,Pot,R-45940,G&G|Pot|Mediterranean Salad,PRODUCTION FOOD,1.0,0.5029,0.0079,0.00119,0.08,2.94,50.29,0.79,8.0,294.0,0.12,Green,Green
G&G,Pot,R-45939,G&G|Pot|Over night Quinoa,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-38096,G&G|Pot|Overnight Oats,PRODUCTION FOOD,1.0,2.3017,0.00675,0.00694,0.67,24.46,230.17,0.68,67.0,2446.0,0.69,Yellow,Yellow
G&G,Pot,R-37723,G&G|Pot|Pudding Chia,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-66133,G&G|Pot|Pudding Mango,PRODUCTION FOOD,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07,Green,Green
G&G,Pot,R-47008,G&G|Pot|Pumpkin Pie Chia,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-33924,G&G|Pot|Salted Caramel Parfait,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-52646,G&G|Pot|Seasonal Berry Yogurt,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-65467,G&G|Pot|Seasonal Fruit Cup,PRODUCTION FOOD,1.0,0.4306,0.0027,0.00071,0.0,0.0,43.06,0.27,0.0,0.0,0.07,Green,Green
G&G,Pot,R-37733,G&G|Pot|Tropical Fruit.,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-47011,G&G|Pot|Tropical Yogurt,PRODUCTION FOOD,1.0,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23,Yellow,Yellow
G&G,Pot,R-55089,G&G|Pot|Valentines Chia,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-49818,G&G|Pot|Wild Berry Parfait,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Pot,R-46442,G&G|Pot|Wild Berry Yogurt,PRODUCTION FOOD,1.0,2.9782,0.02607,0.00226,0.26,13.0,297.82,2.61,26.0,1300.0,0.23,Yellow,Yellow
G&G,Potstickers (6),R-65544,G&G|Potstickers (6),GV - GRAB & GO,66.0,6.0762,0.4731,0.0,2.72,115.38,9.21,0.72,4.12,174.82,0.0,Green,Green
G&G,Pretzel,R-48486,G&G|Pretzel|Chocolate Caramel,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
G&G,Protein,R-55998,G&G|Protein|Pork Cutlet,GV - GRAB & GO,145.0000287500072,1130.6227826556958,15.294936943000955,2.41730060432514,208.28,6241.8,779.74,10.55,143.64,4304.69,1.67,Red,Red
G&G,Pudding,R-56041,G&G|Pudding|Hunts Chocolate,GV - GRAB & GO,1.0,10.456,0.0027,0.06896,0.02,0.22,1045.6,0.27,2.0,22.0,6.9,Red,Red
G&G,Pudding,R-56014,G&G|Pudding|Hunts Vanilla,GV - GRAB & GO,1.0,1.6414,0.0,0.00239,0.01,0.07,164.14,0.0,1.0,7.0,0.24,Green,Green
G&G,Quiche Breakfast,R-54859,G&G|Quiche Breakfast|Asst,GV - GRAB & GO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Roast beef,R-51179,G&G|Roast beef|Tv Dinner,GV - GRAB & GO,310.0,6611.668764601811,52.05126467060235,20.59599305332308,262.26,9579.13,2132.8,16.79,84.6,3090.04,6.64,Red,Red
G&G,Rotini & Veggie Pesto,R-54764,G&G|Rotini & Veggie Pesto,GV - GRAB & GO,385.0,329.9298235688656,3.1656499696640243,1.1075432454303942,52.24,1755.13,85.7,0.82,13.57,455.88,0.29,Green,Green
G&G,Rotini Veggie SunDry Pesto,R-55319,G&G|Rotini Veggie SunDry Pesto,GV - GRAB & GO,455.0,337.9696815118971,3.706064618449962,1.0474883921413587,64.79,2151.51,74.28,0.81,14.24,472.86,0.23,Green,Green
G&G,Salad Asian,R-54251,G&G|Salad Asian|D19,SPECIALS,175.0,201.71261875,1.45685625,0.3986884375,38.83,2483.68,115.26,0.83,22.19,1419.25,0.23,Green,Green
G&G,Salad,R-37735,G&G|Salad|Caesar Kale,PRODUCTION FOOD,234.000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-38022,G&G|Salad|Caesar Kale Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-55972,G&G|Salad|Caprese,GV - GRAB & GO,102.0,451.4156888888888,4.188761111111111,0.6759011111111112,68.08,3567.83,442.56,4.11,66.75,3497.87,0.66,Red,Red
G&G,Salad,R-52644,G&G|Salad|Cobb Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52643,G&G|Salad|Cobb Vegetarian,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52648,G&G|Salad|Crunchy Kale,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52649,G&G|Salad|Crunchy Kale Salmon,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-38105,G&G|Salad|Fiesta Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-38097,G&G|Salad|Fiesta Ensalada,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-37740,G&G|Salad|Med Chickpea Chicken,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-52669,G&G|Salad|Med Chickpea Salmon,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-37736,G&G|Salad|Mediterran Chickpea,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-37737,G&G|Salad|Nicoise Tofu,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Salad,R-56347,G&G|Salad|Pasta,GV - GRAB & GO,227.0,592.5072045333559,2.465639794250692,2.4917403645106684,44.61,1386.76,261.02,1.09,19.65,610.91,1.1,Yellow,Yellow
G&G,Salad,R-56294,G&G|Salad|Wakame,GV - GRAB & GO,140.0,126.049295,1.229485,0.2454307499999999,35.16,2149.61,90.04,0.88,25.11,1535.44,0.18,Green,Green
G&G,Salmon,R-56392,G&G|Salmon|Tv Dinner,GV - GRAB & GO,290.0,989.782677733401,11.666456821564442,1.469053923357675,342.92,1912.97,341.3,4.02,118.25,659.64,0.51,Yellow,Yellow
G&G,Sand,R-37728,G&G|Sand|Bacon Cheddar Tomato,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
G&G,Sand,R-37732,G&G|Sand|Cheese & Ham,PRODUCTION FOOD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Green,Green
