Category,Displayed Name,ProdId,Description,SalesGroup,Weight (g),GHG Emission (g),N lost (g),Land Use (m^2),Freshwater Withdrawals (L),Stress-Weighted Water Use (L),GHG Emission (g) / 100g,N lost (g) / 100g,Freshwater Withdrawals (L) / 100g,Stress-Weighted Water Use (L) / 100g,Land Use (m^2) / 100g,GHG Only Label,Combined Label
FLX,Bao,R-61975,FLX|Bao|Mushroom|x2|+1,GV FLEX BAO,352.0,321.5588123911039,1.760426753590894,0.7648856751743027,63.92,551.43,91.35,0.5,18.16,156.66,0.22,Green,Green
FLX,Bao,R-62030,FLX|Bao|mushroom|x2|+2,GV FLEX BAO,507.0,463.9550658304655,2.5797572131953066,1.051678432605153,121.76,902.11,91.51,0.51,24.02,177.93,0.21,Green,Green
FLX,Bao,R-44883,FLX|Bao|Pork Belly|AAD,GV FLEX BAO,251.0,944.4141377877676,12.55990632824574,2.087914127963935,158.93,4826.09,376.26,5.0,63.32,1922.75,0.83,Yellow,Red
FLX,Bao,R-62032,FLX|Bao|pork belly|x2|+1,GV FLEX BAO,451.0,1083.2969912271292,13.319486787850153,2.3639968853947853,216.29,5158.2,240.2,2.95,47.96,1143.73,0.52,Yellow,Yellow
FLX,Bao,R-62031,FLX|Bao|pork belly|x2|+2,GV FLEX BAO,606.0,1225.6932446664907,14.138817247454568,2.6507896428256355,274.14,5508.88,202.26,2.33,45.24,909.06,0.44,Yellow,Yellow
FLX,Bao,R-50124,FLX|Bao|Salmon x 2,GV FLEX BAO,226.1485,721.4676754951158,9.489918112588873,1.2917086753038436,194.16,1357.88,319.02,4.2,85.86,600.44,0.57,Yellow,Yellow
FLX,Bao,R-10664,FLX|Bao|Side|Veg Egg Roll,GV FLEX BAO,64.20000000000005,33.169690000000074,0.4997375000000009,0.0073539999999999,8.01,262.31,51.67,0.78,12.48,408.58,0.01,Green,Green
FLX,BBP,R-51251,FLX|BBP|Add On|Pork Belly,GV FLEX BAO,90.0,1271.0186341494025,17.06943112889046,2.68873422308579,230.06,6901.37,1412.24,18.97,255.62,7668.19,2.99,Red,Red
FLX,BBQ beans,R-65940,FLX|BBQ beans|SIDES,GV - SIDES,140.0,209.6189383786008,0.6064356378600824,1.0080190065843622,0.66,28.59,149.73,0.43,0.47,20.42,0.72,Green,Green
FLX,BBQ Ribs 170g and slaw,R-28338,FLX|BBQ Ribs 170g and slaw,GV - FLEX BC,310.0,2501.6162022067087,32.21032694165151,5.352992375015647,431.1,13091.68,806.97,10.39,139.06,4223.12,1.73,Red,Red
FLX,BBQ Ribs+1,R-40749,FLX|BBQ Ribs+1,GV - FLEX BC,430.24444444444487,2760.788075662677,33.937439999470456,6.078066994974495,447.42,13750.57,641.68,7.89,103.99,3195.99,1.41,Red,Red
FLX,BBQ Ribs+2,R-40750,FLX|BBQ Ribs+2,GV - FLEX BC,550.4888888888897,3019.959949118645,35.6645530572894,6.803141614933343,463.75,14409.47,548.6,6.48,84.24,2617.58,1.24,Red,Red
FLX,Beef and broccoli,R-54263,FLX|Beef and broccoli|SP,SPECIALS,255.0,3626.510429406783,28.398012754234,10.803463745619904,238.39,5627.6,1422.16,11.14,93.49,2206.9,4.24,Red,Red
FLX,Beef brisket,R-62376,FLX|Beef brisket| +1,GV - FLEX BC,300.0,6747.14063808103,53.74334661949128,20.00871540305459,270.96,10824.13,2249.05,17.91,90.32,3608.04,6.67,Red,Red
FLX,Beef brisket,R-61934,FLX|Beef brisket| +3,GV - FLEX BC,505.0,6917.388465822532,55.787733654709925,20.31691746646934,279.47,10847.06,1369.78,11.05,55.34,2147.93,4.02,Red,Red
FLX,beef brisket,R-61930,FLX|beef brisket| 115g,GV - FLEX BC,220.0,6696.448450170527,52.96262902035173,19.86432805805735,267.67,10693.99,3043.84,24.07,121.67,4860.9,9.03,Red,Red
FLX,Beef brisket,R-61932,FLX|Beef brisket|AAD ,GV - FLEX BC,295.0,6728.873358942972,53.68842657382358,19.902123839389706,268.24,10681.55,2280.97,18.2,90.93,3620.86,6.75,Red,Red
FLX,Beef short rib +1,R-61914,FLX|Beef short rib +1,GV - FLEX BC,485.0,7611.475553237165,61.435363637466594,23.06070307438897,350.17,12079.94,1569.38,12.67,72.2,2490.71,4.75,Red,Red
FLX,Beef Short Rib +2,R-61913,FLX|Beef Short Rib +2,GV - FLEX BC,545.0,8024.637720368994,63.90413667999999,23.636464364629145,346.22,13939.11,1472.41,11.73,63.53,2557.63,4.34,Red,Red
FLX,Beef Short Rib 150g,R-61915,FLX|Beef Short Rib 150g,GV - FLEX BC,240.0,7616.27998292129,60.3187406205383,22.720714684707552,304.08,11901.52,3173.45,25.13,126.7,4958.97,9.47,Red,Red
FLX,Beef Short Ribs 150g V2,R-51464,FLX|Beef Short Ribs 150g V2,GV FLEX GLOBAL BOWL,150.0,7356.850767623886,58.73616699578728,22.41554823449694,297.51,10883.65,4904.57,39.16,198.34,7255.77,14.94,Red,Red
FLX,Beef Short Ribs+1 V2,R-51465,FLX|Beef Short Ribs+1 V2,GV FLEX GLOBAL BOWL,285.0,7520.344313396778,60.13747623422155,22.74834951044711,306.27,11414.83,2638.72,21.1,107.46,4005.2,7.98,Red,Red
FLX,Beef Short Ribs+2 V2,R-51466,FLX|Beef Short Ribs+2 V2,GV FLEX GLOBAL BOWL,420.0,7656.240574539935,61.901859400935706,22.92181496622236,317.55,12051.61,1822.91,14.74,75.61,2869.43,5.46,Red,Red
FLX,Benny,R-63855,FLX|Benny|Asparagus Mushroom,GV FLEX GLOBAL BOWL,325.0000187500047,1159.023603848632,13.501366416240264,2.2561357858121958,161.64,5186.99,356.62,4.15,49.74,1596.0,0.69,Yellow,Red
FLX,Benny,R-62001,FLX|Benny|Classic|AAD,GV FLEX GLOBAL BOWL,235.0000187500047,993.4471685468824,12.418140277500068,1.6773300916875156,152.32,4794.62,422.74,5.28,64.82,2040.26,0.71,Red,Red
FLX,Benny,R-68110,FLX|Benny|fennel|AAD,GV FLEX GLOBAL BOWL,275.0000187500047,1027.6511244608607,12.39389669685491,1.935220300289666,151.93,4733.21,373.69,4.51,55.25,1721.17,0.7,Yellow,Red
FLX,Benny,R-44758,FLX|Benny|Ham|AAD,GV FLEX GLOBAL BOWL,249.0000187500047,1151.3620653813705,14.72344185624786,2.0505678811478085,185.04,5707.04,462.39,5.91,74.31,2291.98,0.82,Red,Red
FLX,Benny,R-62000,FLX|Benny|mushroom spin|AAD,GV FLEX GLOBAL BOWL,270.0000187500047,982.4907563502376,12.46373105023586,1.705123147748693,152.22,4744.2,363.89,4.62,56.38,1757.11,0.63,Yellow,Red
FLX,Benny,R-62419,FLX|Benny|mushroom spin|x1,GV FLEX GLOBAL BOWL,135.00000937500235,491.2453781751188,6.2318655251179305,0.0,76.11,2372.1,363.89,4.62,56.38,1757.11,0.0,Yellow,Yellow
FLX,Benny,R-62420,FLX|Benny|salmon|x1,GV FLEX GLOBAL BOWL,140.25000937500235,560.080419139479,7.161538071228482,0.0,98.52,2451.56,399.34,5.11,70.25,1747.99,0.0,Red,Yellow
FLX,Benny,R-62006,FLX|Benny|spinach feta,GV FLEX GLOBAL BOWL,285.0000187500047,1319.6724466890355,15.831978778555666,2.1180240888725965,199.73,7122.79,463.04,5.56,70.08,2499.22,0.74,Red,Red
FLX,Benny,R-61999,FLX|Benny|tomato,GV FLEX GLOBAL BOWL,279.0000187500047,1035.0796528310927,13.003005385394808,1.659445898003305,158.04,5139.31,371.0,4.66,56.65,1842.05,0.59,Yellow,Red
FLX,Benny,R-62418,FLX|Benny|Tomato|x1,GV FLEX GLOBAL BOWL,139.50000937500235,517.5398264155464,6.501502692697404,0.0,79.02,2569.66,371.0,4.66,56.65,1842.05,0.0,Yellow,Yellow
FLX,Beyond Spaghetti,R-55455,FLX|Beyond Spaghetti|PASTA,SPECIALS,418.908875,665.0185869784762,6.431126063871444,0.9216682038299912,109.71,4672.46,158.75,1.54,26.19,1115.39,0.22,Green,Green
FLX,Bok-choy,R-62359,FLX|Bok-choy,GV - FLEX ASIAN NOODLE,140.0,127.89678799784134,1.6244125806799787,0.472930245008095,11.21,510.64,91.35,1.16,8.01,364.74,0.34,Green,Green
FLX,BPD,R-55304,FLX|BPD||Adobo Chicken plate+1,GV - FLEX BC,550.0,1347.7399841343324,25.7347910153874,3.122421947443561,258.62,909.67,245.04,4.68,47.02,165.39,0.57,Yellow,Yellow
FLX,BPD,R-55305,FLX|BPD||Adobo Chicken plate+2,GV - FLEX BC,805.0,1707.6965591254473,28.109781142722564,3.9878696426713742,364.66,1703.35,212.14,3.49,45.3,211.6,0.5,Yellow,Yellow
FLX,BPD,R-57201,FLX|BPD|Add salmon,FOOD,90.0,585.8588235294118,8.270588235294118,0.8117647058823528,185.94,998.05,650.95,9.19,206.6,1108.94,0.9,Red,Red
FLX,BPD,R-56497,FLX|BPD|Adobo Tofu veggie,GV - FLEX BC,430.0,521.9134973190775,3.205183953501376,1.0401559279265664,191.06,1047.21,121.38,0.75,44.43,243.54,0.24,Green,Green
FLX,BPD,R-56867,FLX|BPD|Adobo Tofu veggie +1,GV - FLEX BC,580.0,697.7613856631459,4.921997876151018,1.6517456550565153,200.33,1463.73,120.3,0.85,34.54,252.37,0.28,Green,Green
FLX,BPD,R-56868,FLX|BPD|Adobo Tofu veggie +2,GV - FLEX BC,670.0,809.531900713122,5.9584593894296125,2.016019445990737,205.22,1681.18,120.83,0.89,30.63,250.92,0.3,Green,Green
FLX,BPD,R-47210,FLX|BPD|Banh Mi Tofu,SPECIALS,365.000000000008,609.8073807026055,2.452093831703872,1.6355729613889216,21.52,642.01,167.07,0.67,5.9,175.89,0.45,Green,Green
FLX,BPD,R-45119,FLX|BPD|Beet Wellington,FOOD,353.0,412.3698018896428,2.5559312453781726,1.007583440140415,37.98,1846.09,116.82,0.72,10.76,522.97,0.29,Green,Green
FLX,BPD,R-57232,FLX|BPD|Beet Wellington|+1,FOOD,463.0,460.7956486739781,3.614250103624174,1.0686429172501777,39.4,1851.44,99.52,0.78,8.51,399.88,0.23,Green,Green
FLX,BPD,R-57234,FLX|BPD|Beet Wellington|+2,FOOD,353.0,412.3698018896428,2.5559312453781726,1.007583440140415,37.98,1846.09,116.82,0.72,10.76,522.97,0.29,Green,Green
FLX,BPD,R-57198,FLX|BPD|Chowder clam,GV - FLEX BC,243.0,1291.4477954207607,8.644419860485792,1.4601269078756969,47.19,5513.11,531.46,3.56,19.42,2268.77,0.6,Red,Red
FLX,BPD,R-57400,FLX|BPD|Chowder clam|+1,GV - FLEX BC,353.0,1634.0013908052215,13.373525545071626,1.4601269078756969,144.34,6204.43,462.89,3.79,40.89,1757.63,0.41,Red,Red
FLX,BPD,R-57401,FLX|BPD|Chowder clam|+2,GV - FLEX BC,463.0,1976.5549861896825,18.10263122965746,1.4601269078756969,241.48,6895.76,426.9,3.91,52.16,1489.37,0.32,Red,Yellow
FLX,BPD,R-57374,FLX|BPD|Crispy potato,FOOD,125.0,10.401295918367348,0.0061989795918367,0.028469387755102,0.02,0.2,8.32,0.0,0.02,0.16,0.02,Green,Green
FLX,BPD,R-44636,FLX|BPD|Fried Scallion Rice,GV FLEX BAO,213.00000000000003,335.88428994931184,0.6142355229180347,0.2597092855697822,113.95,346.2,157.69,0.29,53.5,162.54,0.12,Green,Green
FLX,BPD,R-57195,FLX|BPD|Grilled tempeh|add,FOOD,75.0,182.6818125,0.55425,0.47716875,0.63,3.11,243.58,0.74,0.84,4.15,0.64,Yellow,Green
FLX,BPD,R-57362,FLX|BPD|laksa ADD SIDE,FOOD,240.0,157.36662655411257,2.164182354978355,0.4833384346320346,16.88,701.83,65.57,0.9,7.03,292.43,0.2,Green,Green
FLX,BPD,R-57219,FLX|BPD|Lettuce wrap Tofu|+1,GV - FLEX BC,263.20000000000005,444.9502250246834,1.9872101155351851,0.8446243957406808,78.09,3327.86,169.05,0.76,29.67,1264.38,0.32,Green,Green
FLX,BPD,R-57220,FLX|BPD|Lettuce wrap Tofu|+2,GV - FLEX BC,373.2000000000001,938.8679200586968,2.26750470737192,0.9612881508427216,161.35,3572.21,251.57,0.61,43.23,957.18,0.26,Yellow,Green
FLX,BPD,R-57215,FLX|BPD|Ltc wrap Chicken|+1,SPECIALS,263.20000000000005,1024.8417897790798,19.31917887366343,2.3295837983943635,194.23,8735.65,389.38,7.34,73.8,3319.02,0.89,Red,Red
FLX,BPD,R-57216,FLX|BPD|Ltc wrap Chicken|+2,SPECIALS,373.2000000000001,1518.7594848130934,19.599473465500164,2.4462475534964043,277.49,8980.0,406.96,5.25,74.35,2406.22,0.66,Red,Red
FLX,BPD,R-57197,FLX|BPD|Perogies| +2,GV FLEX GLOBAL BOWL,524.2592592592598,1893.9597294121388,21.44784642464917,1.6975528279238283,277.63,11807.06,361.26,4.09,52.96,2252.14,0.32,Yellow,Red
FLX,BPD,R-57196,FLX|BPD|Root vegetales,FOOD,120.0,147.83511767994585,3.241926714465164,0.2148790491906868,6.39,124.34,123.2,2.7,5.32,103.62,0.18,Green,Green
FLX,BPD,R-57208,FLX|BPD|squash stew one pot,GV - FLEX BC,304.6250000000003,540.12051838261,5.290337464060908,0.954879589364234,58.03,2597.42,177.31,1.74,19.05,852.66,0.31,Green,Green
FLX,BPD,R-57211,FLX|BPD|squash stew one pot|+1,GV - FLEX BC,432.1250000000003,610.4057415311273,6.314001505898224,0.954879589364234,58.65,2617.4,141.26,1.46,13.57,605.7,0.22,Green,Green
FLX,BPD,R-57212,FLX|BPD|squash stew one pot|+2,GV - FLEX BC,559.6250000000002,680.6909646796448,7.33766554773554,0.954879589364234,59.27,2637.38,121.63,1.31,10.59,471.28,0.17,Green,Green
FLX,Broccoli and cauliflower,R-62413,FLX|Broccoli and cauliflower,GV - FLEX BC,30.0,39.02167154314745,0.4963833952693432,0.1421566846986695,3.35,152.81,130.07,1.65,11.17,509.37,0.47,Green,Green
FLX,Brown Rice ,R-64093,FLX|Brown Rice ,GV - FLEX BC,180.0,199.0979484598247,0.4338762673975797,0.2285023098535653,113.52,333.59,110.61,0.24,63.07,185.33,0.13,Green,Green
FLX,Brown Rice pilaf,R-62385,FLX|Brown Rice pilaf,GV - FLEX BC,180.0,199.0979484598247,0.4338762673975797,0.2285023098535653,113.52,333.59,110.61,0.24,63.07,185.33,0.13,Green,Green
FLX,Brussel sprout roasted ,R-62373,FLX|Brussel sprout roasted ,GV - FLEX BC,140.0,192.8083596638656,1.6338487394957983,0.7549833613445379,11.27,511.7,137.72,1.17,8.05,365.5,0.54,Green,Green
FLX,Butter chicken +1,R-56775,FLX|Butter chicken +1|AAD,GV FLEX GLOBAL BOWL,471.0,2057.820104700409,20.10711782886631,3.442076131871182,206.73,5757.14,436.9,4.27,43.89,1222.32,0.73,Red,Red
FLX,Butter chicken +2,R-56776,FLX|Butter chicken +2,GV FLEX GLOBAL BOWL,588.0,2764.667929342301,27.424611826101987,4.329501019806877,325.33,11808.87,470.18,4.66,55.33,2008.31,0.74,Red,Red
FLX,Butter Chicken,R-44376,FLX|Butter Chicken|275g,GV FLEX GLOBAL BOWL,467.0,2048.61339034426,20.151681864564004,3.425694547309833,207.05,5762.78,438.68,4.32,44.34,1234.0,0.73,Red,Red
FLX,Butter tofu +1,R-57264,FLX|Butter tofu +1|AAD,GV FLEX GLOBAL BOWL,437.00000000000045,1070.552237828211,5.334470149620309,1.7905385480052958,198.05,4350.53,244.98,1.22,45.32,995.54,0.41,Yellow,Yellow
FLX,Butter tofu +2,R-57265,FLX|Butter tofu +2,GV FLEX GLOBAL BOWL,707.0000000000005,2574.5273133009296,16.313075543798135,3.8840129663790064,333.6,13304.14,364.15,2.31,47.19,1881.77,0.55,Yellow,Yellow
FLX,Butter Tofu 275g,R-57262,FLX|Butter Tofu 275g,GV FLEX GLOBAL BOWL,467.0,1676.8805332014024,7.274539007421149,2.3962374044526897,165.25,5727.22,359.08,1.56,35.39,1226.39,0.51,Yellow,Yellow
FLX,Cabbage Roll Pomme Anna,R-47464,FLX|Cabbage Roll Pomme Anna,GV-FLEX PLANT FORWARD,490.0,645.9186378601371,7.745193347160178,0.0,57.72,2788.49,131.82,1.58,11.78,569.08,0.0,Green,Green
FLX,Cabbage roll savoy,R-47104,FLX|Cabbage roll savoy,GV-FLEX PLANT FORWARD,170.0,183.9198695274241,2.3487700111480088,0.5939551417158414,14.46,682.5,108.19,1.38,8.51,401.47,0.35,Green,Green
FLX,Caesar salad,R-62375,FLX|Caesar salad,GV - FLEX BC,130.0,169.02101240950816,1.6646681486416393,0.6316058090684912,14.91,630.92,130.02,1.28,11.47,485.32,0.49,Green,Green
FLX,Carrot Noodle,R-51254,FLX|Carrot Noodle|PF,GV-FLEX PLANT FORWARD,106.0,62.988209798307615,0.9710164300647088,0.1531422677949228,2.56,104.94,59.42,0.92,2.42,99.0,0.14,Green,Green
FLX,Carrots and maple,R-62411,FLX|Carrots and maple,GV - FLEX BC,140.0,127.17477704065044,1.801860650406504,0.2637228617886178,2.42,9.78,90.84,1.29,1.73,6.99,0.19,Green,Green
FLX,Carrots,R-57392,FLX|Carrots|parsley + butter,GV - FLEX BC,130.0,176.29855005233432,2.1266753087044536,0.1489562009419152,12.72,584.81,135.61,1.64,9.78,449.85,0.11,Green,Green
FLX,Cassolet ham 250g,R-57228,FLX|Cassolet ham 250g,GV - FLEX BC,297.3636363636364,676.8309390926908,7.470944434833135,1.9710386777292528,98.61,3120.03,227.61,2.51,33.16,1049.23,0.66,Yellow,Yellow
FLX,Cassolet ham,R-57229,FLX|Cassolet ham|+1,GV - FLEX BC,442.3636363636364,972.245449578719,9.614040960186353,2.401706355248876,108.92,4317.22,219.78,2.17,24.62,975.94,0.54,Yellow,Yellow
FLX,Cassolet ham,R-57230,FLX|Cassolet ham|+2,GV - FLEX BC,567.3636363636364,1195.6746759178086,11.279677648804878,2.731802930727683,116.42,5176.32,210.74,1.99,20.52,912.35,0.48,Yellow,Yellow
FLX,Cassolet veg 250g,R-53245,FLX|Cassolet veg 250g,GV - FLEX BC,312.3636363636364,436.9766157559529,2.6486073688910765,1.5510544688661774,21.93,790.88,139.89,0.85,7.02,253.19,0.5,Green,Green
FLX,Cassolet veg,R-57222,FLX|Cassolet veg|+1,GV - FLEX BC,447.3636363636364,696.3984841685117,4.552973975876947,1.9314365953653925,30.84,1819.03,155.67,1.02,6.89,406.61,0.43,Green,Green
FLX,Cassolet veg,R-57223,FLX|Cassolet veg|+2,GV - FLEX BC,582.3636363636364,955.8203525810708,6.457340582862819,2.311818721864608,39.74,2847.18,164.13,1.11,6.82,488.9,0.4,Green,Green
FLX,Cauliflower fritters,R-61981,FLX|Cauliflower fritters| +1,GV - FLEX BC,387.25,452.3592710337497,3.439493645473543,1.4869554855412808,39.01,1329.5,116.81,0.89,10.07,343.32,0.38,Green,Green
FLX,Cauliflower fritters,R-61980,FLX|Cauliflower fritters| +2,GV - FLEX BC,557.25,558.3075255296189,4.647804603853942,1.7105523892731165,41.94,1448.18,100.19,0.83,7.53,259.88,0.31,Green,Green
FLX,Cauliflower gratin,R-47105,FLX|Cauliflower gratin|PF ,GV - FLEX BC,225.0,249.68397178150215,1.4905084329618754,0.8891207864462556,11.26,531.84,110.97,0.66,5.0,236.37,0.4,Green,Green
FLX,cauliflower steak 150g,R-61924,FLX|cauliflower steak 150g,GV - FLEX BC,200.0,316.8503061283618,1.5087095417953087,1.2546560509118616,17.54,914.34,158.43,0.75,8.77,457.17,0.63,Green,Green
FLX,cauliflower steak,R-61923,FLX|cauliflower steak| +1,GV - FLEX BC,345.0,447.09818137598336,2.7178509520279017,1.6881828512499468,32.75,1185.57,129.59,0.79,9.49,343.64,0.49,Green,Green
FLX,Cauliflower steak,R-61922,FLX|Cauliflower steak| +2,GV - FLEX BC,490.0,577.3460566236049,3.926992362260495,2.121709651588032,47.96,1456.81,117.83,0.8,9.79,297.31,0.43,Green,Green
FLX,Chicken Pot Pie +1,R-56856,FLX|Chicken Pot Pie +1,GV FLEX GLOBAL BOWL,415.0,818.5897591101632,11.556130221002675,1.8020180334794504,72.27,2667.67,197.25,2.78,17.41,642.81,0.43,Yellow,Yellow
FLX,Chicken Pot Pie +2,R-56857,FLX|Chicken Pot Pie +2,GV FLEX GLOBAL BOWL,505.0,869.7656632133071,12.37134540991608,1.9327100599549056,74.69,2745.3,172.23,2.45,14.79,543.62,0.38,Green,Green
FLX,Chicken Soba Noodle,R-45059,FLX|Chicken Soba Noodle,GV - FLEX ASIAN NOODLE,375.0,881.3225781996539,17.40378655446963,2.580770890057188,89.79,1382.79,235.02,4.64,23.94,368.74,0.69,Yellow,Yellow
FLX,Chicken Souvlaki,R-61948,FLX|Chicken Souvlaki|PLATE,FT HOMESKILLET,326.0000000000005,942.4471359563772,16.092537940857813,1.91019806600417,84.24,2389.47,289.09,4.94,25.84,732.97,0.59,Yellow,Yellow
FLX,Chorizo Lasagna,R-65397,FLX|Chorizo Lasagna| +1,GV - FLEX BC,382.18750000000006,1658.5703796316232,18.952148656836453,3.1349109043363623,276.49,11041.24,433.97,4.96,72.34,2888.96,0.82,Red,Red
FLX,Chorizo Lasagna,R-65396,FLX|Chorizo Lasagna| +2,GV - FLEX BC,461.37500000000006,1816.2448571379653,20.446861820442997,3.582994785061085,294.45,11764.27,393.66,4.43,63.82,2549.83,0.78,Red,Red
FLX,Chorizo Lasagna,R-64996,FLX|Chorizo Lasagna|300g,GV - FLEX BC,303.0,1500.895902125281,17.457435493229912,2.6868270236116394,258.53,10318.22,495.35,5.76,85.32,3405.35,0.89,Red,Red
FLX,Chowder Chowdown,R-54956,FLX|Chowder Chowdown|SP,SPECIALS,360.0000000000001,273.128598400861,5.982029255067937,0.2203755313160636,25.57,232.6,75.87,1.66,7.1,64.61,0.06,Green,Green
FLX,Chowder corn 240ml,R-43914,FLX|Chowder corn 240ml,GV - FLEX BC,242.0,1198.2497973850466,6.67659353905722,1.336969490018555,33.73,5090.01,495.14,2.76,13.94,2103.31,0.55,Red,Red
FLX,Chowder corn,R-57203,FLX|Chowder corn|+1,GV - FLEX BC,316.18750000000006,468.0054303706192,3.5582719768760347,0.7854049378450808,21.12,1723.0,148.02,1.13,6.68,544.93,0.25,Green,Green
FLX,Chowder corn,R-57199,FLX|Chowder corn|+2,GV - FLEX BC,390.37500000000006,1443.8261072277332,9.188974851506217,1.96808313872604,63.08,6289.75,369.86,2.35,16.16,1611.21,0.5,Yellow,Yellow
FLX,Chowder,R-62292,FLX|Chowder|add salmon ,FOOD,90.0,527.2729411764705,7.443529411764706,0.7305882352941176,167.35,898.24,585.86,8.27,185.94,998.04,0.81,Red,Red
FLX,Coconut steamed rice,R-62390,FLX|Coconut steamed rice,GV FLEX BAO,150.0,673.5241295918366,0.3822198979591836,0.1590869387755102,113.54,333.2,449.02,0.25,75.69,222.13,0.11,Red,Green
FLX,coleslaw,R-62392,FLX|coleslaw,GV - FLEX BC,120.0,95.1049769917386,0.994651916760798,0.2859778074636709,5.1,215.04,79.25,0.83,4.25,179.2,0.24,Green,Green
FLX,Corn Tofu Succotash &slaw,R-56630,FLX|Corn Tofu Succotash &slaw,GV - FLEX BC,372.0,481.8129801690562,2.7021894676657943,1.582493598789213,13.88,559.49,129.52,0.73,3.73,150.4,0.43,Green,Green
FLX,corn Tofu succotash,R-61966,FLX|corn Tofu succotash| +1,GV - FLEX BC,492.24444444444487,736.1925954262972,4.374687926855271,2.3064621002948056,29.68,1187.41,149.56,0.89,6.03,241.22,0.47,Green,Green
FLX,Corn Tofu Succotash,R-61085,FLX|Corn Tofu Succotash|+2,GV - FLEX BC,612.4888888888897,995.3644688822656,6.101800984674212,3.031536720253653,46.0,1846.31,162.51,1.0,7.51,301.44,0.49,Green,Green
FLX,Creamed corn,R-62372,FLX|Creamed corn,GV - FLEX BC,120.0,344.95822383776584,2.0908948035116364,0.508562088057859,10.45,1039.98,287.47,1.74,8.71,866.65,0.42,Yellow,Yellow
FLX,Cucumber sunomono,R-62387,FLX|Cucumber sunomono,GV - FLEX ASIAN NOODLE,120.0,58.23338361904762,0.7715535238095238,0.1172720761904762,7.82,283.88,48.53,0.64,6.52,236.57,0.1,Green,Green
FLX,donot,R-62394,FLX|donot,GV - FLEX BC,119.5,211.81071251234167,0.8944550577675923,0.0107099999999999,36.02,1572.18,177.25,0.75,30.14,1315.63,0.01,Green,Green
FLX,donotuse,R-62393,FLX|donotuse,GV - FLEX BC,234.0,1160.3948545315534,13.80385689452121,0.0107099999999999,275.6,8383.51,495.9,5.9,117.78,3582.7,0.0,Red,Red
FLX,Eggs Benny,R-48357,FLX|Eggs Benny|Smk Salmon|AAD,GV-FLEX DOD,275.0000187500047,912.7341685468824,12.17014027750007,1.6113300916875155,178.85,4197.85,331.9,4.43,65.04,1526.49,0.59,Yellow,Yellow
FLX,Farm greenery ,R-61993,FLX|Farm greenery ,GV - FLEX BC,295.0,259.8012444013442,2.2932704515311557,1.0295213194872257,16.9,684.99,88.07,0.78,5.73,232.2,0.35,Green,Green
FLX,Farm greenery,R-61992,FLX|Farm greenery| +1,GV - FLEX BC,415.0,364.5442706942714,3.650077513788896,1.2692798372823075,21.56,852.33,87.84,0.88,5.2,205.38,0.31,Green,Green
FLX,Farm greenery,R-61990,FLX|Farm greenery| +2,GV - FLEX BC,535.0,469.2872969871987,5.006884576046636,1.5090383550773894,26.21,1019.66,87.72,0.94,4.9,190.59,0.28,Green,Green
FLX,Fish Fritters,R-61977,FLX|Fish Fritters| +1,GV - FLEX BC,387.25,1564.4297289499589,17.941236686903558,3.590552239379323,408.56,6152.37,403.98,4.63,105.5,1588.73,0.93,Red,Red
FLX,Fish Fritters,R-45912,FLX|Fish Fritters|+2,GV - FLEX BC,557.25,1670.377983445828,19.149547645283956,3.814149143111159,411.48,6271.05,299.75,3.44,73.84,1125.36,0.68,Yellow,Yellow
FLX,Fish Fritters,R-61978,FLX|Fish Fritters|160g| AAD,GV - FLEX BC,300.25,1512.710499214577,17.240579679061707,3.474953087915061,405.94,6053.86,503.82,5.74,135.2,2016.27,1.16,Red,Red
FLX,G&G,R-30559,FLX|G&G|Dinner Roll,GV - GRAB & GO,1.0,1.5225,0.0148,0.0048899999999999,0.42,12.82,152.25,1.48,42.0,1282.0,0.49,Green,Yellow
FLX,Garlic cheesey toast,R-62369,FLX|Garlic cheesey toast,FOOD,59.62500000000027,328.06205995150185,3.0137598412698674,0.4837025330687867,41.9,1869.65,550.21,5.05,70.27,3135.68,0.81,Red,Red
FLX,Garlic mashed potatoes ,R-62374,FLX|Garlic mashed potatoes ,GV - FLEX BC,150.0,67.68739083137756,0.7844340809693877,0.1120702393316326,19.15,30.78,45.12,0.52,12.77,20.52,0.07,Green,Green
FLX,Ginger Broccoli ,R-62356,FLX|Ginger Broccoli ,GV - FLEX BC,140.0,115.6554500909091,1.6247336363636364,0.4270774181818182,10.57,487.61,82.61,1.16,7.55,348.29,0.31,Green,Green
FLX,GLB,R-52040,FLX|GLB|Add on|Sliced Smokey,GV FLEX GLOBAL BOWL,60.0,620.9368421052632,8.387368421052631,1.3275789473684148,114.33,3425.85,1034.89,13.98,190.55,5709.75,2.21,Red,Red
FLX,GLB,R-44750,FLX|GLB|Bowl|Farmers lunch  ,GV FLEX GLOBAL BOWL,398.0,1002.831753999404,16.043871997235957,2.082131293732948,207.75,2185.45,251.97,4.03,52.2,549.11,0.52,Yellow,Yellow
FLX,GLB,R-54557,FLX|GLB|Garlic Flatbread,GV FLEX GLOBAL BOWL,35.20833333333349,87.7354385824214,0.8305373080490638,0.2036976236052499,16.45,569.89,249.19,2.36,46.72,1618.62,0.58,Yellow,Yellow
